,context,n_concepts,mean_tfidf,mean_diff,evidence
0,held,59,0.01,0.01,-
1,another,58,0.01,0.0,-
2,started,57,0.0,0.0,-
3,produce,57,0.01,0.01,-
4,first,56,0.01,0.01,-
5,since,56,0.01,0.0,-
6,named,56,0.01,0.0,-
7,world,56,0.01,0.01,-
8,no,56,0.01,0.01,-
9,by,56,0.02,0.01,-
10,list,56,0.01,0.0,-
11,000,55,0.02,0.01,-
12,only,55,0.01,0.01,-
13,wide,55,0.01,0.01,-
14,11,55,0.01,0.0,-
15,from,54,0.02,0.01,-
16,though,54,0.0,0.0,-
17,round,54,0.01,0.01,-
18,2003,53,0.01,0.01,-
19,confused,53,0.0,0.0,-
20,round,54,0.01,0.01,-
