,context,n_concepts,mean_tfidf,mean_diff,evidence
0,include,35,0.01,0.0,-
1,cake,32,0.03,0.03,-
2,drops,32,0.01,0.01,-
3,brand,32,0.01,0.01,-
4,sugar,31,0.02,0.02,-
5,items,31,0.01,0.0,-
6,taste,30,0.01,0.01,-
7,typically,30,0.01,0.0,-
8,contains,30,0.01,0.01,-
9,bread,30,0.03,0.02,-
10,candy,29,0.01,0.01,-
11,quality,29,0.01,0.01,-
12,containing,29,0.01,0.0,-
13,egg,29,0.01,0.01,-
14,apple,29,0.02,0.02,-
15,cherry,29,0.02,0.02,-
16,soft,29,0.01,0.01,-
17,wine,28,0.02,0.02,-
18,note,28,0.0,0.0,-
19,typical,28,0.01,0.0,-
20,cold,17,0.03,0.02,-
