,context,n_concepts,mean_tfidf,mean_diff,evidence
0,attack,9,0.01,0.01,-
1,destruction,9,0.0,0.0,-
2,enemy,8,0.0,0.0,-
3,earlier,8,0.0,0.0,-
4,dangerous,8,0.01,0.0,-
5,encounter,8,0.0,0.0,-
6,depicted,8,0.01,0.0,-
7,escaped,8,0.01,0.01,-
8,evolved,8,0.0,0.0,-
9,plan,8,0.0,0.0,-
10,killing,8,0.01,0.01,-
11,distinct,8,0.0,0.0,-
12,mistakenly,8,0.0,0.0,-
13,threat,8,0.0,0.0,-
14,kills,8,0.01,0.01,-
15,skull,8,0.0,0.0,-
16,appears,8,0.0,0.0,-
17,giant,8,0.02,0.02,-
18,known,8,0.01,0.01,-
19,attacks,8,0.01,0.01,-
20,dangerous,8,0.01,0.0,-
