context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
and,17,0.1,0.04,0.05,0.23
is,16,0.07,0.04,0.04,0.25
band,16,0.03,0.02,0.01,0.07
with,16,0.05,0.02,0.02,0.15
was,15,0.04,0.02,0.02,0.1
year,15,0.04,0.02,0.02,0.13
from,15,0.03,0.02,0.02,0.08
may,15,0.03,0.02,0.01,0.08
in,14,0.07,0.03,0.04,0.15
known,14,0.06,0.05,0.02,0.17
north,14,0.02,0.01,0.01,0.04
while,14,0.03,0.02,0.01,0.11
some,14,0.03,0.02,0.01,0.05
down,14,0.02,0.02,0.01,0.13
before,14,0.02,0.02,0.01,0.12
which,14,0.03,0.02,0.02,0.1
song,13,0.03,0.02,0.01,0.06
first,13,0.03,0.02,0.01,0.11
other,13,0.02,0.01,0.01,0.05
two,13,0.03,0.01,0.02,0.06
she,13,0.05,0.04,0.01,0.23
also,13,0.03,0.02,0.02,0.08
mixed,13,0.03,0.02,0.01,0.12
best,13,0.02,0.01,0.01,0.04
were,13,0.03,0.02,0.01,0.11
three,13,0.02,0.01,0.01,0.04
well,13,0.03,0.02,0.01,0.05
rock,13,0.04,0.03,0.01,0.3
been,13,0.02,0.01,0.01,0.05
half,13,0.02,0.01,0.01,0.06
each,13,0.02,0.02,0.01,0.06
man,13,0.09,0.07,0.01,0.48
old,13,0.03,0.02,0.01,0.08
then,13,0.02,0.01,0.01,0.06
he,13,0.04,0.02,0.02,0.1
the,12,0.12,0.06,0.07,0.19
of,12,0.07,0.03,0.04,0.11
deep,12,0.02,0.02,0.01,0.05
on,12,0.05,0.03,0.03,0.16
it,12,0.04,0.02,0.02,0.06
up,12,0.04,0.03,0.02,0.11
such,12,0.04,0.02,0.02,0.07
their,12,0.03,0.02,0.01,0.07
name,12,0.04,0.03,0.01,0.1
her,12,0.04,0.03,0.01,0.12
use,12,0.01,0.01,0.01,0.02
there,12,0.02,0.01,0.01,0.04
single,12,0.03,0.02,0.01,0.17
town,12,0.02,0.01,0.01,0.04
full,12,0.02,0.01,0.01,0.04
usually,12,0.02,0.02,0.01,0.08
around,12,0.02,0.01,0.01,0.08
based,12,0.03,0.01,0.01,0.05
part,12,0.02,0.02,0.01,0.08
for,12,0.05,0.03,0.02,0.1
apple,11,0.08,0.06,0.02,0.16
to,11,0.07,0.03,0.03,0.12
at,11,0.04,0.02,0.02,0.07
