context,n_concepts,mean_tfidf,mean_diff,min_tfidf,max_tfidf
name,24,0.01,0.01,0.0,0.02
known,24,0.01,0.01,0.0,0.04
far,23,0.0,0.0,0.0,0.01
teeth,22,0.02,0.02,0.0,0.16
is,21,0.02,0.01,0.01,0.05
since,21,0.01,0.0,0.0,0.02
sight,21,0.01,0.0,0.0,0.04
becoming,21,0.0,0.0,0.0,0.03
creatures,21,0.01,0.01,0.0,0.05
skull,21,0.01,0.01,0.0,0.02
with,20,0.02,0.01,0.01,0.04
bred,20,0.01,0.01,0.0,0.05
young,20,0.01,0.01,0.0,0.02
weighs,20,0.01,0.01,0.0,0.03
lion,20,0.02,0.01,0.0,0.09
grow,20,0.01,0.0,0.0,0.04
probably,20,0.01,0.0,0.0,0.02
between,20,0.01,0.0,0.0,0.02
presumably,20,0.0,0.0,0.0,0.02
companion,20,0.01,0.01,0.0,0.03
saving,20,0.0,0.0,0.0,0.03
serves,20,0.0,0.0,0.0,0.01
eventually,20,0.0,0.0,0.0,0.01
led,20,0.01,0.01,0.0,0.04
exhibit,20,0.01,0.01,0.0,0.09
generally,20,0.0,0.0,0.0,0.01
cute,19,0.02,0.02,0.0,0.17
dogs,19,0.03,0.03,0.0,0.19
animal,19,0.02,0.01,0.01,0.05
mix,19,0.01,0.01,0.0,0.07
home,19,0.01,0.01,0.0,0.03
fur,19,0.02,0.02,0.0,0.05
we,19,0.01,0.01,0.0,0.02
mascot,19,0.03,0.03,0.0,0.36
now,19,0.01,0.01,0.0,0.02
precious,19,0.01,0.0,0.0,0.03
calling,19,0.0,0.0,0.0,0.01
story,19,0.01,0.01,0.0,0.03
two,19,0.01,0.01,0.0,0.03
been,19,0.01,0.01,0.01,0.02
child,19,0.0,0.0,0.0,0.02
course,19,0.01,0.0,0.0,0.02
each,19,0.01,0.01,0.0,0.03
exposed,19,0.0,0.0,0.0,0.01
female,19,0.01,0.01,0.0,0.08
unlike,19,0.0,0.0,0.0,0.01
death,19,0.01,0.01,0.0,0.03
living,19,0.01,0.01,0.0,0.02
candy,19,0.0,0.0,0.0,0.02
hot,19,0.02,0.02,0.0,0.24
20,19,0.01,0.0,0.0,0.03
watching,19,0.01,0.01,0.0,0.17
belonging,19,0.0,0.0,0.0,0.04
trapped,19,0.0,0.0,0.0,0.01
entirely,19,0.0,0.0,0.0,0.01
boasts,19,0.0,0.0,0.0,0.01
leads,19,0.0,0.0,0.0,0.01
valley,19,0.02,0.02,0.0,0.16
state,19,0.01,0.0,0.0,0.02
body,19,0.01,0.0,0.0,0.02
hunt,19,0.03,0.03,0.0,0.16
population,19,0.02,0.02,0.0,0.14
whale,19,0.03,0.03,0.0,0.22
mature,19,0.0,0.0,0.0,0.01
traps,19,0.01,0.01,0.0,0.05
sculpture,18,0.01,0.0,0.0,0.03
animals,18,0.02,0.01,0.01,0.07
be,18,0.01,0.01,0.01,0.02
year,18,0.01,0.01,0.01,0.03
ears,18,0.01,0.01,0.0,0.05
friendly,18,0.01,0.01,0.0,0.02
whom,18,0.0,0.0,0.0,0.01
includes,18,0.0,0.0,0.0,0.01
guide,18,0.01,0.01,0.0,0.05
seat,18,0.0,0.0,0.0,0.01
ranging,18,0.0,0.0,0.0,0.01
male,18,0.01,0.01,0.0,0.09
alone,18,0.01,0.0,0.0,0.03
age,18,0.01,0.0,0.0,0.02
lived,18,0.01,0.01,0.0,0.02
fish,18,0.01,0.01,0.0,0.1
few,18,0.01,0.0,0.0,0.01
become,18,0.01,0.0,0.0,0.02
lists,18,0.0,0.0,0.0,0.04
poster,18,0.0,0.0,0.0,0.02
surviving,18,0.0,0.0,0.0,0.01
tip,18,0.01,0.0,0.0,0.04
