,context,n_concepts,mean_tfidf,mean_diff,evidence
0,features,33,0.0,0.0,-
1,plenty,33,0.0,0.0,-
2,burst,32,0.0,0.0,-
3,29,32,0.0,0.0,-
4,carries,32,0.0,0.0,-
5,steel,31,0.01,0.01,-
6,hand,31,0.01,0.0,-
7,around,30,0.01,0.0,-
8,mentioned,30,0.0,0.0,-
9,told,30,0.01,0.0,-
10,16,30,0.01,0.0,-
11,about,30,0.01,0.0,-
12,while,30,0.01,0.0,-
13,hit,30,0.01,0.01,-
14,tiny,30,0.01,0.0,-
15,was,30,0.02,0.01,-
16,believes,29,0.0,0.0,-
17,red,29,0.06,0.04,-
18,already,29,0.0,0.0,-
19,wish,29,0.0,0.0,-
20,red,29,0.06,0.04,-
