,animal,reptile,plant,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
haddock,0.008109231840962464,0.0,0.0,0.0,0.0,0.0,0.0,0.01301959642604029,0.008109231840962464,0.0,0.0,0.0,0.008238205323854435,0.008143114313361257,0.00325852712465578
mouse,0.0008195480761185396,0.0,0.0,0.0008833245868593752,0.0,0.0,0.0,0.0,0.0008195480761185396,0.0,0.0,0.0,0.0,0.0008210032891033868,0.00023881600201427437
halfbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wolf,0.0022009863057249725,0.0,0.0,0.0023752579956962346,0.002323729306118346,0.0,0.0,0.0,0.0022009863057249725,0.0,0.0,0.0,0.0,0.0022052897542070345,0.0008075892619622542
barbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blenny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trout,0.00021167754098611605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021167754098611605,0.0,0.0,0.0,0.00022806429483325226,0.00021207249134543997,6.167799058220888e-05
crab,0.0006531880801771413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006531880801771413,0.0,0.0,0.0,0.0007089681520922913,0.0006551203637285577,0.00019074747686965225
albacore,0.0062288415039842525,0.0,0.0,0.0,0.0,0.0,0.0,0.008797814171228838,0.0062288415039842525,0.0,0.0,0.0,0.007078881034367404,0.00625247236958802,0.0024704893273680547
guppy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duckling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
painter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stickleback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bass,0.0015010296962072421,0.0,0.0,0.0,0.0,0.0,0.0,0.0020398875797977487,0.0015010296962072421,0.0,0.001552039915595953,0.0,0.0015999666427491007,0.0015031476961134599,0.000692650087619339
frog,0.0010763357132906068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010763357132906068,0.0,0.0,0.0,0.0,0.001079992628345839,0.00023090457535193234
pug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sawfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shark,0.0031146944969141113,0.0,0.0,0.0,0.0,0.0,0.0,0.0043450499781396154,0.0031146944969141113,0.0,0.0,0.0,0.0,0.003121927784273015,0.000978311911160061
grindle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armadillo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anglerfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottlenose,0.0009902738091832621,0.0,0.0,0.001054003537660058,0.0,0.0,0.0,0.0,0.0009902738091832621,0.0,0.0,0.0,0.0,0.0009942371520215302,0.00028777059343200803
shrimp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bullhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octopus,0.002720637876405995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002720637876405995,0.0,0.0,0.0,0.002764810862230695,0.0027266787219004957,0.0007809118097816557
toy,0.004620425241604154,0.0,0.0,0.004751141307346695,0.0,0.0,0.0,0.0,0.004620425241604154,0.0,0.0,0.0,0.0,0.004628764214473876,0.0013300540003592057
cob,0.002863200807516474,0.0,0.0,0.003015831932133474,0.003200820279681129,0.0,0.0,0.0,0.002863200807516474,0.0027392128830650638,0.0,0.0,0.0,0.0028721777798410768,0.0012538888921252637
pony,0.001701500065608686,0.0,0.0,0.0018350448793601863,0.0,0.0,0.0,0.0,0.001701500065608686,0.0,0.0019188047747173938,0.0,0.0,0.0017049403529634556,0.0006329850098756005
albatross,0.013971204513964348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013971204513964348,0.014091242773423666,0.0,0.0,0.0,0.014021591143919064,0.004003945924662245
mammal,0.012670722539658345,0.0,0.0,0.013092448213852045,0.0,0.0,0.0,0.0,0.012670722539658345,0.0,0.0,0.0,0.0,0.012774210524627275,0.0036577217012711436
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panther,0.0032096396491460926,0.0,0.0,0.003328012024125803,0.0,0.0,0.0,0.0,0.0032096396491460926,0.0,0.0,0.0,0.0,0.00321554640194454,0.0009259169803116092
darter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindeer,0.005747228375078742,0.0,0.0,0.00688611179936563,0.0,0.0,0.0,0.0,0.005747228375078742,0.0,0.0,0.0,0.0,0.005768012831789294,0.0017248986700937434
mankind,0.0015931493973609984,0.0,0.0,0.001621228708632046,0.0,0.0,0.0,0.0,0.0015931493973609984,0.0,0.0,0.0,0.0,0.0015958752609777453,0.0004573859117379849
sheldrake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cod,0.00045594972915423393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045594972915423393,0.0,0.0,0.0,0.0003936343361058865,0.0004561524618574277,0.00012583473259084158
hippo,0.0007611178239711043,0.0,0.0,0.0007270567679329604,0.0,0.0,0.0,0.0,0.0007611178239711043,0.0,0.0,0.0,0.0,0.0007631953653375982,0.0002151776986580548
cichlid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiting,0.002041890938114908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002041890938114908,0.0,0.0,0.0,0.0021334336825934146,0.0020494243374257802,0.0005904742783035008
gunnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beaver,0.0016975345637776317,0.0,0.0,0.0017766304090926055,0.0,0.0,0.0018345800171548382,0.0,0.0016975345637776317,0.0,0.0,0.0,0.0,0.0017003355922907612,0.0006219010818638191
whale,0.004696587277390321,0.0,0.0,0.0052533209402794625,0.0,0.0,0.0,0.0,0.004696587277390321,0.0,0.0,0.0,0.0,0.004711536952171329,0.0013827166033736737
retriever,0.018846702831951282,0.0,0.0,0.02044974550767004,0.0,0.0,0.0,0.0,0.018846702831951282,0.0,0.0,0.0,0.0,0.018896603530148208,0.005502839621551486
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.03605714444451838,0.0,0.0,0.0369217267361593,0.031021257186757394,0.0,0.0,0.0,0.03605714444451838,0.0,0.0,0.0,0.036504000427829454,0.03609466914778661,0.01518971017054068
duck,0.003761174841033384,0.0,0.0,0.0,0.0,0.003915516199509979,0.0,0.0,0.003761174841033384,0.0036918654177118624,0.0,0.0,0.00374123932580487,0.0037682658863758354,0.0016170883222478085
scaup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seahorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bay,0.0018571193575117495,0.0,0.002517267245330879,0.0020226434709575514,0.0,0.0,0.0,0.0,0.0018571193575117495,0.0,0.0,0.0,0.0,0.001863684638978656,0.0007227024335921846
silverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primate,0.010734670219347976,0.0,0.0,0.011065627143279995,0.0,0.0,0.0,0.0,0.010734670219347976,0.0,0.0,0.0,0.0,0.010771153001966804,0.003093294327424483
deer,0.00032231570877235525,0.0,0.0,0.0003427349559495504,0.0,0.0,0.0,0.0,0.00032231570877235525,0.0,0.0,0.0,0.0,0.0003223715109114672,9.35527060289806e-05
bluefin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rockfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cygnet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gander,0.007020712459184623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007020712459184623,0.006316560374700989,0.0,0.0,0.0,0.007041875373971987,0.00195713290478873
cobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boar,0.0010853712644682094,0.0,0.0,0.0012470220488021088,0.0,0.0,0.0,0.0,0.0010853712644682094,0.0,0.0,0.0,0.0,0.001083605103254811,0.0003215264057852384
capelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
largemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coypu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wren,0.008197351180824002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008197351180824002,0.008708598519403518,0.0,0.0,0.0,0.00821302362888893,0.0023797374649957466
creeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0018598792823667392,0.0,0.0,0.0017127246377532763,0.0,0.0,0.002359454598510584,0.0,0.0018598792823667392,0.0,0.0,0.0,0.0,0.0018641841660541481,0.0006897229976465348
partridge,0.0018989959738498763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018989959738498763,0.0020895668936320513,0.0,0.0,0.0018979480112417814,0.001902482540426754,0.0006919992423571671
bat,0.0035514234323326377,0.0,0.0,0.003263107435810911,0.0,0.0,0.0,0.0,0.0035514234323326377,0.0,0.0,0.0,0.0,0.003558803216190929,0.0009946255369047941
toucanet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curassow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
livestock,0.0018594116963112895,0.0,0.0,0.001722234805065189,0.0,0.0,0.0,0.0,0.0018594116963112895,0.0,0.0,0.0,0.0,0.0018632029782534557,0.0005217329411386588
accentor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dunnock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0009622160557739925,0.0,0.0,0.0009393319488867248,0.0,0.0,0.001246983508387301,0.0,0.0009622160557739925,0.0,0.0,0.0,0.0,0.0009638449992224505,0.00036247089771746156
canary,0.0006797001140001535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006797001140001535,0.0007911370911694413,0.0,0.0,0.0,0.0006808425980125302,0.00020224142265587702
thornbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silverfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparrow,0.008229873019324964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008229873019324964,0.010436482603024284,0.0,0.0,0.0,0.008245983437915938,0.0025101580056850104
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chamois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hack,0.0013602464416128156,0.0,0.0,0.0011791510618235767,0.0018354184061438058,0.0,0.0,0.0,0.0013602464416128156,0.0,0.0,0.002117041431064518,0.0,0.0013637680159229977,0.000658276557012895
rooster,0.004557380496994356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004557380496994356,0.004985490266221737,0.0,0.0,0.0,0.004566626891993261,0.0013333484394431221
drum,0.00024380341689328003,0.0,0.0,0.0,0.0,0.0,0.0,0.00028559635508547485,0.00024380341689328003,0.0,0.0,0.0,0.0,0.00024427679500789955,7.267714170570961e-05
pompon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meadowlark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.0012912977998667087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012912977998667087,0.001295251454813075,0.0,0.0,0.0016166426249075367,0.0013046258247422157,0.0004856511074425889
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stock,0.00035380067589768974,0.0,0.0004414115911140467,0.00032770271262593567,0.0,0.0,0.0004904069131676043,0.0,0.00035380067589768974,0.0,0.0003824858868198382,0.0,0.0003669128994445448,0.0003544484086628288,0.00021935498311644128
eagle,0.0037642397112271036,0.0,0.0,0.0,0.0,0.004990146074615522,0.0,0.0,0.0037642397112271036,0.004059761894889398,0.0,0.0,0.0,0.0037686941610232307,0.0014533629680701684
beef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0014386165249932587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014386165249932587,0.0017888426986153191,0.0,0.0,0.0,0.0014420951574926765,0.0004362979218638938
skylark,0.006967764560623021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006967764560623021,0.009786544475755587,0.0,0.0,0.0,0.006989398703099402,0.0021936765928643595
owl,0.0018002965719141563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018002965719141563,0.002268278926568842,0.0,0.0,0.0,0.0018040807353225535,0.0005480680575514076
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockatoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springbok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bunting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0029673630380638626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029673630380638626,0.0033146074055188162,0.0,0.0,0.0,0.002973656481952019,0.0008730707116856114
lion,0.001800041704946222,0.0,0.0,0.0017348397511289585,0.0,0.0,0.0,0.0,0.001800041704946222,0.0,0.0,0.0,0.0,0.0018038004002889712,0.0005099088258078838
thresher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lapwing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colobus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neritidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stockfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
