,animal,reptile,plant,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
bottlenose,0.002822869340103591,0.0,0.0,0.002950535018733039,0.0,0.0,0.0,0.0,0.002822869340103591,0.0,0.0,0.0,0.0,0.0028358252549535723,0.0008165784967066995
shrimp,0.010620831666696652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010620831666696652,0.0,0.0,0.0,0.012288631137717422,0.01067909252059797,0.003157813356550621
bullhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octopus,0.001292572683031505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001292572683031505,0.0,0.0,0.0,0.001169229659369445,0.0012962005369289249,0.0003607553973115271
toy,0.0005487900009662612,0.0,0.0,0.0005541730611501348,0.0,0.0,0.0,0.0,0.0005487900009662612,0.0,0.0,0.0,0.0,0.000550102090496434,0.00015727536811279224
cob,0.0027206084146108272,0.0,0.0,0.0028141327830606276,0.003200820279681129,0.0,0.0,0.0,0.0027206084146108272,0.00286870783694276,0.0,0.0,0.0,0.0027307349050572824,0.0012182580452831037
pony,0.0032335247907191926,0.0,0.0,0.0034246337790725966,0.0,0.0,0.0,0.0,0.0032335247907191926,0.0,0.0038376095494347877,0.0,0.0,0.0032419581862621347,0.0012122322211577075
albatross,0.011062845139128872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011062845139128872,0.012297832839225191,0.0,0.0,0.0,0.011109238150774818,0.0032523400905898397
mammal,0.003009924615669418,0.0,0.0,0.0030542059834763667,0.0,0.0,0.0,0.0,0.003009924615669418,0.0,0.0,0.0,0.0,0.0030362833743251033,0.0008650241849385931
gnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flamingo,0.018198481228493702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018198481228493702,0.018913071578742068,0.0,0.0,0.0,0.01823291215621584,0.0052530675851389505
panther,0.004574690996739578,0.0,0.0,0.004658151357701993,0.0,0.0,0.0,0.0,0.004574690996739578,0.0,0.0,0.0,0.0,0.004585791064319407,0.0013138088868214683
darter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindeer,0.004368805104240492,0.0,0.0,0.005140454348517133,0.0,0.0,0.0,0.0,0.004368805104240492,0.0,0.0,0.0,0.0,0.004387169647543712,0.001304659586038702
mankind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheldrake,0.009957432827919579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009957432827919579,0.009195047510825928,0.0,0.0,0.0,0.009989328175009037,0.002792802952976723
cod,0.029027256718021772,0.0,0.0,0.0,0.0,0.0,0.0,0.023865925106459615,0.029027256718021772,0.0,0.0,0.0,0.022306537817520785,0.029057152280206132,0.009520294902873577
hippo,0.0007232128291421469,0.0,0.0,0.0006784311366909732,0.0,0.0,0.0,0.0,0.0007232128291421469,0.0,0.0,0.0,0.0,0.0007256111505815773,0.00020360485325406029
cichlid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluefish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiting,0.01552160967088174,0.0,0.0,0.0,0.0,0.0,0.0,0.017855532134416808,0.01552160967088174,0.0,0.0,0.0,0.014435556353238085,0.015587989330638532,0.005637306940004064
gunnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.003163423859502928,0.0,0.0,0.0033591859322125873,0.0,0.0,0.003463350287788584,0.0,0.003163423859502928,0.0,0.0,0.0,0.0,0.003167719377308813,0.0011655073797368456
beaver,0.011290960677041861,0.0,0.0,0.011604664295238478,0.0,0.0,0.012842060120083869,0.0,0.011290960677041861,0.0,0.0,0.0,0.0,0.01131620768511614,0.004167489532465872
whale,0.010953873101438895,0.0,0.0,0.012032128546580723,0.0,0.0,0.0,0.0,0.010953873101438895,0.0,0.0,0.0,0.0,0.01099516887833709,0.0032096459734139715
retriever,0.00895405208354066,0.0,0.0,0.009541032214893679,0.0,0.0,0.0,0.0,0.00895405208354066,0.0,0.0,0.0,0.0,0.008983011986406286,0.0026022963120272344
goatfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.0030796796203798353,0.0,0.0,0.0030968447517789044,0.0027884276122927994,0.0,0.0,0.0,0.0030796796203798353,0.0,0.0,0.0,0.002775267393686457,0.0030846881797069055,0.0012788990841589097
duck,0.0063535320451930735,0.0,0.0,0.0,0.0,0.00696091768801774,0.0,0.0,0.0063535320451930735,0.006873593877005183,0.0,0.0,0.005625451127525463,0.006369234451640842,0.002752590088183956
scaup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seahorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bay,0.13375907339754997,0.0,0.19080885719608062,0.14306256020033603,0.0,0.0,0.0,0.0,0.13375907339754997,0.0,0.0,0.0,0.0,0.1343104656821573,0.05255000213383385
silverside,0.02713817237188363,0.0,0.0,0.0,0.0,0.0,0.0,0.027722847629061038,0.02713817237188363,0.0,0.0,0.0,0.0,0.027263740009031836,0.007804495170132867
primate,0.0012750081154874744,0.0,0.0,0.001290694608062942,0.0,0.0,0.0,0.0,0.0012750081154874744,0.0,0.0,0.0,0.0,0.0012800897839883526,0.0003657714730733031
deer,0.003062638244391726,0.0,0.0,0.003198128069279237,0.0,0.0,0.0,0.0,0.003062638244391726,0.0,0.0,0.0,0.0,0.0030649604750117776,0.0008848832166481763
bluefin,0.0027891406697790567,0.0,0.0,0.0,0.0,0.0,0.0,0.003398829801638837,0.0027891406697790567,0.0,0.0,0.0,0.003692944261429082,0.002801880628436965,0.0011051382879330711
rockfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cygnet,0.07256093844872778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07256093844872778,0.059309038701690596,0.0,0.0,0.0,0.07262925438607269,0.019790012141801348
gander,0.016677671840967148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016677671840967148,0.01653793171886562,0.0,0.0,0.0,0.01673773035197756,0.00475935755376982
cobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boar,0.0010313178828872673,0.0,0.0,0.0011636210862224303,0.0,0.0,0.0,0.0,0.0010313178828872673,0.0,0.0,0.0,0.0,0.0010302420342935188,0.00030403563473503447
capelin,0.04197687312024585,0.0,0.0,0.0,0.0,0.0,0.0,0.04352531728008819,0.04197687312024585,0.0,0.0,0.0,0.0,0.04195648340503696,0.012102539066115492
largemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coypu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wren,0.0010572424097083741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010572424097083741,0.0009710200303897518,0.0,0.0,0.0,0.0010599195772109016,0.00029610174478695726
creeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.00527725976835429,0.0,0.0,0.0055182366358514645,0.0,0.0,0.005718095586475279,0.0,0.00527725976835429,0.0,0.0,0.0,0.0,0.005292749468770583,0.001934542944843279
partridge,0.001714443269041952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001714443269041952,0.00163092593236976,0.0,0.0,0.0016893973119964387,0.0017186544282731199,0.0006048474436230873
bat,0.0005829601137486422,0.0,0.0,0.0006082145672228118,0.0,0.0,0.0,0.0,0.0005829601137486422,0.0,0.0,0.0,0.0,0.0005845331777047648,0.00016847628374463294
toucanet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curassow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
livestock,0.0006714823856431793,0.0,0.0,0.0007062207720380039,0.0,0.0,0.0,0.0,0.0006714823856431793,0.0,0.0,0.0,0.0,0.0006732681076019058,0.000194460975066162
accentor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sweeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dunnock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0008687037060122962,0.0,0.0,0.0009629577398385521,0.0,0.0,0.0009615588184413802,0.0,0.0008687037060122962,0.0,0.0,0.0,0.0,0.0008707131029496786,0.0003237597909467288
canary,0.0003068219473504616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003068219473504616,0.00030874484133050815,0.0,0.0,0.0,0.0003075279591708456,8.785119251444836e-05
thornbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
silverfish,0.07356298019949085,0.0,0.0,0.0,0.0,0.0,0.0,0.06437085492822377,0.07356298019949085,0.0,0.0,0.0,0.0,0.07373235325183537,0.02037351204136006
sparrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chamois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hack,0.002456103528575167,0.0,0.0,0.0024176174200560238,0.0036708368122876115,0.0,0.0,0.0,0.002456103528575167,0.0,0.0,0.004234082862129036,0.0,0.0024639868066043315,0.0012641950684448096
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drum,0.0008804381532515172,0.0,0.0,0.0,0.0,0.0,0.0,0.0009814411900456986,0.0008804381532515172,0.0,0.0,0.0,0.0,0.0008826938204027216,0.00025892937978224675
pompon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meadowlark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.001748705778050145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001748705778050145,0.0015164332807664706,0.0,0.0,0.0021585035697506273,0.0017678487738681603,0.0006385855128918248
lark,0.0010549316087954056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010549316087954056,0.0013331810817921693,0.0,0.0,0.0,0.0010583529477536592,0.0003215283747954743
stock,0.0009582503529150284,0.0,0.0013242347733421402,0.0010078349741959682,0.0,0.0,0.0011344699159432645,0.0,0.0009582503529150284,0.0,0.0011474576604595147,0.0,0.0009797871106904659,0.0009605990817756749,0.0006050631587312203
eagle,0.005437463185677222,0.0,0.0,0.0,0.0,0.0062004697356566,0.0,0.0,0.005437463185677222,0.005069889630276754,0.0,0.0,0.0,0.005447268205423193,0.0019708967101936424
beef,0.0006222866233999118,0.0,0.0,0.0006029679797499108,0.0,0.0,0.0,0.0,0.0006222866233999118,0.0,0.0,0.0,0.0007528171444931015,0.0006283923969210728,0.00023062505485456488
crow,0.0006494027507090958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006494027507090958,0.0006981039838908742,0.0,0.0,0.0,0.0006513760772438038,0.0001891632544680621
skylark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owl,0.004469673739110412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004469673739110412,0.004868633815827036,0.0,0.0,0.0,0.004481842023149012,0.0013064159512283478
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cockatoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springbok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bunting,0.003912143049499171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003912143049499171,0.004419868006846098,0.0,0.0,0.0,0.003925634422475179,0.001154984894879973
robin,0.0008243020818074671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008243020818074671,0.0007960249767562081,0.0,0.0,0.0,0.0008265617762816535,0.0002336564940466283
lion,0.003250211614491623,0.0,0.0,0.0035569478238425705,0.0,0.0,0.0,0.0,0.003250211614491623,0.0,0.0,0.0,0.0,0.003259014976276279,0.0009511704306501498
thresher,0.015830596109709258,0.0,0.0,0.0,0.0,0.0,0.0,0.02107695740310837,0.015830596109709258,0.0,0.0,0.0,0.0,0.015866036593749428,0.004900299015448308
lapwing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colobus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neritidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stockfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
