,criminal,food,female,fish,communication,no-cat,all,mammal,relation,bird,object,measure,animal,mean
miss,0.0,0.0,0.005176584074246675,0.0,0.0,0.0,0.003833508018986954,0.0,0.0,0.0,0.0038071919020788237,0.0,0.0,0.0009859449227163425
courtesan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woman,0.0,0.0,0.05562590152311727,0.0,0.0,0.0,0.04982837999039967,0.0,0.0,0.0,0.049651844068842294,0.0,0.0,0.011931240429412248
skirt,0.0,0.0,0.006571805532749904,0.0,0.0,0.0,0.004958275723198951,0.0,0.0,0.0,0.0049293973992294935,0.0,0.0,0.0012661137427060268
siren,0.0,0.0,0.024457521898048333,0.0,0.024664339180579198,0.0,0.021969006859476062,0.0,0.0,0.0,0.021890926175522935,0.0,0.0227092223910549,0.008899308961898571
bachelorette,0.0,0.0,0.010290957781009554,0.0,0.0,0.0,0.008298289911675076,0.0,0.0,0.0,0.00822376254120803,0.0,0.0,0.002062539248760974
wife,0.0,0.0,0.009580670293304153,0.0,0.0,0.0,0.008613526738207292,0.0,0.0,0.0,0.008586554469301717,0.0,0.0,0.0020600578077548583
amazon,0.0,0.0,0.000480150012706116,0.0,0.0,0.0,0.000290438684948961,0.0,0.0,0.00036819220606071834,0.000286482117061449,0.0,0.00034976482385167776,0.00013654060343299397
maid,0.0,0.0,0.003743028960220544,0.0,0.0,0.0,0.0026539908350134553,0.0,0.0,0.0,0.002655640348434509,0.0,0.0,0.0006963584725898852
tomboy,0.0,0.0,0.06346134338520457,0.0,0.0,0.0,0.054225477837858096,0.0,0.0,0.0,0.053946800577050716,0.0,0.0,0.013202586292316413
doll,0.0,0.0,0.02338546705665685,0.0,0.0,0.0,0.015006658328832575,0.0,0.0,0.0,0.014910901304603473,0.0,0.0,0.004100232822314838
lass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lady,0.0,0.0,0.0025522220293288872,0.0,0.0,0.0,0.0019881572273702155,0.0,0.0,0.0,0.001975026514324442,0.0,0.0,0.0005011850593095034
dame,0.0,0.0,3.855929192209066e-05,0.0,0.0,0.0,2.871678672707783e-05,0.0,0.0,0.0,2.8600235437417447e-05,0.0,0.0,7.375101083583533e-06
missus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nymph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daughter,0.0,0.0,0.010445924438890692,0.0,0.0,0.0,0.009362929452564481,0.0,0.0,0.0,0.009329510001716208,0.0,0.0,0.0022414126071670297
flapper,0.0,0.0,0.009932235464051057,0.0,0.0,0.0,0.008991368721581145,0.0,0.0,0.0,0.008996258812662118,0.0,0.0,0.002147681769099563
sister,0.0,0.0,0.00446026850672012,0.0,0.0,0.0,0.0038787740107735303,0.0,0.0,0.0,0.0038679421119981127,0.0,0.0,0.0009389988176532125
gal,0.0,0.0,0.012612000699086376,0.0,0.0,0.0,0.01176256032224962,0.0,0.0,0.0,0.011708625488498776,0.015257625067570443,0.0,0.00394929319826194
granny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goddess,0.0,0.0,0.06551652539911172,0.0,0.0,0.0,0.06864236474987338,0.0,0.0,0.0,0.0,0.0,0.0,0.010319914626845008
coquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cinderella,0.0,0.0,0.00532691828992173,0.0,0.0,0.0,0.0049666227702225545,0.0,0.0,0.0,0.0,0.0,0.0,0.0007918108507803296
concubine,0.0,0.0,0.01028191716943763,0.0,0.0,0.0,0.009244628533916282,0.0,0.0,0.0,0.009229642389184,0.0,0.0,0.0022120144686567627
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chit,0.0,0.0,0.002585666315405135,0.0,0.0029440147870856987,0.0,0.0024061141354321815,0.0,0.0,0.0,0.0024030970544339334,0.0,0.0,0.0007952994071043807
matriarch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
witch,0.0,0.0,0.002194135919596771,0.0,0.0,0.0,0.0017738503529440416,0.0,0.0,0.0,0.0017725759679908034,0.0,0.0,0.0004415817108101243
mother,0.0,0.0,0.006399167881936353,0.0,0.0,0.0,0.005584344110289444,0.0,0.0,0.0,0.005541444264624088,0.0,0.0,0.0013480735582192217
housewife,0.0,0.0,0.016996333203999587,0.0,0.0,0.0,0.015155826424092324,0.0,0.0,0.0,0.015089050680500975,0.0,0.0,0.003633939254507145
girl,0.0,0.0,0.06614111214696881,0.0,0.0,0.0,0.05806086237962746,0.0,0.0,0.0,0.057858119343923396,0.0,0.0,0.01400462260542459
begum,0.0,0.0,0.0007278712229605587,0.0,0.0,0.0,0.0005317138238386054,0.0,0.0,0.0,0.0005329196836567946,0.0,0.0,0.00013788497926584296
temptress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damsel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistress,0.0,0.0,0.0233433458092845,0.0,0.0,0.0,0.021179093853969298,0.0,0.0,0.0,0.021101967872272382,0.0,0.0,0.0050480313488866285
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyprian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widow,0.0,0.0,0.005111819637511089,0.0,0.0,0.0,0.00409135505435355,0.0,0.0,0.0,0.004067917007129494,0.0,0.0,0.0010208532076149334
maiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wench,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dowager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lassie,0.0,0.0,0.008110117754450426,0.0,0.0,0.0,0.010170580185904114,0.0,0.0,0.0,0.010118629759052557,0.0,0.0,0.0021845636691851613
heroine,0.0,0.0,0.021895911392506847,0.0,0.0,0.0,0.02035555001316822,0.0,0.0,0.0,0.02027951693464953,0.0,0.0,0.004810075256948045
baby,0.0,0.0,0.005435197180767233,0.0,0.0,0.0,0.005343493188422423,0.0,0.0,0.0,0.005415276917563482,0.0,0.004736704753062993,0.0016100516953704716
rover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robert,0.0,0.0,0.0009502813175793511,0.0,0.0,0.0,0.0009058837122152427,0.0,0.0,0.0,0.0,0.0,0.0,0.00014278192536881491
mademoiselle,0.0,0.0,0.0,0.01011264907650801,0.0,0.0,0.013868936970217793,0.0,0.0,0.0,0.013848145062742144,0.0,0.00991488043097442,0.003672662426187874
molly,0.0,0.0,0.0,0.004528005480896512,0.0,0.0,0.0024356887633727054,0.0,0.0,0.0,0.002422092723450418,0.0,0.0029274381248894235,0.0009471711609699277
angler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nun,0.0,0.0,0.0,0.0,0.004200767085835442,0.0,0.0037440839360279223,0.0,0.0,0.0,0.003734686249028907,0.0,0.0,0.0008984259439147901
soprano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ms,0.0,0.0,0.0,0.0,0.0009700071194001979,0.0,0.0008535252496112548,0.0,0.0,0.0,0.0,0.0,0.0,0.00014027172069318867
bull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenor,0.0,0.0,0.0,0.0,0.0006325509425465633,0.0,0.0005395275891815426,0.0,0.0,0.0,0.0005452841113676572,0.0,0.0,0.0001321048186996741
driver,0.0,0.0,0.0,0.0,0.001043718481029471,0.0,0.001156596292905981,0.0,0.0,0.0,0.0011706434757191575,0.0,0.0,0.0002593044807426623
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mum,0.0,0.0,0.0,0.0,0.0,0.010647617000918265,0.009960414067220855,0.0,0.0,0.0,0.009943414586058937,0.0,0.0,0.002350111204169081
stepfather,0.0,0.0,0.0,0.0,0.0,0.009873864428233268,0.010698200733906227,0.0,0.0,0.0,0.010682149119717372,0.0,0.0,0.002404170329373605
boy,0.0,0.0,0.0,0.0,0.0,0.016563988648186152,0.016396638125209532,0.0,0.0,0.0,0.016483660600609535,0.0,0.0,0.0038034067210773246
man,0.0,0.0,0.0,0.0,0.0,0.016555292304467464,0.016921336022785716,0.015409900068852045,0.0,0.0,0.016930425632179735,0.0,0.014348122781656399,0.006166544369995489
sir,0.0,0.0,0.0,0.0,0.0,0.000206151363684857,0.0001690874522577547,0.0,0.0,0.0,0.00017028480745457717,0.0,0.0,4.196335564593761e-05
patriarch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macho,0.0,0.0,0.0,0.0,0.0,0.010949702775529285,0.00801835470566454,0.0,0.0,0.0,0.008096827520131977,0.0,0.0,0.0020819142308712156
lad,0.0,0.0,0.0,0.0,0.0,0.003343445343190673,0.0026094778746183025,0.0,0.0,0.0,0.0026196217342440336,0.0,0.0,0.0006594265347733084
son,0.0,0.0,0.0,0.0,0.0,0.0018325267460122096,0.001905693164381442,0.0,0.0,0.0,0.001914919921876008,0.0,0.0,0.0004348569101745892
paterfamilias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boyfriend,0.0,0.0,0.0,0.0,0.0,0.033311444356830096,0.03152766071732571,0.0,0.0,0.0,0.03172893580597295,0.0,0.0,0.00742831083693298
womanizer,0.0,0.0,0.0,0.0,0.0,0.008051716949678015,0.01175150765013194,0.0,0.0,0.0,0.011845327612036138,0.0,0.0,0.002434504016295853
gentleman,0.0,0.0,0.0,0.0,0.0,0.0016728572752990436,0.0016554316406363803,0.0,0.0,0.0,0.0016592615032930973,0.0,0.0,0.0003836577245560401
ballerina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actress,0.0,0.0,0.0,0.0,0.0,0.0,0.008246356470528475,0.0,0.0,0.0,0.0082033736544523,0.0,0.0,0.0012653638557677518
hostess,0.0,0.0,0.0,0.0,0.0,0.0,0.013816270337874472,0.0,0.0,0.0,0.013756798504497313,0.0,0.0,0.00212100529556706
sow,0.0,0.0,0.0,0.0,0.0,0.0,0.0008990196339314699,0.0010373470250437747,0.0,0.0,0.0008965936560134808,0.0,0.0009502256531189109,0.00029101430523904896
vixen,0.0,0.0,0.0,0.0,0.0,0.0,0.020632110200665216,0.022708412893617975,0.0,0.0,0.02056130505901916,0.0,0.021839916374217457,0.006595518809809216
comedienne,0.0,0.0,0.0,0.0,0.0,0.0,0.023551563507361976,0.0,0.0,0.0,0.023518641587696416,0.0,0.0,0.0036207850073121843
duchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepdaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.014848014389198945,0.0,0.0,0.0,0.014864047556517315,0.0,0.0,0.0022855432265935583
godmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spokeswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.001083062200094765,0.0,0.0,0.0,0.001078166375706423,0.0,0.0,0.0001662483519847068
princess,0.0,0.0,0.0,0.0,0.0,0.0,0.00047075629001729926,0.0,0.0,0.0,0.00046982172047376733,0.0,0.0,7.235215465315897e-05
seductress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waitress,0.0,0.0,0.0,0.0,0.0,0.0,0.007263442188413175,0.0,0.0,0.0,0.007200265518988265,0.0,0.0,0.0011125929005693415
headmistress,0.0,0.0,0.0,0.0,0.0,0.0,0.016758274667083108,0.0,0.0,0.0,0.016715190699100952,0.0,0.0,0.002574881951244928
chambermaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diva,0.0,0.0,0.0,0.0,0.0,0.0,0.004804590544496952,0.0,0.0,0.0,0.004775411021386325,0.0,0.0,0.0007369231973756367
niece,0.0,0.0,0.0,0.0,0.0,0.0,0.005601524864695028,0.0,0.0,0.0,0.005556271887921446,0.0,0.0,0.0008582920578935749
handmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cow,0.0,0.0,0.0,0.0,0.0,0.0,7.011988398501512e-05,9.826469384448898e-05,0.0,0.0,6.9658918951896e-05,0.0,9.102797758044218e-05,2.531319033552633e-05
stepsister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landlady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mom,0.0,0.0,0.0,0.0,0.0,0.0,0.0056285503974267855,0.0,0.0,0.0,0.005618421610323375,0.0,0.0,0.0008651516929038585
policewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.00802499932172978,0.0,0.0,0.0,0.007995819083502945,0.0,0.0,0.0012323706465563636
masseuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandma,0.0,0.0,0.0,0.0,0.0,0.0,0.0030814508464478423,0.0,0.0,0.0,0.003059956932908732,0.0,0.0,0.0004724159830274288
housemaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bride,0.0,0.0,0.0,0.0,0.0,0.0,0.004563312808737459,0.0,0.0,0.0,0.004577646943441612,0.0,0.0,0.0007031507501676208
empress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stepmother,0.0,0.0,0.0,0.0,0.0,0.0,0.012600228031459321,0.0,0.0,0.0,0.012549445780136736,0.0,0.0,0.0019345902931996969
bitch,0.0,0.0,0.0,0.0,0.0,0.0,0.013031216179201728,0.012913181903318461,0.0,0.0,0.012913799899063404,0.0,0.012927275673998644,0.003983497973506326
mommy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tigress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ewe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businesswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.004400737987879003,0.0,0.0,0.0,0.004393379972399971,0.0,0.0,0.0006764706123291518
lesbian,0.0,0.0,0.0,0.0,0.0,0.0,0.010940558386773373,0.0,0.0,0.0,0.010929202805914785,0.0,0.0,0.0016822893225144737
handmaiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doe,0.0,0.0,0.0,0.0,0.0,0.0,0.004751592540923339,0.004761865928371868,0.0,0.0,0.0044560866891624595,0.0,0.004497412531972671,0.0014205352069561797
barmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0005801681930847237,0.0,0.0,0.0,0.0005796594876703532,0.0,0.0,8.921751390423668e-05
granddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.004519812714049288,0.0,0.0,0.0,0.004526493663787391,0.0,0.0,0.0006958697213720523
queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0012770280810139385,0.0014189765177515274,0.0013686093725396053,0.0,0.0012764086198418457,0.0,0.0013864178775791008,0.0005174954206712321
grandmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0009272485445442054,0.0,0.0,0.0,0.0009238453295570136,0.0,0.0,0.00014239183646932454
showgirl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0012861409413762244,0.0018264053248395883,0.0,0.0,0.0012810176515551295,0.0,0.0016727600161970803,0.00046664030261292484
lioness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noblewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heiress,0.0,0.0,0.0,0.0,0.0,0.0,0.004362138333922389,0.0,0.0,0.0,0.004352430890136106,0.0,0.0,0.0006703514787737304
goddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0014237297857225245,0.0,0.0,0.0,0.0014333032782852411,0.0,0.0,0.0002197717741544435
communist,0.0,0.0,0.0,0.0,0.0,0.0,0.0003808486570051743,0.0,0.0,0.0,0.0003840209630922894,0.0,0.0,5.883612462288182e-05
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.00126533176347918,0.0012837851954091784,0.0016678000333127056,0.0,0.0012798864045537657,0.0,0.0011122911405005357,0.0005083918874811819
prefect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prisoner,0.0,0.0,0.0,0.0,0.0,0.0,0.0028344707394886417,0.0,0.0,0.0,0.0028461117533816007,0.0,0.0,0.00043696788406694174
separatist,0.0,0.0,0.0,0.0,0.0,0.0,7.90773914829717e-05,0.0,0.0,0.0,8.009411055806254e-05,0.0,0.0,1.2243961695464172e-05
socialite,0.0,0.0,0.0,0.0,0.0,0.0,0.00631811325470477,0.0,0.0,0.0,0.006343634973401811,0.0,0.0,0.0009739806329312755
newcomer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dad,0.0,0.0,0.0,0.0,0.0,0.0,0.0019568851170372534,0.0,0.0,0.0,0.0019547169739440196,0.0,0.0,0.000300892468537021
orthodontist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poet,0.0,0.0,0.0,0.0,0.0,0.0,0.00028451170867714067,0.0,0.0,0.0,0.000284975359253989,0.0,0.0,4.3806697533163825e-05
nephew,0.0,0.0,0.0,0.0,0.0,0.0,0.0007516823340261172,0.0,0.0,0.0,0.0007578796354376192,0.0,0.0,0.0001161201514972105
webmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
senator,0.0,0.0,0.0,0.0,0.0,0.0,0.0022256395196532754,0.0,0.0,0.0,0.0022478220594723207,0.0,0.0,0.0003441124291635074
hound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hermit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0020949855791432105,0.0,0.0,0.0,0.002092260629481848,0.0,0.0,0.0003220958622019276
father,0.0,0.0,0.0,0.0,0.0,0.0,0.005872328700372647,0.0,0.0,0.0,0.005866205940197262,0.0,0.0,0.0009029642031207622
valet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genius,0.0,0.0,0.0,0.0,0.0,0.0,0.003438818986844143,0.0,0.0,0.0,0.0034475775629002397,0.0,0.0,0.0005297228115187987
dancer,0.0,0.0,0.0,0.0,0.0,0.0,0.004795645028648345,0.0,0.0,0.0,0.004811491892247978,0.0,0.0,0.0007390105323766403
fisherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428382157773491,0.0,0.0,0.0,0.0005486892450852281,0.0,0.0,8.396365083558288e-05
millionaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0008450469316932135,0.0,0.0,0.0,0.0008237180639330937,0.0,0.0,0.00012836653812510056
hitchhiker,0.0,0.0,0.0,0.0,0.0,0.0,0.0067504727120967075,0.0,0.0,0.0,0.0067333217309874455,0.0,0.0,0.0010372149571603194
novice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
settler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bondsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christ,0.0,0.0,0.0,0.0,0.0,0.0,0.0008146531315408837,0.0,0.0,0.0,0.0008218267441012991,0.0,0.0,0.000125883067357091
nationalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0002046831339817448,0.0,0.0,0.0,0.00020594256358541667,0.0,0.0,3.158659212055088e-05
employer,0.0,0.0,0.0,0.0,0.0,0.0,0.003692739165572074,0.0,0.0,0.0,0.003705266050749488,0.0,0.0,0.0005690773243324279
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sculptor,0.0,0.0,0.0,0.0,0.0,0.0,0.001450417254816656,0.0,0.0,0.0,0.0014716804679885745,0.0,0.0,0.00022477674790809466
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0011738418502447836,0.0,0.0,0.0,0.0011751528347570654,0.0,0.0,0.00018069189884629605
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0008866812025065346,0.0,0.0,0.0,0.0008880140125017482,0.0,0.0,0.00013651501653909868
diplomat,0.0,0.0,0.0,0.0,0.0,0.0,0.0012493935844890614,0.0,0.0,0.0,0.0012515204842348108,0.0,0.0,0.0001923780052864517
monk,0.0,0.0,0.0,0.0,0.0,0.0,0.0031845117202475796,0.0,0.0,0.0,0.0031978967559185244,0.0,0.0,0.0004909544981666233
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.001234889110293157,0.0,0.0,0.0,0.001242927362131527,0.0,0.0,0.0001906012671095911
actor,0.0,0.0,0.0,0.0,0.0,0.0,0.005452759850849437,0.0,0.0,0.0,0.0054554650456592226,0.0,0.0,0.0008390942228083584
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0018926077619782315,0.0,0.0,0.0,0.0019014108937009603,0.0,0.0,0.00029184758889839936
cook,0.0,0.0,0.0,0.0,0.0,0.0,0.00193914190132098,0.0,0.0,0.0,0.0019458164521166392,0.0,0.0,0.00029884295026443226
human,0.0,0.0,0.0,0.0,0.0,0.0,0.0013005666111426237,0.0012637668207493807,0.0,0.0,0.001303615346149264,0.0,0.0011555411616943497,0.000386422303056586
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0010785913919736502,0.0,0.0,0.0,0.0010695669788756655,0.0,0.0,0.0001652429516037935
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0015839935740373336,0.0,0.0,0.0,0.0016015774724635532,0.0,0.0,0.0002450439266539144
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.012413955224960062,0.0,0.0,0.0,0.012385893558025789,0.0,0.0,0.001907680675614296
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.001198275751869105,0.0,0.0,0.0,0.0011948589079789618,0.0,0.0,0.00018408728152677437
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0008128767613051418,0.0,0.0,0.0,0.000813737494516068,0.0,0.0,0.00012512417352470844
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
