,criminal,food,female,fish,communication,no-cat,all,mammal,relation,bird,object,measure,animal,mean
human,0.0,0.0,0.0,0.0,0.0,0.0,0.000472619158884455,0.0005387400083808836,0.0,0.0,0.00047751818733642823,0.0,0.0005069205493790207,0.00015352291569082981
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0016884194530695674,0.0,0.0,0.0,0.0016876916978375177,0.0,0.0,0.00025970085776208345
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0024795725089628382,0.0,0.0,0.0,0.0025271619796655557,0.0,0.0,0.0003851334222021841
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.025576887574851593,0.0,0.0,0.0,0.02572329472666753,0.0,0.0,0.003946167869347625
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.004689431291249321,0.0,0.0,0.0,0.004713481013604001,0.0,0.0,0.0007233009465271786
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0006362358104047052,0.0,0.0,0.0,0.0006420065507059365,0.0,0.0,9.832633547004936e-05
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.020258338992086632,0.0,0.0,0.0,0.020078799495621663,0.0,0.0,0.0031028568067467924
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.002529150840380333,0.0,0.0,0.0,0.0025763540941249777,0.0,0.0,0.0003927311488081008
stallion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairman,0.0,0.0,0.0,0.0,0.0,0.0,5.629946294230728e-05,0.0,0.0,0.0,5.704488127873026e-05,0.0,0.0,8.71879570931058e-06
manager,0.0,0.0,0.0,0.0,0.0,0.0,0.001207304709913761,0.0,0.0,0.0,0.001226446693515956,0.0,0.0,0.00018721164641767056
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buck,0.0,0.0,0.0,0.0,0.0,0.0,0.00023837758304547777,0.00031627490477147266,0.0,0.0,0.00024180301821725248,0.0004929750459703244,0.00028337502648936847,0.00012098504449953045
god,0.0,0.0,0.0,0.0,0.0,0.0,0.002721540014977911,0.0,0.0,0.0,0.002736648633376721,0.0,0.0,0.00041986066525804855
tiger,0.0,0.0,0.0,0.0,0.0,0.0,9.41806689071057e-05,0.00011295344252969572,0.0,0.0,9.599204322887633e-05,0.0,9.9861793943079e-05,3.099907296990436e-05
master,0.0,0.0,0.0,0.0,0.0,0.0,0.002805238705784999,0.0,0.0,0.0,0.0028138263450445686,0.0,0.0,0.00043223577314073595
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0005206013796022935,0.0,0.0,0.0,0.0005308729269831058,0.0,0.0,8.088263896810762e-05
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.001066529732246508,0.0,0.0,0.0,0.0010850463642453224,0.0,0.0,0.00016550585357629467
prince,0.0,0.0,0.0,0.0,0.0,0.0,0.000466051882503724,0.0,0.0,0.0,0.0004713950950048984,0.0,0.0,7.211130596220173e-05
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0013707136616841124,0.0,0.0,0.0,0.001400694415534995,0.0,0.0,0.0002131852367091621
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.00015451804203740294,0.0,0.0,0.0,0.00015623756503628508,0.0,0.0,2.390427746720677e-05
leader,0.0,0.0,0.0,0.0,0.0,0.0,0.000710453978356054,0.0,0.0,0.0,0.0007189890617111411,0.0,0.0,0.00010995715692824578
biologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0002604966185008852,0.0,0.0,0.0,0.0002644142939589184,0.0,0.0,4.037776249690797e-05
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.0030822678409291445,0.0,0.0,0.004033444063150169,0.0031225819014505927,0.0,0.003375079427819563,0.0010471825564114976
liberal,0.0,0.0,0.0,0.0,0.0,0.0,0.00266298564908217,0.0,0.0,0.0,0.00269933611207053,0.0,0.0,0.0004124862893194384
pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.01233623223707134,0.0,0.0,0.0,0.01247363866508115,0.0,0.0,0.0019084516078578838
guard,0.0,0.0,0.0,0.0,0.0,0.0,0.00039385672880096233,0.0,0.0,0.0,0.0004022342256885752,0.0,0.0,6.123776572996442e-05
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.004606904913723014,0.0,0.0,0.0,0.004668784314884617,0.0,0.0,0.0007135145560467408
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0,0.001615144397215704,0.0,0.0,0.0,0.0016356730918782284,0.0,0.0,0.0002500628837764563
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0015825324965157092,0.0,0.0,0.0,0.0015987501942864573,0.0,0.0,0.0002447140531386282
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0008103107229659264,0.0,0.0,0.0,0.0008265649089417915,0.0,0.0,0.00012591351014674753
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0006913926169934284,0.0,0.0,0.0,0.0006980604524570284,0.0,0.0,0.00010688100534234283
assistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0013100773665599614,0.0,0.0,0.0,0.0013251804968983736,0.0,0.0,0.00020271214334294886
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0025650276200108097,0.0,0.0,0.0,0.0025543446770388838,0.0,0.0,0.00039379786900382255
duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0012843566118194915,0.0,0.0,0.0,0.0013047024191135618,0.0,0.0,0.00019915838699485026
boxer,0.0,0.0,0.0,0.0,0.0,0.0,0.003037952151687709,0.0028697520462949862,0.0,0.0,0.0030831467719915294,0.0,0.0028572778166944036,0.0009113945220514328
brother,0.0,0.0,0.0,0.0,0.0,0.0,0.0026757998168124384,0.0,0.0,0.0,0.002710631147867609,0.0,0.0,0.0004143408434369267
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.014113138473728139,0.0,0.0,0.0,0.014211104329479696,0.0,0.0,0.002178787907939064
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.000703116945965011,0.0,0.0,0.0,0.0007180884346673671,0.0,0.0,0.00010932349081787523
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0015181793574142136,0.0,0.0,0.0,0.0015355450959159808,0.0,0.0,0.00023490188102539956
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0029730587485030115,0.0,0.0,0.0,0.002992794103596922,0.0,0.0,0.000458911757853841
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.0,0.0032424748345514062,0.0,0.0,0.0,0.003290305231144987,0.0,0.0,0.0005025215435151072
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lover,0.0,0.0,0.0,0.0,0.0,0.0,0.015378024400416622,0.0,0.0,0.0,0.015582435196733392,0.0,0.0,0.0023815738151653854
twin,0.0,0.0,0.0,0.0,0.0,0.0,0.0011676843119703643,0.0,0.0,0.0,0.0011931496209985815,0.0,0.0,0.00018160261022838044
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.000895613429705594,0.0,0.0,0.0,0.0009023397394893995,0.0,0.0,0.00013830408993807642
king,0.0,0.0,0.0,0.0,0.0,0.0,0.00045439902237440324,0.0,0.0009568001773294966,0.0,0.00046069364439446127,0.0,0.0,0.00014399175723833546
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.00022930744725622833,0.00026100436630160776,0.0,0.0,0.00023202708590951124,0.0,0.00024391367645444328,7.432712122475313e-05
ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0027467129106683997,0.0,0.0,0.0,0.002783740079194896,0.0,0.0,0.00042541946075871505
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0010012358866941283,0.0,0.0,0.0,0.0010232586327005135,0.0,0.0,0.00015573034764574168
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.005128401925877074,0.0,0.0,0.0,0.005168658320084707,0.0,0.0,0.0007920815573816755
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.0,0.01940589736452007,0.0,0.0,0.0,0.019578464435828828,0.0,0.0,0.0029987970615652994
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0006202764521062086,0.0,0.0,0.0,0.0006244200858536058,0.0,0.0,9.574588753537032e-05
uncle,0.0,0.0,0.0,0.0,0.0,0.0,0.0016555041391176787,0.0,0.0,0.0,0.0016839722722128876,0.0,0.0,0.000256882800871582
refugee,0.0,0.0,0.0,0.0,0.0,0.0,0.0007556971191561596,0.0,0.0,0.0,0.0007653478979123022,0.0,0.0,0.00011700346285142015
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.00431464919619243,0.0,0.0,0.0,0.004373830248354609,0.0,0.0,0.0006683445726574645
monastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.004988283267247886,0.0,0.0,0.0,0.005017681012560463,0.0,0.0,0.0007696895599852577
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0002752683196255524,0.0,0.0,0.0,0.0002794339219036879,0.0,0.0,4.266940319455694e-05
heir,0.0,0.0,0.0,0.0,0.0,0.0,0.0009238415042501587,0.0,0.0,0.0,0.0009416401403337433,0.0,0.0,0.00014349858804491554
