,context,n_concepts,mean_tfidf,mean_diff,evidence
0,green,53,0.03,0.03,-
1,leaves,46,0.04,0.03,-
2,plant,45,0.01,0.01,-
3,small,44,0.01,0.01,-
4,mint,43,0.03,0.03,-
5,large,42,0.01,0.01,-
6,bright,42,0.01,0.01,-
7,leaf,42,0.02,0.02,-
8,inch,41,0.01,0.01,-
9,plants,41,0.01,0.01,-
10,contains,40,0.01,0.0,-
11,variety,40,0.01,0.01,-
12,herbs,40,0.01,0.01,-
13,branches,40,0.02,0.02,-
14,wrap,40,0.01,0.01,-
15,garden,40,0.02,0.02,-
16,flowers,40,0.01,0.01,-
17,cool,40,0.01,0.01,-
18,orange,40,0.02,0.02,-
19,cut,40,0.01,0.01,-
20,green,53,0.03,0.03,-
