,context,n_concepts,mean_tfidf,mean_diff,evidence
0,herself,77,0.02,0.02,-
1,she,72,0.05,0.04,-
2,beautiful,68,0.02,0.02,-
3,lady,65,0.02,0.02,-
4,anna,63,0.02,0.02,-
5,love,63,0.02,0.02,-
6,mary,61,0.03,0.03,-
7,actress,60,0.03,0.03,-
8,elizabeth,60,0.04,0.03,-
9,maria,59,0.03,0.03,-
10,lovely,59,0.02,0.01,-
11,joan,58,0.02,0.02,-
12,her,58,0.1,0.06,-
13,jennifer,58,0.02,0.02,-
14,ms,58,0.01,0.01,-
15,marie,58,0.02,0.02,-
16,dress,57,0.02,0.02,-
17,daughter,57,0.05,0.04,-
18,beauty,57,0.02,0.02,-
19,julie,57,0.02,0.02,-
20,female,33,0.02,0.02,-
