,context,n_concepts,mean_tfidf,mean_diff,evidence
0,banana,44,0.04,0.04,i
1,sweet,42,0.03,0.02,p
2,syrup,41,0.03,0.03,i
3,jam,40,0.04,0.04,i
4,orange,39,0.04,0.03,i
5,blueberry,39,0.02,0.02,i
6,fruit,39,0.07,0.06,i
7,caramel,38,0.02,0.01,i
8,berry,38,0.02,0.01,i
9,flavors,38,0.06,0.05,r
10,peach,38,0.07,0.06,i
11,cherry,38,0.05,0.04,i
12,coconut,38,0.04,0.03,i
13,flavor,37,0.03,0.02,r
14,plum,37,0.03,0.03,i
15,grape,37,0.02,0.02,i
16,apple,37,0.03,0.03,i
17,she,37,0.01,0.01,b
18,strawberry,36,0.06,0.06,i
19,sweetness,36,0.01,0.01,p
20,sweet,42,0.03,0.02,p
