,rel,strength,label,pairs,rel_names
656,6.85,0.0,part,"('wings', 'pintail')",affording_activity
657,7.35,0.0,temperature,"('warm', 'deerskin')",affording_activity
658,6.85,0.0,part,"('wheels', 'streamliner')",affording_activity
659,6.85,0.0039516233182632695,part,"('wheels', 'jeep')",affording_activity
660,6.85,0.0010918979826422175,part,"('wheels', 'taxicab')",affording_activity
661,6.85,0.0036421160972779933,part,"('wheels', 'airplane')",affording_activity
662,7.35,0.0012974930713999194,temperature,"('hot', 'enchiladas')",affording_activity
663,7.35,0.008549921347622847,temperature,"('hot', 'steam')",affording_activity
664,6.85,0.00145923608491752,part,"('wings', 'grasshopper')",affording_activity
665,7.35,0.0015706752389572124,temperature,"('hot', 'pizza')",affording_activity
666,7.45,0.0,encyclopedic,"('dangerous', 'marlinspike')",affording_activity
667,6.8,0.022933314537003143,taste,"('juicy', 'elderberry')",affording_activity
668,7.35,0.00289193211093825,temperature,"('warm', 'casserole')",affording_activity
669,7.45,0.0007443224101535968,encyclopedic,"('dangerous', 'pistol')",affording_activity
670,6.85,0.0,part,"('wings', 'stilt')",affording_activity
671,6.85,0.003968770041806791,part,"('wheels', 'buggy')",affording_activity
672,7.3,0.004865577656759248,function-action,"('used_in_cooking', 'soup')",affording_activity
673,6.95,0.0005977990085013866,shape,"('round', 'frisbee')",affording_activity
674,6.85,0.0028668011498173087,part,"('wheels', 'carriage')",affording_activity
675,6.95,0.0002767017192780857,shape,"('round', 'basketball')",affording_activity
676,6.8,0.0007590371803193526,taste,"('sweet', 'donut')",affording_activity
677,6.8,0.016792497330048686,taste,"('juicy', 'currant')",affording_activity
678,7.45,0.0,encyclopedic,"('dangerous', 'saxitoxin')",affording_activity
679,6.85,0.0008500377218328819,part,"('wheels', 'streetcar')",affording_activity
680,7.35,0.003168609787834878,temperature,"('hot', 'kitchen')",affording_activity
681,6.8,0.0,taste,"('juicy', 'gooseberry')",affording_activity
682,7.25,0.001323077958859592,material,"('made_of_wood', 'oak')",affording_activity
683,6.8,0.009293185184576393,taste,"('sweet', 'mangosteen')",affording_activity
684,7.35,0.0002229392563648928,temperature,"('warm', 'boot')",affording_activity
685,7.35,0.006779133047571363,temperature,"('warm', 'towel')",affording_activity
686,6.85,0.001250090446508292,part,"('wheels', 'train')",affording_activity
687,7.0,0.005365151330702439,color,"('red', 'pomegranate')",affording_activity
688,6.85,0.006445724641498982,part,"('wheels', 'bogie')",affording_activity
689,6.8,0.001111818307247109,taste,"('juicy', 'squash')",affording_activity
690,6.8,0.08488159916970969,taste,"('juicy', 'grape')",affording_activity
691,7.35,0.004838610591927605,temperature,"('warm', 'nightgown')",affording_activity
692,7.35,0.002156466208846174,temperature,"('hot', 'kiln')",affording_activity
693,7.35,0.027134261212317157,temperature,"('hot', 'wok')",affording_activity
694,7.35,0.004343146439664821,temperature,"('warm', 'blanket')",affording_activity
695,7.35,0.006692750690019816,temperature,"('warm', 'parka')",affording_activity
696,6.85,0.0026189993202871318,part,"('wheels', 'lorry')",affording_activity
697,6.8,0.0004471143295907725,taste,"('sweet', 'huckleberry')",affording_activity
698,7.3,0.005968319855478578,function-action,"('used_in_cooking', 'stew')",affording_activity
699,7.3,0.001623851106944733,function-action,"('used_in_cooking', 'pastry')",affording_activity
700,7.35,0.012169246362226204,temperature,"('cold', 'fridge')",affording_activity
701,7.45,0.00025013794971496254,encyclopedic,"('dangerous', 'hijacker')",affording_activity
702,7.35,0.011204062095038223,temperature,"('cold', 'permafrost')",affording_activity
703,7.35,0.0,temperature,"('hot', 'lamp')",affording_activity
704,7.45,0.0004011100437863299,encyclopedic,"('dangerous', 'terrorism')",affording_activity
705,6.85,0.0,part,"('wheels', 'equipage')",affording_activity
706,6.85,0.0033471428608425557,part,"('wheels', 'rickshaw')",affording_activity
707,6.8,0.0049510262566242365,taste,"('juicy', 'okra')",affording_activity
708,7.35,0.0,temperature,"('warm', 'trouser')",affording_activity
709,7.35,0.0,temperature,"('warm', 'pullover')",affording_activity
710,7.35,0.0036145712774767642,temperature,"('hot', 'vapor')",affording_activity
711,6.95,0.002575706140360648,shape,"('round', 'bread')",affording_activity
712,7.3,0.003425997201750085,function-action,"('used_in_cooking', 'sauce')",affording_activity
713,6.95,0.0003222521780463217,shape,"('round', 'baseball')",affording_activity
714,6.85,0.0014412064133675665,part,"('wheels', 'tram')",affording_activity
715,7.35,0.0,temperature,"('warm', 'legging')",affording_activity
716,6.85,0.013155008189772202,part,"('wheels', 'snowplow')",affording_activity
717,7.35,0.04179512125211171,temperature,"('hot', 'stove')",affording_activity
718,7.45,0.0004998764704809398,encyclopedic,"('dangerous', 'bow')",affording_activity
719,7.45,0.0011691943089801678,encyclopedic,"('dangerous', 'buckshot')",affording_activity
720,6.8,0.00283530846940001,taste,"('juicy', 'sorbet')",affording_activity
721,7.0,0.0036472012165586843,color,"('green', 'pine')",affording_activity
722,7.35,0.00044626812560459215,temperature,"('warm', 'jungle')",affording_activity
723,6.85,0.0,part,"('wheels', 'stanhope')",affording_activity
724,7.35,0.003869443149350827,temperature,"('hot', 'drink')",affording_activity
725,7.35,0.0,temperature,"('warm', 'tunic')",affording_activity
726,7.25,0.018692182752369432,material,"('made_of_wood', 'bamboo')",affording_activity
727,7.45,0.01490526226109003,encyclopedic,"('dangerous', 'weapon')",affording_activity
728,6.85,0.0,part,"('wheels', 'oxcart')",affording_activity
729,7.25,0.0,material,"('made_of_wood', 'headstock')",affording_activity
730,7.3,0.004423768414583366,function-action,"('used_in_cooking', 'vinaigrette')",affording_activity
731,6.85,0.0005897665200798781,part,"('wings', 'drone')",affording_activity
732,6.85,0.006263254190657237,part,"('wheels', 'trolley')",affording_activity
733,7.35,0.009630953496619526,temperature,"('hot', 'bath')",affording_activity
734,6.8,0.0,taste,"('juicy', 'aubergine')",affording_activity
735,7.35,0.0011064973200707966,temperature,"('warm', 'poncho')",affording_activity
736,6.85,0.0016588823583518625,part,"('wings', 'wasp')",affording_activity
737,6.85,0.0,part,"('wheels', 'dray')",affording_activity
738,6.85,0.0,part,"('wheels', 'dumper')",affording_activity
739,6.8,0.012010531136391065,taste,"('sweet', 'mango')",affording_activity
740,6.85,0.0018815742797865303,part,"('wheels', 'pedicab')",affording_activity
741,6.8,0.0011639751567923823,taste,"('sweet', 'allspice')",affording_activity
742,6.85,0.035293041530453644,part,"('wheels', 'undercarriage')",affording_activity
743,7.35,0.0018276501237371415,temperature,"('warm', 'wool')",affording_activity
744,6.95,0.0,shape,"('square', 'room')",affording_activity
745,7.35,0.0,temperature,"('hot', 'atole')",affording_activity
746,6.8,0.005255686891247456,taste,"('sweet', 'chocolate')",affording_activity
747,6.8,0.01470546382857693,taste,"('sweet', 'peach')",affording_activity
748,6.85,0.004831661860703996,part,"('wheels', 'motorcycle')",affording_activity
749,7.35,0.003533829413967356,temperature,"('hot', 'mug')",affording_activity
750,6.8,0.0,taste,"('juicy', 'tamarindo')",affording_activity
751,7.35,0.008072969583155003,temperature,"('hot', 'firebox')",affording_activity
752,7.3,0.002680160404238739,function-action,"('used_in_cooking', 'spatula')",affording_activity
753,7.35,0.006051275782428325,temperature,"('hot', 'burner')",affording_activity
754,6.85,0.00263812414294279,part,"('wings', 'hen')",affording_activity
755,6.85,0.0058664021018470305,part,"('wheels', 'trailer')",affording_activity
756,7.3,0.0002295655694896893,function-action,"('used_in_cooking', 'pepperoni')",affording_activity
757,7.35,0.013879102856246982,temperature,"('hot', 'water')",affording_activity
758,7.3,0.0010934853134523172,function-action,"('used_in_cooking', 'noodle')",affording_activity
759,7.35,0.004718631735151311,temperature,"('warm', 'heat')",affording_activity
760,6.85,5.210573723397045e-05,part,"('wings', 'guinea')",affording_activity
761,6.8,0.10254391511014546,taste,"('juicy', 'pineapple')",affording_activity
762,6.85,0.0016724992428887068,part,"('wheels', 'phaeton')",affording_activity
763,6.85,0.015830496470291312,part,"('wings', 'gull')",affording_activity
764,6.85,0.03871513915239324,part,"('wings', 'drosophila')",affording_activity
765,6.85,0.0,part,"('wings', 'whitethroat')",affording_activity
766,6.85,0.0023868176159870936,part,"('wings', 'stork')",affording_activity
767,6.85,0.0,part,"('wings', 'tattler')",affording_activity
768,6.8,0.0015390613031210645,taste,"('juicy', 'wintergreen')",affording_activity
769,6.85,0.001443459499445179,part,"('wheels', 'ambulance')",affording_activity
770,7.35,0.0,temperature,"('warm', 'mitten')",affording_activity
771,6.8,0.0008786351581631732,taste,"('juicy', 'berry')",affording_activity
772,6.85,0.0,part,"('wings', 'megapode')",affording_activity
773,6.85,0.026471171442810096,part,"('wheels', 'wagon')",affording_activity
774,7.35,0.004573832290501955,temperature,"('warm', 'candle')",affording_activity
775,7.35,0.0009660774703980796,temperature,"('hot', 'flatbread')",affording_activity
776,6.85,0.0034947182209153593,part,"('wings', 'albatross')",affording_activity
777,7.3,0.0002010353626444063,function-action,"('used_in_cooking', 'pounder')",affording_activity
778,7.3,0.003568105642136821,function-action,"('used_in_cooking', 'chickpea')",affording_activity
779,7.3,0.0029454703423250697,function-action,"('used_in_cooking', 'bread')",affording_activity
780,7.35,0.000538616362324261,temperature,"('warm', 'attire')",affording_activity
781,6.85,0.0,part,"('wings', 'vireo')",affording_activity
782,6.85,0.0,part,"('wings', 'trogon')",affording_activity
783,6.85,0.00235305690787169,part,"('wings', 'egret')",affording_activity
784,7.35,0.0006450818472943353,temperature,"('hot', 'noodle')",affording_activity
785,7.35,0.0,temperature,"('warm', 'bootie')",affording_activity
786,6.8,0.0,taste,"('sweet', 'saskatoon')",affording_activity
787,6.8,0.11374284070456406,taste,"('juicy', 'pomegranate')",affording_activity
788,6.85,0.001874815114203908,part,"('wheels', 'rig')",affording_activity
789,6.85,0.000862113502983324,part,"('wings', 'airliner')",affording_activity
790,6.85,0.0020372604047562046,part,"('wheels', 'scooter')",affording_activity
791,7.35,0.0,temperature,"('warm', 'sealskin')",affording_activity
792,7.35,0.0011942734645877088,temperature,"('hot', 'lightning')",affording_activity
793,7.35,0.0,temperature,"('warm', 'waistcoat')",affording_activity
794,7.35,0.011877777587807892,temperature,"('hot', 'tandoor')",affording_activity
795,7.35,0.0055069478075300176,temperature,"('warm', 'vapor')",affording_activity
796,7.3,0.0010059119828318664,function-action,"('used_in_cooking', 'condiment')",affording_activity
797,7.35,0.002412765149847495,temperature,"('hot', 'kerosene')",affording_activity
798,6.85,0.0022413129485135386,part,"('wheels', 'wheelbase')",affording_activity
799,7.35,0.019052144321149087,temperature,"('hot', 'charcoal')",affording_activity
800,6.85,0.0,part,"('wings', 'eider')",affording_activity
801,7.35,0.0001124197773858033,temperature,"('warm', 'garment')",affording_activity
802,6.95,0.0002761316020527423,shape,"('round', 'cds')",affording_activity
803,7.3,0.0013878926638879183,function-action,"('used_in_cooking', 'lettuce')",affording_activity
804,7.3,0.005112889653409728,function-action,"('used_in_cooking', 'dough')",affording_activity
805,7.35,0.01256110296074906,temperature,"('warm', 'stove')",affording_activity
806,6.85,0.0,part,"('wings', 'sheldrake')",affording_activity
807,7.45,0.0,encyclopedic,"('dangerous', 'nightstick')",affording_activity
808,7.45,0.0020861705564284004,encyclopedic,"('dangerous', 'sniper')",affording_activity
809,7.35,0.003484176164463603,temperature,"('warm', 'overcoat')",affording_activity
810,6.8,0.00015477519061711384,taste,"('juicy', 'muscat')",affording_activity
811,7.35,0.0,temperature,"('cold', 'growler')",affording_activity
812,6.85,0.0,part,"('wings', 'tortrix')",affording_activity
813,6.85,0.0,part,"('wings', 'oriole')",affording_activity
814,7.35,0.003025943832673095,temperature,"('cold', 'popsicle')",affording_activity
815,7.35,5.6979419565394544e-05,temperature,"('warm', 'footwear')",affording_activity
816,6.85,0.008345396460155415,part,"('wings', 'moth')",affording_activity
817,7.45,0.00035955328388887343,encyclopedic,"('dangerous', 'revolver')",affording_activity
818,7.35,0.0010102443623711726,temperature,"('warm', 'slipper')",affording_activity
819,6.8,0.0357986219601958,taste,"('juicy', 'mangosteen')",affording_activity
820,7.35,0.0008579440768122933,temperature,"('warm', 'heating')",affording_activity
821,7.3,0.0014296021501967067,function-action,"('used_in_cooking', 'cucumber')",affording_activity
822,7.3,0.002929367862058886,function-action,"('used_in_cooking', 'artichoke')",affording_activity
823,6.8,0.0448848217733749,taste,"('juicy', 'guava')",affording_activity
824,7.25,0.0010860754659530098,material,"('made_of_wood', 'timber')",affording_activity
825,6.8,0.00334674797710375,taste,"('sweet', 'raisin')",affording_activity
826,6.95,0.0,shape,"('round', 'plunger')",affording_activity
827,7.3,0.0028368491943158596,function-action,"('used_in_cooking', 'apron')",affording_activity
828,7.45,0.0005618385298727419,encyclopedic,"('dangerous', 'hammer')",affording_activity
829,7.35,0.011181393991027001,temperature,"('cold', 'winter')",affording_activity
830,6.85,0.0,part,"('wheels', 'handcart')",affording_activity
831,6.8,0.11168319673325657,taste,"('juicy', 'cranberry')",affording_activity
832,6.8,0.001480799833080617,taste,"('sweet', 'juice')",affording_activity
833,7.45,0.0024882268217354697,encyclopedic,"('dangerous', 'virus')",affording_activity
834,6.95,0.0006460006892876527,shape,"('round', 'marble')",affording_activity
835,7.45,0.0005401373242679476,encyclopedic,"('dangerous', 'harpoon')",affording_activity
836,7.3,0.001990746201600015,function-action,"('used_in_cooking', 'corn')",affording_activity
837,7.35,0.000904498693946092,temperature,"('hot', 'pie')",affording_activity
838,7.35,0.0015226630389529204,temperature,"('hot', 'bulb')",affording_activity
839,6.85,0.0,part,"('wings', 'damselfly')",affording_activity
840,6.85,0.0,part,"('wings', 'sawfly')",affording_activity
841,6.85,0.012470583443825324,part,"('wheels', 'railcar')",affording_activity
842,7.35,0.0,temperature,"('warm', 'calfskin')",affording_activity
843,6.85,0.008765534884370582,part,"('wheels', 'suv')",affording_activity
844,6.85,0.0,part,"('wings', 'merganser')",affording_activity
845,7.25,0.00023216809943893182,material,"('made_of_wood', 'violin')",affording_activity
846,7.35,0.008324998237407682,temperature,"('hot', 'casserole')",affording_activity
847,7.35,0.00023981270811251153,temperature,"('warm', 'denim')",affording_activity
848,6.85,0.0,part,"('wings', 'grackle')",affording_activity
849,7.35,0.00018052883984173948,temperature,"('warm', 'hat')",affording_activity
850,6.8,0.18434042596730377,taste,"('juicy', 'lime')",affording_activity
851,7.3,0.008392621786233317,function-action,"('used_in_cooking', 'pasta')",affording_activity
852,6.95,0.00024983363074885823,shape,"('round', 'world')",affording_activity
853,7.35,0.02573614564525814,temperature,"('cold', 'water')",affording_activity
854,6.85,0.0,part,"('wings', 'spoonbill')",affording_activity
855,7.45,0.0008047915943858097,encyclopedic,"('dangerous', 'scimitar')",affording_activity
856,7.35,0.0,temperature,"('warm', 'topcoat')",affording_activity
857,7.45,0.0018766212211896146,encyclopedic,"('dangerous', 'neurotoxin')",affording_activity
858,7.35,0.011101087138702614,temperature,"('cold', 'beer')",affording_activity
859,6.85,0.0019283303062452616,part,"('wings', 'warbler')",affording_activity
860,6.85,0.00488866080400041,part,"('wheels', 'tractor')",affording_activity
861,6.85,0.008001297583312377,part,"('wheels', 'racer')",affording_activity
862,7.35,0.003008912026212929,temperature,"('hot', 'fondue')",affording_activity
863,6.85,0.009935273531513918,part,"('wheels', 'truck')",affording_activity
864,7.3,0.0017303138398468436,function-action,"('used_in_cooking', 'cornmeal')",affording_activity
865,6.85,0.0,part,"('wings', 'skylark')",affording_activity
866,7.35,0.001314108335270493,temperature,"('warm', 'bathrobe')",affording_activity
867,7.45,0.0005526062851773718,encyclopedic,"('dangerous', 'missile')",affording_activity
868,7.35,0.011884506231120744,temperature,"('hot', 'boiler')",affording_activity
869,7.35,0.004667886208730213,temperature,"('hot', 'hearth')",affording_activity
870,6.85,0.0008190704050341288,part,"('wheels', 'hearse')",affording_activity
871,6.8,0.0,taste,"('sweet', 'loquat')",affording_activity
872,7.35,0.08343404292118846,temperature,"('hot', 'tub')",affording_activity
873,7.35,0.0034861945389407386,temperature,"('warm', 'soup')",affording_activity
874,7.3,0.0014488678058135055,function-action,"('used_in_cooking', 'microwave')",affording_activity
875,7.35,0.0005210269066916079,temperature,"('warm', 'turtleneck')",affording_activity
876,6.85,0.005340209430940591,part,"('wheels', 'runabout')",affording_activity
877,7.35,0.011543788678167216,temperature,"('hot', 'heater')",affording_activity
878,6.85,0.005708153551554118,part,"('wheels', 'sidecar')",affording_activity
879,6.85,0.0,part,"('wings', 'shoveler')",affording_activity
880,7.35,0.0039531861942161215,temperature,"('hot', 'pasta')",affording_activity
881,6.85,0.0,part,"('wings', 'crake')",affording_activity
882,7.35,0.0019389626089341531,temperature,"('hot', 'tortilla')",affording_activity
883,6.85,0.0,part,"('wings', 'marabou')",affording_activity
884,6.85,0.013655148113042824,part,"('wheels', 'car')",affording_activity
885,6.8,0.01654313133682995,taste,"('sweet', 'tamarind')",affording_activity
886,7.35,0.008203117164664665,temperature,"('cold', 'drink')",affording_activity
887,7.35,0.00042105796585167323,temperature,"('warm', 'glove')",affording_activity
888,7.35,0.0044043824865747675,temperature,"('hot', 'barbecue')",affording_activity
889,6.85,0.0,part,"('wings', 'gadfly')",affording_activity
890,6.85,0.00024879669255009607,part,"('wings', 'canary')",affording_activity
891,7.25,0.0,material,"('made_of_wood', 'strake')",affording_activity
892,6.85,0.01622341403010939,part,"('wheels', 'axle')",affording_activity
893,7.3,0.0030723438473443756,function-action,"('used_in_cooking', 'potato')",affording_activity
894,6.85,0.0,part,"('wheels', 'motorbus')",affording_activity
895,7.25,0.025139847417287146,material,"('made_of_wood', 'plank')",affording_activity
896,6.85,0.0004390083033409742,part,"('wheels', 'van')",affording_activity
897,6.85,0.001495318472836893,part,"('wheels', 'backhoe')",affording_activity
898,6.85,0.003207207024604377,part,"('wings', 'pigeon')",affording_activity
899,6.8,0.006590432204997076,taste,"('sweet', 'grape')",affording_activity
900,7.35,0.00603360907693452,temperature,"('hot', 'spiciness')",affording_activity
901,7.45,0.0004753157278501211,encyclopedic,"('dangerous', 'grenade')",affording_activity
902,6.8,0.13208492323459,taste,"('juicy', 'grapefruit')",affording_activity
903,7.35,0.0,temperature,"('warm', 'undershirt')",affording_activity
904,6.95,0.0008135597739138252,shape,"('round', 'circle')",affording_activity
905,9.3,0.0028197820388643573,function-action,"('roll', 'hubcap')",afforded_usual
906,9.3,0.0,function-action,"('fly', 'motacilla')",afforded_usual
907,9.3,0.0007529950585166364,function-action,"('fly', 'wing')",afforded_usual
908,9.3,0.00039301338884599707,function-action,"('roll', 'rail')",afforded_usual
909,9.3,0.008218875031693966,function-action,"('roll', 'wheelbarrow')",afforded_usual
910,9.3,0.0,function-action,"('swim', 'sturgeon')",afforded_usual
911,9.3,0.0,function-action,"('fly', 'nuthatch')",afforded_usual
912,9.4,0.0,taxonomic,"('lay_eggs', 'linnet')",afforded_usual
913,9.3,0.0,function-action,"('swim', 'cichlid')",afforded_usual
914,9.3,0.000704026642599307,function-action,"('fly', 'bomber')",afforded_usual
915,9.3,0.0,function-action,"('swim', 'cygnet')",afforded_usual
916,9.3,0.0008361024083174919,function-action,"('swim', 'octopus')",afforded_usual
917,9.4,0.0,taxonomic,"('lay_eggs', 'laridae')",afforded_usual
918,9.3,0.0,function-action,"('swim', 'sawfish')",afforded_usual
919,9.4,0.0,taxonomic,"('lay_eggs', 'typhlopidae')",afforded_usual
920,9.3,0.0012820993655786217,function-action,"('swim', 'bottlenose')",afforded_usual
921,9.4,0.0,taxonomic,"('lay_eggs', 'tropicbird')",afforded_usual
922,9.4,0.0,taxonomic,"('lay_eggs', 'syngnathidae')",afforded_usual
923,9.4,0.0,taxonomic,"('lay_eggs', 'redstart')",afforded_usual
924,9.4,0.0,taxonomic,"('lay_eggs', 'curlew')",afforded_usual
925,9.3,0.0031152857003848935,function-action,"('swim', 'trout')",afforded_usual
926,9.3,0.0,function-action,"('swim', 'hake')",afforded_usual
927,9.3,0.0013035589228793034,function-action,"('fly', 'stork')",afforded_usual
928,9.3,0.005017869102258058,function-action,"('fly', 'chinook')",afforded_usual
929,9.4,0.0,taxonomic,"('lay_eggs', 'stickleback')",afforded_usual
930,9.4,0.0,taxonomic,"('lay_eggs', 'utahraptor')",afforded_usual
931,9.4,0.0,taxonomic,"('lay_eggs', 'lepomis')",afforded_usual
932,9.4,0.0,taxonomic,"('lay_eggs', 'psittacula')",afforded_usual
933,9.3,0.0003095041960051436,function-action,"('fly', 'crow')",afforded_usual
934,9.3,0.0,function-action,"('fly', 'towhee')",afforded_usual
935,9.3,0.002249062381577633,function-action,"('fly', 'albatross')",afforded_usual
936,9.3,0.0003485738556544392,function-action,"('fly', 'duck')",afforded_usual
937,9.4,0.0,taxonomic,"('lay_eggs', 'avocet')",afforded_usual
938,9.4,0.0,taxonomic,"('lay_eggs', 'creeper')",afforded_usual
939,9.3,0.006757724435375169,function-action,"('swim', 'whale')",afforded_usual
940,9.4,0.008659124195771884,taxonomic,"('lay_eggs', 'trout')",afforded_usual
941,9.4,0.0,taxonomic,"('lay_eggs', 'currawong')",afforded_usual
942,9.4,0.006378310029400831,taxonomic,"('lay_eggs', 'rattlesnake')",afforded_usual
943,9.3,0.0005772909530194122,function-action,"('fly', 'wren')",afforded_usual
944,9.3,0.0,function-action,"('fly', 'goldcrest')",afforded_usual
945,9.3,0.0,function-action,"('swim', 'coho')",afforded_usual
946,9.3,0.0,function-action,"('fly', 'paridae')",afforded_usual
947,9.3,0.0012899246685981864,function-action,"('fly', 'arrow')",afforded_usual
948,9.4,0.10171617055075823,taxonomic,"('lay_eggs', 'turtle')",afforded_usual
949,9.3,0.0,function-action,"('swim', 'capelin')",afforded_usual
950,9.3,0.00013368853808545046,function-action,"('fly', 'robin')",afforded_usual
951,9.4,0.0,taxonomic,"('lay_eggs', 'calidris')",afforded_usual
952,9.4,0.0,taxonomic,"('lay_eggs', 'phalacrocorax')",afforded_usual
953,9.3,0.0006226205843547217,function-action,"('roll', 'roller')",afforded_usual
954,9.4,0.0,taxonomic,"('lay_eggs', 'acaridae')",afforded_usual
955,9.3,0.0,function-action,"('swim', 'gander')",afforded_usual
956,9.4,0.02783535495773322,taxonomic,"('lay_eggs', 'platypus')",afforded_usual
957,9.4,0.001536984931965106,taxonomic,"('lay_eggs', 'char')",afforded_usual
958,9.4,0.0,taxonomic,"('lay_eggs', 'sardine')",afforded_usual
959,9.3,5.7501887709542183e-05,function-action,"('swim', 'cod')",afforded_usual
960,9.3,0.0,function-action,"('swim', 'coypu')",afforded_usual
961,9.3,0.030528500340700714,function-action,"('fly', 'kite')",afforded_usual
962,9.3,0.0,function-action,"('roll', 'millstone')",afforded_usual
963,9.4,0.0,taxonomic,"('lay_eggs', 'motacilla')",afforded_usual
964,9.3,0.002707911889087326,function-action,"('fly', 'pelican')",afforded_usual
965,9.4,0.0,taxonomic,"('lay_eggs', 'icteridae')",afforded_usual
966,9.3,0.008778876069382397,function-action,"('fly', 'airship')",afforded_usual
967,9.3,0.0008121640625244021,function-action,"('swim', 'bass')",afforded_usual
968,9.3,0.0,function-action,"('fly', 'whitethroat')",afforded_usual
969,9.4,0.0,taxonomic,"('lay_eggs', 'charadrius')",afforded_usual
970,9.4,0.0,taxonomic,"('lay_eggs', 'fringillidae')",afforded_usual
971,9.4,0.0,taxonomic,"('lay_eggs', 'haliaeetus')",afforded_usual
972,9.4,0.0,taxonomic,"('lay_eggs', 'stockfish')",afforded_usual
973,9.3,0.010673220719018403,function-action,"('swim', 'shad')",afforded_usual
974,9.4,0.0,taxonomic,"('lay_eggs', 'strigidae')",afforded_usual
975,9.3,0.0,function-action,"('swim', 'primate')",afforded_usual
976,9.3,0.0,function-action,"('swim', 'halfbeak')",afforded_usual
977,9.3,0.0,function-action,"('fly', 'tropicbird')",afforded_usual
978,9.4,0.001331651555190108,taxonomic,"('lay_eggs', 'bass')",afforded_usual
979,9.3,0.0,function-action,"('swim', 'goldeneye')",afforded_usual
980,9.3,0.010248307387585023,function-action,"('roll', 'wagon')",afforded_usual
981,9.3,0.0,function-action,"('fly', 'yellowhammer')",afforded_usual
982,9.4,0.0,taxonomic,"('lay_eggs', 'yellowthroat')",afforded_usual
983,9.3,0.0,function-action,"('fly', 'gallinule')",afforded_usual
984,9.3,0.007140556927774808,function-action,"('swim', 'catfish')",afforded_usual
985,9.4,0.0,taxonomic,"('lay_eggs', 'halfbeak')",afforded_usual
986,9.4,0.0,taxonomic,"('lay_eggs', 'toadfish')",afforded_usual
987,9.3,0.0,function-action,"('swim', 'whiting')",afforded_usual
988,9.3,0.0004001367541111924,function-action,"('swim', 'otter')",afforded_usual
989,9.3,0.007008773925491562,function-action,"('swim', 'sunfish')",afforded_usual
990,9.4,0.0,taxonomic,"('lay_eggs', 'emberizidae')",afforded_usual
991,9.3,0.0,function-action,"('swim', 'darter')",afforded_usual
992,9.3,0.0,function-action,"('swim', 'cusk')",afforded_usual
993,9.3,0.0,function-action,"('fly', 'marabou')",afforded_usual
994,9.3,0.00023751847061764678,function-action,"('swim', 'frog')",afforded_usual
995,9.3,0.0,function-action,"('swim', 'flamingo')",afforded_usual
996,9.3,0.008307287838417981,function-action,"('fly', 'jet')",afforded_usual
997,9.3,0.0006056736526822122,function-action,"('fly', 'flicker')",afforded_usual
998,9.3,0.0,function-action,"('fly', 'autogyro')",afforded_usual
999,9.3,0.012995916911163937,function-action,"('swim', 'shark')",afforded_usual
1000,9.3,0.0,function-action,"('swim', 'hippo')",afforded_usual
1001,9.3,8.532369660556403e-06,function-action,"('fly', 'tit')",afforded_usual
1002,9.3,0.0,function-action,"('fly', 'phalacrocorax')",afforded_usual
1003,9.4,0.0,taxonomic,"('lay_eggs', 'pintail')",afforded_usual
1004,9.4,0.0,taxonomic,"('lay_eggs', 'micropterus')",afforded_usual
1005,9.4,0.0,taxonomic,"('lay_eggs', 'apodidae')",afforded_usual
1006,9.4,0.0,taxonomic,"('lay_eggs', 'cotingidae')",afforded_usual
1007,9.4,0.00016147419383334848,taxonomic,"('lay_eggs', 'robin')",afforded_usual
1008,9.3,0.01369321497638236,function-action,"('swim', 'bluefish')",afforded_usual
1009,9.3,0.003811983183965253,function-action,"('roll', 'ball')",afforded_usual
1010,9.4,0.013417674475251627,taxonomic,"('lay_eggs', 'leatherback')",afforded_usual
1011,9.3,0.0,function-action,"('fly', 'moorcock')",afforded_usual
1012,9.3,0.0016364650933159929,function-action,"('swim', 'herring')",afforded_usual
1013,9.4,0.0,taxonomic,"('lay_eggs', 'pipefish')",afforded_usual
1014,9.3,0.0026114521728747117,function-action,"('swim', 'crab')",afforded_usual
1015,9.3,0.00045368245237544034,function-action,"('swim', 'beaver')",afforded_usual
1016,9.4,0.012779522709857504,taxonomic,"('lay_eggs', 'salmon')",afforded_usual
1017,9.3,0.0,function-action,"('swim', 'bullhead')",afforded_usual
1018,9.4,0.0056622815576863935,taxonomic,"('lay_eggs', 'crocodile')",afforded_usual
1019,9.3,0.0042480116902587585,function-action,"('swim', 'rockfish')",afforded_usual
1020,9.3,0.0,function-action,"('swim', 'cobia')",afforded_usual
1021,9.4,0.0,taxonomic,"('lay_eggs', 'halibut')",afforded_usual
1022,9.3,0.0,function-action,"('swim', 'loach')",afforded_usual
1023,9.3,0.0,function-action,"('swim', 'albatross')",afforded_usual
1024,9.3,0.0,function-action,"('fly', 'caracara')",afforded_usual
1025,9.3,0.0,function-action,"('swim', 'silverside')",afforded_usual
1026,9.3,0.0,function-action,"('swim', 'blenny')",afforded_usual
1027,9.4,0.0,taxonomic,"('lay_eggs', 'whitethroat')",afforded_usual
1028,9.4,0.0,taxonomic,"('lay_eggs', 'pleuronectidae')",afforded_usual
1029,9.4,0.0,taxonomic,"('lay_eggs', 'gyrfalcon')",afforded_usual
1030,9.4,0.0,taxonomic,"('lay_eggs', 'tanager')",afforded_usual
1031,9.3,0.0,function-action,"('fly', 'avocet')",afforded_usual
