,context,n_concepts,mean_tfidf,mean_diff,evidence
0,species,8,0.07,0.06,-
1,keep,8,0.01,0.01,-
2,extinct,8,0.04,0.04,-
3,tested,8,0.01,0.01,-
4,birds,8,0.03,0.03,-
5,flies,8,0.01,0.01,-
6,recently,8,0.01,0.0,-
7,hit,8,0.01,0.0,-
8,bird,8,0.04,0.04,-
9,lives,8,0.01,0.01,-
10,blue,8,0.04,0.03,-
11,rare,8,0.01,0.01,-
12,by,8,0.01,0.01,-
13,fish,8,0.06,0.05,-
14,scale,8,0.01,0.01,-
15,spent,7,0.01,0.01,-
16,kills,7,0.01,0.01,-
17,feeding,7,0.03,0.03,-
18,number,7,0.0,0.0,-
19,act,7,0.01,0.01,-
20,blue,8,0.04,0.03,-
