,context,n_concepts,mean_tfidf,mean_diff,evidence
0,salmon,10,0.09,0.09,i
1,fish,10,0.06,0.05,i
2,fishermen,9,0.04,0.04,r
3,waters,9,0.03,0.02,r
4,fishing,9,0.12,0.12,r
5,catch,9,0.03,0.03,r
6,pound,8,0.02,0.01,u
7,caught,8,0.03,0.03,u
8,sole,8,0.12,0.12,i
9,maine,8,0.02,0.02,u
10,nice,8,0.01,0.01,u
11,seafood,8,0.01,0.01,r
12,bass,8,0.28,0.28,i
13,large,8,0.01,0.01,u
14,freshwater,8,0.01,0.01,r
15,lamb,8,0.01,0.01,u
16,atlantic,8,0.03,0.03,r
17,cod,8,0.19,0.19,i
18,trout,8,0.11,0.11,i
19,tuna,8,0.06,0.06,i
20,egg,5,0.01,0.01,p
21,eggs,5,0.02,0.01,p
