,context,n_concepts,mean_tfidf,mean_diff,evidence
0,floor,40,0.02,0.02,-
1,and,38,0.05,0.01,-
2,or,38,0.03,0.02,-
3,thick,37,0.02,0.01,-
4,replaced,37,0.01,0.0,-
5,large,36,0.01,0.01,-
6,house,36,0.01,0.01,-
7,thin,36,0.01,0.01,-
8,sits,35,0.01,0.01,-
9,along,35,0.01,0.01,-
10,night,35,0.01,0.01,-
11,garment,34,0.04,0.03,-
12,well,34,0.01,0.01,-
13,occasionally,34,0.01,0.0,-
14,including,34,0.01,0.01,-
15,continues,34,0.0,0.0,-
16,except,34,0.0,0.0,-
17,oil,34,0.01,0.01,-
18,12,33,0.01,0.0,-
19,bed,33,0.02,0.02,-
20,warm,32,0.02,0.01,-
