,weapon,mammal,animal,no-cat,tool,medication,criminal,reptile,all,communication,relation,cutlery,fish,object,food,dangerous,measure,vehicle,mean
slice,0.0,0.0,0.0,0.0,0.003943040532143463,0.0,0.0,0.0,0.0031691974060824957,0.0,0.003990736111497322,0.0,0.0,0.003058213666018794,0.0,0.0,0.0040821333679259796,0.0,0.0010135178379815585
gutter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffer,0.0,0.0,0.0,0.0,0.0006108433416204795,0.0,0.0,0.0,0.0005808219846535524,0.0,0.0007406032487203861,0.0,0.0,0.0005432804923451626,0.0,0.0,0.0,0.0,0.00013753050374108782
pestle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,0.0,0.0,0.0,0.0,0.0002666707584742043,0.0,0.0,0.0,0.00022495111984570658,0.00025880868392580083,0.0,0.0,0.0,0.000212510745589455,0.0,0.0,0.0,0.0,5.349673932417593e-05
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lister,0.0,0.0,0.0,0.0,0.003971011132326264,0.0,0.0,0.0,0.0033896987190276846,0.0,0.0,0.0,0.0,0.0031945524828453455,0.0,0.0,0.0,0.0,0.0005864034630110719
starter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plane,0.0,0.0,0.0,0.0,0.0031744393719141334,0.0,0.0,0.0,0.00258510820956461,0.0,0.0,0.003655059452257287,0.0,0.0025048772817378435,0.0,0.0,0.0,0.0036165674742790186,0.0008631139883196052
morphine,0.0,0.0,0.0,0.0,0.0,0.0023527212970352773,0.0,0.0,0.0016728651913362228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002236436937984167
pentobarbital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dose,0.0,0.0,0.0,0.0,0.0,0.002714522890559565,0.0,0.0,0.0019410738030473846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001448188911677019,0.0,0.0003390992002935538
nitrazepam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menthol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elixir,0.0,0.0,0.0,0.0,0.0,0.01627772065902907,0.0,0.0,0.010829090742026624,0.0,0.013553693591588924,0.0,0.0,0.0,0.013739703918365332,0.0,0.0,0.0,0.0030222338283894417
naproxen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iodine,0.0,0.0,0.0,0.0,0.0,0.0015676068568253592,0.0,0.0,0.0008576606923153901,0.0,0.001096126048745602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019563297766035285
aspirin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cure,0.0,0.0,0.0,0.0,0.0,0.005291941708567316,0.0,0.0,0.003917977369223364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005116621709883711
sulfonamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ointment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ciprofloxacin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penicillin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laxative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isoniazid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gentamicin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colchicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gunman,0.0,0.0,0.0,0.0,0.0,0.0,0.0362668997051893,0.0,0.03282461867353102,0.0,0.0,0.0,0.0,0.032319276793954986,0.0,0.0,0.0,0.0,0.0056339330651486285
henchman,0.0,0.0,0.0,0.0,0.0,0.0,0.24880081261917458,0.0,0.2620259216828799,0.0,0.0,0.0,0.0,0.2580789923429081,0.0,0.0,0.0,0.0,0.042716984813609034
traitor,0.0,0.0,0.0,0.0,0.0,0.0,0.03554270210235381,0.0,0.03104551011211618,0.0,0.0,0.0,0.0,0.029853514592324434,0.0,0.0,0.0,0.0,0.005357873711488579
racketeer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hijacker,0.0,0.0,0.0,0.0,0.0,0.0,0.02597106891843472,0.0,0.023011269400432483,0.0,0.0,0.0,0.0,0.022088948256644203,0.0,0.0,0.0,0.0,0.003948404809750634
bootlegger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conspirator,0.0,0.0,0.0,0.0,0.0,0.0,0.012550422503971995,0.0,0.012394736569357951,0.0,0.0,0.0,0.0,0.012126725063692874,0.0,0.0,0.0,0.0,0.00205954911872349
freebooter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mafioso,0.0,0.0,0.0,0.0,0.0,0.0,0.01461406995627924,0.0,0.012053319860226007,0.0,0.0,0.0,0.0,0.011686618664497848,0.0,0.0,0.0,0.0,0.0021307782489446165
thief,0.0,0.0,0.0,0.0,0.0,0.0,0.019806354175506944,0.0,0.01581189929807637,0.0,0.0,0.0,0.0,0.015558608389534299,0.0,0.0,0.0,0.0,0.002843158992395423
punk,0.0,0.0,0.0,0.0,0.0,0.0,0.000907793629925482,0.0,0.0006443150651477852,0.0006692194759235654,0.0,0.0,0.0,0.0006330364213740023,0.0,0.0,0.0,0.0,0.00015857581068726858
pusher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sniper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04490409367499548,0.0,0.0,0.0,0.0,0.044476513955502076,0.0,0.0,0.0,0.0,0.00496558931280542
plot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003459341056099957,0.0034090371649261476,0.0,0.0,0.0,0.0033619515556489368,0.0,0.0,0.0,0.0,0.0005683516542597246
harpoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075834143769658215,0.0,0.0,0.0,0.0,0.0073993545062326005,0.0,0.0,0.0,0.0,0.0008323760490665789
club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028872501188200215,0.0,0.0002234938535747308,0.0,0.0,0.0002861659967965339,0.0,0.0,0.0,0.0,4.435471456962593e-05
attack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008366968924971827,0.007832326814330942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008999608744057093
nightstick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acaridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warhead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grenade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004796463635855466,0.0,0.0,0.0,0.0,0.004710694419600609,0.0,0.0,0.0,0.0,0.0005281754475253375
virus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008412091126352508,0.008473222813317525,0.0,0.0,0.0,0.007422755399986195,0.0,0.0,0.0,0.0,0.0013504482966475682
terrorism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conspiracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00143723001396643,0.0015298655403401524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016483864190592126
methamphetamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002854193137581686,0.0,0.0,0.0,0.0,0.0,0.0,0.0035974951166294887,0.0,0.0,0.0003584271252339542
malaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046177281712710605,0.0,0.0,0.0,0.0,0.0,0.0,0.005889141694119206,0.0,0.0,0.0005837149925216815
war,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000949491370561953,0.0,0.0,0.0,0.0,0.0,0.0,0.0008640271864983471,0.0,0.0,0.00010075103094779446
phencyclidine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006995724813671212,0.006741402733097578,0.005671875573031034,0.0,0.0,0.00678553498595315,0.0,0.0,0.0,0.0,0.0014552521169862763
reduviidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009054402174397098,0.0,0.0,0.0,0.0,0.0008620288629994217,0.0,0.0,0.001279633975197456,0.0,0.00016928350309092154
blender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crowbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013588209788549653,0.0,0.0,0.0,0.0,0.012020233492261796,0.0,0.0,0.0,0.0,0.0014226912933784138
soup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typhlopidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019219240099608297,0.0,0.0,0.0,0.0,0.001872146452884267,0.0,0.0,0.0,0.0,0.00021078169238028315
