,context,n_concepts,mean_tfidf,mean_diff
0,then,41,0.01,0.01
1,red,38,0.03,0.03
2,man,37,0.02,0.02
3,during,35,0.01,0.01
4,large,35,0.02,0.01
5,north,35,0.03,0.02
6,green,34,0.04,0.03
7,were,34,0.01,0.01
8,his,34,0.02,0.01
9,first,31,0.03,0.02
10,yellow,5,0.08,0.06
