,context,n_concepts,mean_tfidf,mean_diff,evidence
0,another,30,0.01,0.01,no
1,world,28,0.01,0.01,yes
2,first,28,0.02,0.01,no
3,only,27,0.01,0.01,no
4,no,27,0.01,0.01,no
5,0,25,0.03,0.02,no
6,game,24,0.02,0.02,no
7,full,23,0.02,0.01,no
8,four,23,0.01,0.01,no
9,all,23,0.03,0.02,no
10,round,2,0.02,0.02,yes
