,context,n_concepts,mean_tfidf,mean_diff
0,plant,30,0.12,0.12
1,produced,27,0.02,0.01
2,or,25,0.06,0.04
3,south,24,0.03,0.03
4,also,24,0.03,0.02
5,released,23,0.02,0.02
6,based,23,0.02,0.02
7,song,23,0.02,0.01
8,new,21,0.02,0.01
9,has,21,0.03,0.01
10,black,6,0.14,0.11
