,context,n_concepts,mean_tfidf,mean_diff
0,the,43,0.16,0.11
1,by,40,0.06,0.05
2,his,39,0.06,0.05
3,was,38,0.08,0.06
4,in,38,0.09,0.06
5,he,37,0.07,0.06
6,on,37,0.07,0.06
7,to,36,0.1,0.08
8,with,35,0.1,0.08
9,using,34,0.1,0.09
10,cook,3,0.03,0.02
11,cooking,2,0.05,0.03
