,context,n_concepts,mean_tfidf,mean_diff,evidence
0,000,12,0.05,0.03,-
1,honey,12,0.04,0.03,-
2,corn,11,0.15,0.13,-
3,yellow,11,0.07,0.06,-
4,album,11,0.08,0.06,-
5,of,10,0.09,0.03,-
6,butter,10,0.08,0.06,-
7,their,10,0.02,0.01,-
8,world,10,0.03,0.02,-
9,its,10,0.02,0.01,-
10,yellow,11,0.07,0.06,-
