,context,n_concepts,mean_tfidf,mean_diff
0,both,27,0.02,0.01
1,he,26,0.04,0.03
2,in,25,0.12,0.08
3,but,25,0.03,0.02
4,get,24,0.02,0.02
5,to,24,0.07,0.04
6,had,24,0.03,0.02
7,she,24,0.03,0.02
8,him,24,0.03,0.02
9,long,23,0.03,0.02
10,hot,2,0.06,0.01
