,animal,reptile,plant,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
goldeneye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perch,0.000979015157440674,0.0,0.0,0.0,0.0,0.0011162937381267513,0.0,0.0010519354380174551,0.000979015157440674,0.0,0.0,0.0,0.0010161837676216754,0.0009816815877249914,0.0004374374890265873
hake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vervet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
puppy,0.0026209764440274456,0.0,0.0,0.003524614221684386,0.0,0.0,0.0,0.0,0.0026209764440274456,0.0,0.0,0.0,0.0,0.0026366561330591408,0.0008145159459141726
seal,0.002021995806057766,0.0,0.0,0.00259392727299534,0.0,0.0,0.0026951913223291595,0.0,0.002021995806057766,0.0,0.0022547234443454677,0.0,0.0,0.0020257312575092203,0.0009723974935210513
sturgeon,0.0013573931011179317,0.0,0.0,0.0,0.0,0.0,0.0,0.0014105991351777867,0.0013573931011179317,0.0,0.0,0.0,0.0,0.0013615353661936118,0.0003919229074005187
herring,0.001235671824051595,0.0,0.0,0.0,0.0,0.0,0.0,0.0012816457312056495,0.001235671824051595,0.0,0.0,0.0,0.0013744997166810842,0.0012388265550287217,0.0004547368322156175
basset,0.0029426127543988575,0.0,0.0,0.003440562279222559,0.0,0.0,0.0,0.0,0.0029426127543988575,0.0,0.0,0.0,0.0,0.0029528838854966854,0.0008770479766797828
cyprinid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rodent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fish,0.0010102013926935394,0.0,0.0,0.0,0.0,0.0,0.0,0.00102751778781069,0.0010102013926935394,0.0,0.0,0.0,0.0010544994022621743,0.0010152962036437166,0.00036555115565026143
goat,0.004858881409982809,0.0,0.0,0.006362974683033722,0.0,0.0,0.0,0.0,0.004858881409982809,0.0,0.0,0.0,0.0,0.00486364886692174,0.001496027597851506
bulldog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloodhound,0.005300065334168505,0.0,0.0,0.006183349608884579,0.0,0.0,0.0,0.0,0.005300065334168505,0.0,0.0,0.0,0.0,0.005305268260186061,0.0015777677526719752
croaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snake,0.0014909114407107376,0.0022065481821758773,0.0,0.0,0.0,0.0,0.0,0.0,0.0014909114407107376,0.0,0.0,0.0,0.0,0.0014945203145446172,0.0004773493841529978
runner,0.000466339296352018,0.0,0.0,0.0,0.0005717148254590619,0.0,0.0,0.00041430098663712295,0.000466339296352018,0.0,0.0,0.0,0.0,0.00046658940111424176,0.00017037741470817593
bear,0.0175905029106229,0.0,0.0,0.02288076932980202,0.0,0.0,0.0,0.0,0.0175905029106229,0.0,0.0,0.0,0.0,0.017640443384909183,0.005407301323996929
burbot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glutton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serpent,0.009166565424679729,0.013441608498986842,0.0,0.0,0.0,0.0,0.010106209095260917,0.0,0.009166565424679729,0.0,0.0,0.0,0.0,0.00919775910825292,0.0036484791108471527
catfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
otter,0.0009766185042584933,0.0,0.0,0.0012150432181663939,0.0,0.0,0.001336174796186809,0.0,0.0009766185042584933,0.0,0.0,0.0,0.0,0.0009797008513486422,0.00039172541958705943
sunfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cat,0.006193969084788566,0.0,0.0,0.007279265880566934,0.006737000797133256,0.0,0.0,0.0,0.006193969084788566,0.0,0.0,0.006825605664539932,0.0,0.0061994377456060824,0.002816374875530238
haddock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouse,0.0013659134601975659,0.0,0.0,0.0017070657401158287,0.0,0.0,0.0,0.0,0.0013659134601975659,0.0,0.0,0.0,0.0,0.0013683388151723111,0.0004148022482630908
halfbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wolf,0.006162761656029923,0.0,0.0,0.0077116977186307695,0.008555189405979054,0.0,0.0,0.0,0.006162761656029923,0.0,0.0,0.0,0.0,0.006174811311779697,0.0024833729820320978
barbet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lynx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blenny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trout,0.0004233550819722321,0.0,0.0,0.0,0.0,0.0,0.0,0.00041389159588577535,0.0004233550819722321,0.0,0.0,0.0,0.0004561285896665045,0.00042414498269087995,0.0001529196665848303
crab,0.0006531880801771413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006531880801771413,0.0,0.0,0.0,0.0007089681520922913,0.0006551203637285577,0.00019074747686965225
albacore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guppy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duckling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
painter,0.0037776119212534357,0.0,0.0,0.004468411620109569,0.0,0.0,0.0,0.0,0.0037776119212534357,0.0,0.0,0.0,0.0,0.0037880604795998123,0.0011294068530154464
stickleback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
