,animal,reptile,plant,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,mean
goldeneye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perch,0.08780951476355545,0.0,0.0,0.0,0.0,0.11609454876518215,0.0,0.09683901057170291,0.08780951476355545,0.0,0.0,0.0,0.08938609909069925,0.08820545330225586,0.040438867232639356
hake,0.07174222895197026,0.0,0.0,0.0,0.0,0.0,0.0,0.07582845890647259,0.07174222895197026,0.0,0.0,0.0,0.08151711220065418,0.07201759019740679,0.026631972800605287
vervet,0.005390125432909124,0.0,0.0,0.005614117365654809,0.0,0.0,0.0,0.0,0.005390125432909124,0.0,0.0,0.0,0.0,0.005404260833989257,0.001557044933247308
coho,0.014591308652549161,0.0,0.0,0.0,0.0,0.0,0.0,0.016363452239642577,0.014591308652549161,0.0,0.0,0.0,0.02043454795337482,0.014656739328995515,0.005759811201936517
puppy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seal,0.007411190944193657,0.0,0.0,0.008296414734457264,0.0,0.0,0.009635939606172888,0.0,0.007411190944193657,0.0,0.009582574638468238,0.0,0.0,0.007438103391663849,0.0035553867327963967
sturgeon,0.05502021938139898,0.0,0.0,0.0,0.0,0.0,0.0,0.058685308147918565,0.05502021938139898,0.0,0.0,0.0,0.0,0.05528639038869823,0.016000866949958194
herring,0.09484446100145265,0.0,0.0,0.0,0.0,0.0,0.0,0.10096850366771154,0.09484446100145265,0.0,0.0,0.0,0.10346633204957732,0.0952559174421183,0.03495569108302232
basset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyprinid,0.7148734178313263,0.0,0.0,0.0,0.0,0.0,0.0,0.7267685985667329,0.7148734178313263,0.0,0.0,0.0,0.0,0.7199847326366007,0.20546429763328472
rodent,0.00197911803251071,0.0,0.0,0.0023213778455089926,0.0,0.0,0.0,0.0,0.00197911803251071,0.0,0.0,0.0,0.0,0.0019930210674817548,0.0005909024984294407
fish,0.24394100934455604,0.0,0.0,0.0,0.0,0.0,0.0,0.2546685399130008,0.24394100934455604,0.0,0.0,0.0,0.2497288753104112,0.245607850928665,0.08842052034579921
goat,0.02765661710930123,0.0,0.0,0.03160442253568536,0.0,0.0,0.0,0.0,0.02765661710930123,0.0,0.0,0.0,0.0,0.027733047805898203,0.008189336040013286
bulldog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloodhound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
croaker,0.12899335206121595,0.0,0.0,0.0,0.0,0.0,0.0,0.1255954531637118,0.12899335206121595,0.0,0.0,0.0,0.12252692202950989,0.1296735141109606,0.0454130423876153
snake,0.010929230748042874,0.01875565954849496,0.0,0.0,0.0,0.0,0.0,0.0,0.010929230748042874,0.0,0.0,0.0,0.0,0.010975193850928907,0.0036849510639649723
runner,0.00040218033846633187,0.0,0.0,0.0,0.00043480386097035376,0.0,0.0,0.00036672784439158824,0.00040218033846633187,0.0,0.0,0.0,0.0,0.00040311255144237696,0.00014350035240978448
bear,0.0013307369837476078,0.0,0.0,0.0015104609438386216,0.0,0.0,0.0,0.0,0.0013307369837476078,0.0,0.0,0.0,0.0,0.0013368912992135096,0.0003934875864676676
burbot,0.05633113220435219,0.0,0.0,0.0,0.0,0.0,0.0,0.06764961721138696,0.05633113220435219,0.0,0.0,0.0,0.0,0.056642104247407773,0.016925284704821363
sardine,0.08273378851243943,0.0,0.0,0.0,0.0,0.0,0.09769568805697942,0.08947613549614787,0.08273378851243943,0.0,0.0,0.0,0.08954517723075278,0.08323439256877271,0.037529926455537974
