,context,n_concepts,mean_tfidf,mean_diff,evidence
0,ride,7,0.11,0.1,r
1,stops,7,0.01,0,r
2,hills,7,0.01,0.01,r
3,raced,7,0.01,0.01,r
4,cliff,7,0,0,u
5,return,7,0.01,0.01,u
6,gravel,7,0,0,u
7,williams,7,0,0,u
8,introduced,7,0.01,0.01,u
9,train,7,0.03,0.03,i
10,recently,7,0,0,u
11,today,7,0.01,0,u
12,get,7,0.01,0.01,u
13,seat,7,0.02,0.01,u
14,view,7,0,0,u
15,taken,7,0.01,0.01,u
16,truck,7,0.02,0.02,i
17,mother,7,0.01,0,u
18,climb,7,0.01,0,u
19,many,7,0.01,0,u
20,rolling,7,0.02,0.01,p
21,rolled,6,0.02,0.02,p
22,rolls,6,0.01,0.01,p
23,roll,6,0.02,0.01,p
