,no-cat,measure,relation,object,warm,communication,food,all,mean
skirt,0.015965177401556382,0.0,0.0,0.01676719109243674,0.0,0.0,0.0,0.016239493159145434,0.0061214827066423195
tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
head,0.00117680562810363,0.0010332859134062318,0.0012252009012134173,0.000921438558913632,0.0,0.0011942441489709386,0.0,0.0009839687761473703,0.0008168679908444025
dragon,0.003797170662266832,0.0,0.0,0.0031513197350931045,0.0,0.0,0.0,0.003279767863467583,0.00127853228260344
coffee,0.0013684901187485414,0.0,0.0017563970907038802,0.0012193501146858007,0.0,0.0,0.0015692486155987275,0.0012830741721926628,0.0008995700139912016
sword,0.0034239073617194555,0.0,0.0,0.0023914741601871988,0.0,0.0,0.0,0.002500398272514456,0.0010394724743026389
glass,0.0,0.00033817353227337413,0.0,0.0002715601608224666,0.0,0.0,0.0,0.0002688704358062519,0.00010982551611276159
heat,0.0,0.002560226292705346,0.0,0.0021369179069155022,0.0,0.0,0.0,0.0021770322151540684,0.0008592720518468646
kettle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
candle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nose,0.0,0.0022404425166501767,0.0,0.002002806920466006,0.0,0.002269481778432383,0.0,0.0020639717844508462,0.0010720878749999265
drink,0.0,0.002030015905556514,0.0024516776376917143,0.0,0.0,0.0,0.002312438278377758,0.0018752290901326392,0.001083670113969828
mug,0.0,0.006333445700646445,0.0,0.005414587414629621,0.0,0.0,0.0,0.005668182583148578,0.0021770269623030804
winter,0.0,0.0007717304220491346,0.0,0.0,0.0,0.0,0.0,0.0006731101333604121,0.00018060506942619333
atmosphere,0.0,0.003477825576098787,0.0,0.002880379231784757,0.0,0.0,0.0,0.003028296690983279,0.0011733126873583529
space,0.0,0.016612012937044642,0.0,0.013652224326089469,0.0,0.017583883731030772,0.0,0.01405861367546412,0.007738341833703625
bag,0.0,0.007731293375347397,0.0,0.006157586527938194,0.0,0.0,0.0,0.006291125483745293,0.0025225006733788605
moon,0.0,0.0007239465354055444,0.0,0.00053160926435141,0.0,0.0,0.0,0.0005545527698309286,0.0002262635711984854
can,0.0,0.004208068019706079,0.0,0.003385537184211104,0.0,0.0032393019712785125,0.0,0.003460725936938051,0.0017867041390167183
feather,0.0,0.0,0.0050012025744236785,0.0042201391130024125,0.0,0.0,0.0,0.004330724194937924,0.0016940082352955017
linen,0.0,0.0,0.01653319529828736,0.014251284798138706,0.0,0.0,0.0,0.014397139998762002,0.005647702511898508
soup,0.0,0.0,0.0014532722943235703,0.0,0.0,0.0,0.0013213594344951218,0.0010022632501785432,0.0004721118723746544
juice,0.0,0.0,0.0006836190353501147,0.0,0.0,0.0,0.000620477076152572,0.0004242722948288796,0.00021604605079144577
calfskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vapor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sealskin,0.0,0.0,0.036082863674240365,0.041141603898194025,0.0,0.0,0.0,0.04195826876926442,0.014897842042712352
smoke,0.0,0.0,0.003484623029596665,0.0,0.0,0.003397458311844532,0.0,0.0028172558194825615,0.0012124171451154697
water,0.0,0.0,0.0023304319540552107,0.0017738093901688344,0.0,0.0,0.002157939107606893,0.0018392921978390721,0.0010126840812087513
leather,0.0,0.0,0.01741172764104002,0.0,0.0,0.0,0.0,0.015835203031743208,0.004155866334097903
deerskin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheepskin,0.0,0.0,0.010551796212665797,0.0,0.0,0.010294236618650658,0.0,0.011919901183334016,0.004095741751831309
wool,0.0,0.0,0.011405277384066536,0.00897232655149812,0.0,0.0,0.0,0.009111151147656938,0.0036860943854026993
jacket,0.0,0.0,0.08645432219335064,0.08695021653298651,0.0,0.0,0.0,0.08591651623403973,0.03241513187004711
lava,0.0,0.0,0.0007448321082504644,0.0,0.0,0.0,0.0,0.0005712023231677346,0.0001645043039272749
suit,0.0,0.0,0.21409071589692877,0.16585666915310088,0.0,0.0,0.0,0.1668749772817742,0.06835279529147548
lemonade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beer,0.0,0.0,0.0006961934367793122,0.0,0.0,0.0,0.0009799009995549576,0.0005550852354185308,0.0002788974589691001
greatcoat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boot,0.0,0.0,0.0,0.0048336962445516525,0.0,0.0,0.0,0.004870664996428431,0.0012130451551225106
corset,0.0,0.0,0.0,0.011724100221834965,0.0,0.0,0.0,0.011823266640425305,0.0029434208577825338
shawl,0.0,0.0,0.0,0.006213091914880813,0.0,0.0,0.0,0.006879156890245975,0.0016365311006408486
sun,0.0,0.0,0.0,0.0006140423611128188,0.0,0.0,0.0,0.0006117582507869436,0.0001532250764874703
toilet,0.0,0.0,0.0,0.00312602497786312,0.0,0.0,0.0,0.0032543133107790457,0.0007975422860802707
clothing,0.0,0.0,0.0,0.01253189583065316,0.0,0.0,0.0,0.012773718894639857,0.003163201840661627
bodice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dad,0.0,0.0,0.0,0.0007999303968645899,0.0,0.0,0.0,0.0008478927843581787,0.00020597789765284608
underwear,0.0,0.0,0.0,0.03153944072990143,0.0,0.0,0.0,0.031961214923311256,0.007937581956651587
pyjama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cape,0.0,0.0,0.0,0.0024464807635260887,0.0,0.0,0.0,0.0024843398361278006,0.0006163525749567362
gown,0.0,0.0,0.0,0.007283785387301261,0.0,0.0,0.0,0.007310289795377248,0.0018242593978348137
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
footwear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunglass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sock,0.0,0.0,0.0,0.0025189264242310317,0.0,0.003157902436190057,0.0,0.0026308354842895327,0.0010384580430888276
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
necktie,0.0,0.0,0.0,0.14225249576861798,0.0,0.0,0.0,0.1420584689414823,0.03553887058876254
