,context,n_concepts,mean_tfidf,mean_diff,evidence
0,shrimp,6,0.07,0.07,-
2,salmon,6,0.02,0.02,-
3,include,6,0.01,0.0,-
4,caught,6,0.01,0.01,-
5,small,6,0.01,0.0,-
1,seafood,6,0.03,0.03,-
46,diet,5,0.01,0.0,-
52,north,5,0.01,0.0,-
51,originally,5,0.0,0.0,-
50,east,5,0.0,0.0,-
49,house,5,0.01,0.01,-
48,french,5,0.01,0.0,-
47,feeds,5,0.0,0.0,-
43,puts,5,0.0,0.0,-
45,island,5,0.01,0.01,-
44,formerly,5,0.0,0.0,-
54,large,5,0.01,0.0,-
42,specialty,5,0.0,0.0,-
41,previously,5,0.0,0.0,-
40,dressed,5,0.01,0.01,-
