,context,n_concepts,mean_tfidf,mean_diff,evidence
0,thin,12,0.01,0.01,-
1,excellent,11,0.01,0.01,-
2,cold,11,0.02,0.01,-
3,ink,11,0.01,0.01,-
4,are,11,0.02,0.01,-
5,steam,11,0.01,0.01,-
6,mostly,11,0.0,0.0,-
7,fiber,11,0.01,0.01,-
8,slowly,11,0.0,0.0,-
9,quality,11,0.03,0.03,-
10,large,11,0.01,0.01,-
11,processed,11,0.02,0.02,-
12,salt,11,0.02,0.01,-
13,500,10,0.01,0.01,-
14,centuries,10,0.0,0.0,-
15,exclusively,10,0.01,0.01,-
16,finished,10,0.01,0.01,-
17,crop,10,0.01,0.01,-
18,95,10,0.0,0.0,-
19,produce,10,0.01,0.01,-
20,warm,7,0.02,0.01,-
