,context,n_concepts,mean_tfidf,mean_diff,evidence
0,size,22,0.01,0.01,-
1,variety,22,0.0,0.0,-
2,frozen,22,0.02,0.02,-
3,bottles,21,0.02,0.02,-
4,glasses,21,0.01,0.01,-
5,placed,21,0.01,0.01,-
6,giant,21,0.01,0.01,-
7,pound,21,0.01,0.01,-
8,invented,21,0.0,0.0,-
9,miniature,21,0.0,0.0,-
10,toss,21,0.01,0.0,-
11,cherry,20,0.01,0.01,-
12,grocery,20,0.01,0.01,-
13,regular,20,0.0,0.0,-
14,sits,20,0.01,0.01,-
15,frost,20,0.01,0.0,-
16,stuck,20,0.04,0.04,-
17,underneath,19,0.0,0.0,-
18,jam,19,0.01,0.01,-
19,fits,19,0.01,0.0,-
20,cold,14,0.02,0.02,-
