,context,n_concepts,mean_tfidf,mean_diff,evidence
0,size,22,0.01,0.01,u
1,variety,22,0,0,u
2,frozen,22,0.02,0.02,n
3,bottles,21,0.02,0.02,i
4,glasses,21,0.01,0.01,i
5,placed,21,0.01,0.01,u
6,giant,21,0.01,0.01,u
7,pound,21,0.01,0.01,u
8,invented,21,0,0,u
9,miniature,21,0,0,u
10,toss,21,0.01,0,u
11,cherry,20,0.01,0.01,u
12,grocery,20,0.01,0.01,u
13,regular,20,0,0,u
14,sits,20,0.01,0.01,u
15,frost,20,0.01,0,i
16,stuck,20,0.04,0.04,u
17,underneath,19,0,0,u
18,jam,19,0.01,0.01,u
19,fits,19,0.01,0,u
20,cold,14,0.02,0.02,p
