,context,n_concepts,mean_tfidf,mean_diff,evidence
0,from,39,0.02,0.01,-
1,the,37,0.05,0.02,-
2,by,36,0.02,0.01,-
3,at,35,0.01,0.01,-
4,all,35,0.01,0.01,-
5,gives,35,0.0,0.0,-
6,third,35,0.01,0.0,-
7,of,34,0.03,0.01,-
8,for,34,0.02,0.01,-
9,just,33,0.01,0.0,-
10,rolled,33,0.01,0.0,-
11,rest,33,0.01,0.01,-
12,direct,33,0.0,0.0,-
13,about,33,0.01,0.0,-
14,exactly,33,0.0,0.0,-
15,still,33,0.01,0.0,-
16,that,33,0.02,0.01,-
17,on,33,0.02,0.01,-
18,to,33,0.03,0.01,-
19,early,32,0.01,0.0,-
20,rolled,33,0.01,0.0,-
21,roll,29,0.01,0.01,-
22,rolls,27,0.01,0.01,-
23,rolling,21,0.01,0.01,-
