,context,n_concepts,mean_tfidf,mean_diff,evidence
0,bird,14,0.03,0.03,i
1,birds,12,0.03,0.03,i
2,duck,10,0.04,0.04,i
3,goose,10,0.01,0.01,i
4,wings,10,0.02,0.02,r
5,begins,10,0.01,0.01,u
6,eggs,9,0.07,0.06,p
7,week,8,0.01,0.01,u
8,along,8,0.01,0.01,u
9,neck,8,0.09,0.08,u
10,place,8,0.01,0,u
11,14,8,0.01,0.01,u
12,neither,8,0,0,u
13,menu,8,0.01,0.01,u
14,avian,8,0.01,0.01,r
15,rely,8,0,0,u
16,sides,8,0,0,u
17,ducks,8,0.04,0.04,i
18,paying,8,0.01,0.01,i
19,lunch,8,0.01,0,u
20,eggs,9,0.07,0.06,p
21,egg,8,0.07,0.07,p
