,context,n_concepts,mean_tfidf,mean_diff,evidence
0,dish,61,0.04,0.04,-
1,food,61,0.01,0.01,-
2,meat,59,0.04,0.04,-
3,egg,58,0.01,0.01,-
4,eaten,56,0.03,0.03,-
5,cooking,56,0.02,0.02,-
6,sweet,55,0.03,0.03,-
7,such,53,0.01,0.01,-
8,potato,52,0.05,0.05,-
9,are,52,0.01,0.0,-
10,chicken,51,0.03,0.03,-
11,rice,51,0.03,0.03,-
12,commonly,51,0.01,0.0,-
13,production,51,0.01,0.01,-
14,mixture,51,0.01,0.01,-
15,popular,50,0.01,0.0,-
16,corn,50,0.02,0.02,-
17,milk,50,0.04,0.04,-
18,salt,49,0.02,0.02,-
19,fresh,48,0.01,0.01,-
20,cooking,56,0.02,0.02,-
21,cook,42,0.01,0.01,-
22,cooked,31,0.06,0.06,-
23,cooks,2,0.01,0.01,-
