pair,prop-specific,non-specific,p,l,n,i,r,b,u
"('used_in_cooking', 'bread')",0.017643346899487294,0.6907054205515583,0.00834952991811003,0.004646908490688631,0.004646908490688631,0.3579124721563079,0.3327929483952503,,0.2916512325489545
"('used_in_cooking', 'stove')",0.03347280334728033,0.5815899581589958,0.016736401673640166,0.008368200836820083,0.008368200836820083,0.2384937238493724,0.34309623430962344,,0.38493723849372385
"('used_in_cooking', 'pepperoni')",0.014519056261343012,0.7337164750957854,0.005847953216374269,0.008671103044968743,,0.31064730792498485,0.42306916717080056,,0.25176446864287155
"('used_in_cooking', 'prawn')",0.02323569287855002,0.6236323200608914,0.005298273155416013,0.011500404357547215,0.006437015365586794,0.29774392274392275,0.3258883973169687,,0.3531319870605585
"('used_in_cooking', 'onion')",0.01756648782321976,0.7503591330672374,0.01100477719288097,0.005502388596440485,0.001059322033898305,0.41918969697846165,0.33116943608877575,,0.23207437910954282
"('used_in_cooking', 'pastry')",0.030645884431785217,0.681468734340797,0.015322942215892608,0.007661471107946304,0.007661471107946304,0.3226191418097423,0.35884959253105464,,0.2878853812274178
"('used_in_cooking', 'sauce')",0.018187914689535345,0.7232515723909487,0.009093957344767672,0.004546978672383836,0.004546978672383836,0.39103254519036346,0.33221902720058527,,0.25856051291951593
"('used_in_cooking', 'cauliflower')",0.02777639046036348,0.7450031711866205,0.014669445230181741,0.008731370659783608,0.004375574570398133,0.36238779303090307,0.3826153781557174,,0.22722043835301606
"('used_in_cooking', 'flatbread')",0.021221532091097308,0.7336956521739131,0.003105590062111801,0.018115942028985504,,0.34523809523809523,0.38845755693581785,,0.24508281573498963
"('used_in_cooking', 'dough')",0.023357988555001697,0.6749141977995997,0.011020232749174103,0.006168877902913798,0.006168877902913798,0.306782472253135,0.36813172554646484,,0.3017278136453985
"('used_in_cooking', 'mussel')",0.03126256758568301,0.5475334018499486,0.012137494972965726,0.01033893382188659,0.008786138790830688,0.2778944546226373,0.26963894722731135,,0.4212040305643684
"('used_in_cooking', 'scallop')",0.022163457185499814,0.6139812242122691,0.00980376027656503,0.00706730624132045,0.005292390667614333,0.27436261288985364,0.33961861132241544,,0.3638553186022311
"('used_in_cooking', 'slicer')",0.017857142857142856,0.5,,0.017857142857142856,,0.3616071428571429,0.13839285714285715,,0.4821428571428571
"('used_in_cooking', 'noodle')",0.0359128258510332,0.6710039644747625,0.016422670594228257,0.009745077628402472,0.009745077628402472,0.3349648955726341,0.3360390689021284,,0.2930832096742043
"('used_in_cooking', 'tomato')",0.017315516265788495,0.7148287219625562,0.008418106688166782,0.004948704788810858,0.003948704788810858,0.37956801070984436,0.3352607112527119,,0.26785576177165527
"('used_in_cooking', 'almond')",0.019268750087715603,0.6683944360237465,0.005622096613475923,0.007707500035086242,0.005939153439153438,0.3239103265827404,0.344484109441006,,0.312336813888538
"('used_in_cooking', 'pea')",0.025028622018276433,0.6922590503168939,0.011441730804733123,0.00903425011024217,0.004552641103301141,0.34275732534070924,0.34950172497618465,,0.2827123276648296
"('used_in_cooking', 'butter')",0.016547169467097222,0.7769416014449128,0.00937733749293051,0.005792421505847152,0.0013774104683195593,0.41701786072647,0.35992374071844274,,0.2065112290879901
"('used_in_cooking', 'toaster')",0.033707865168539325,0.5955056179775281,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.20224719101123595,0.39325842696629215,,0.3707865168539326
"('used_in_cooking', 'mushroom')",0.02023789702821624,0.6593395619174472,0.01040830036595997,0.006543922202899063,0.003285674459357202,0.32150096412972773,0.33783859778771963,,0.32042254105433643
"('used_in_cooking', 'chorizo')",0.02303499208721646,0.7408475470371022,0.01464744153332161,0.008387550553894847,,0.3262176894672059,0.41462985756989623,,0.23611746087568136
"('used_in_cooking', 'mayonnaise')",0.023527443105756357,0.7158252055842418,0.010771658060814687,0.006377892522470835,0.006377892522470835,0.37977624784853703,0.3360489577357047,,0.26064735131000194
"('used_in_cooking', 'pineapple')",0.01860524381859991,0.6844005088937881,0.00959331958371856,0.006013283392203811,0.00299864084267754,0.3451754853851077,0.3392250235086804,,0.2969942472876119
"('used_in_cooking', 'celery')",0.019038078503959308,0.7780320851724305,0.01169166430667666,0.007346414197282648,,0.4115824854319512,0.36644959974047936,,0.20292983632361017
"('used_in_cooking', 'cornmeal')",0.02750455373406193,0.7079365079365079,0.01454592766068176,0.008639084048920114,0.004319542024460057,0.33299505594587564,0.37494145199063234,,0.2645589383294301
"('used_in_cooking', 'opener')",0.02413008130081301,0.3566178861788618,0.008043360433604338,,0.016086720867208675,0.0911869918699187,0.2654308943089431,,0.6192520325203251
"('used_in_cooking', 'meat')",0.01906626956604518,0.6210952905498212,0.00953313478302259,0.004766567391511295,0.004766567391511295,0.2889586988154978,0.33213659173432336,,0.35983843988413367
"('used_in_cooking', 'bean')",0.01845090440985525,0.670281019402639,0.00977249815678758,0.005779106221250933,0.0028993000318167355,0.35875505012354225,0.3115259692790968,,0.31126807618750574
"('used_in_cooking', 'slaw')",0.03315003112678979,0.769938438126859,0.008317769938438127,0.012416130594175831,0.012416130594175831,0.38756311821263056,0.3823753199142284,,0.19691153074635126
"('used_in_cooking', 'spoon')",0.02691142319973624,0.7574753288726002,0.012422653748628451,0.007244384725553895,0.007244384725553895,0.42087713556044604,0.33659819331215424,,0.21561324792766356
"('used_in_cooking', 'parer')",0.09943181818181818,0.6335227272727272,,,0.09943181818181818,0.43465909090909094,0.19886363636363635,,0.26704545454545453
"('used_in_cooking', 'lettuce')",0.019294451011896408,0.7105545829877633,0.010132380808379254,0.006101031879850893,0.0030610383236662595,0.36252159613412094,0.34803298685364226,,0.2701509660003404
"('used_in_cooking', 'spatula')",0.0334129236683636,0.648090582811491,0.020047754201018158,0.006682584733672718,0.006682584733672718,0.29176615458545446,0.35632442822603655,,0.31849649352014536
"('used_in_cooking', 'oven')",0.034482758620689655,0.7586206896551724,0.019704433497536946,0.009852216748768473,0.0049261083743842365,0.3694581280788177,0.3891625615763547,,0.20689655172413793
"('used_in_cooking', 'grater')",,0.6212121212121212,,,,0.22727272727272727,0.3939393939393939,,0.3787878787878788
"('juicy', 'corn')",0.002435250988328415,0.12122813053696783,0.002435250988328415,,,0.10091043283563499,0.020317697701332862,,0.8763366184747038
"('juicy', 'ginger')",0.00687268501020614,0.20645244201530655,0.00687268501020614,,,0.17445457319963947,0.03199786881566708,,0.7866748729744873
"('juicy', 'bacon')",,0.12905511811023623,,,,0.11535058117735283,0.013704536932883388,,0.8709448818897638
"('juicy', 'veg')",,0.12972063944286166,,,,0.11716524216524216,0.0125553972776195,,0.8702793605571384
"('juicy', 'burger')",,0.09870085323500408,,,,0.08355128699852792,0.015149566236476153,,0.9012991467649959
"('juicy', 'strawberry')",0.002150537634408602,0.11649519100101886,0.002150537634408602,,,0.10230605211787332,0.01418913888314555,,0.8813542713645726
"('juicy', 'cayenne')",0.012133179000590365,0.09499646648748156,0.012133179000590365,,,0.07292791068410301,0.022068555803378534,,0.892870354511928
"('juicy', 'aubergine')",,0.297712475233996,,,,0.297712475233996,,,0.7022875247660039
"('juicy', 'orange')",0.004716689603400549,0.07553239536622579,0.004716689603400549,,,0.0662689156176732,0.009263479748552602,,0.9197509150303738
"('juicy', 'mandarin')",,0.05706229065204482,,,,0.05139369553992549,0.005668595112119334,,0.9429377093479552
"('juicy', 'dessert')",,0.12057369988060514,,,,0.10696608581316971,0.01360761406743543,,0.8794263001193949
"('juicy', 'peach')",0.004730769741538556,0.11920586240600033,0.004730769741538556,,,0.0989692606146954,0.020236601791304962,,0.8760633678524612
"('juicy', 'mango')",0.004662661616543408,0.16179954001728536,0.004662661616543408,,,0.14035136227663955,0.0214481777406458,,0.8335377983661714
"('juicy', 'muscat')",,0.05779853926298145,,,,0.04971211950989505,0.008086419753086419,,0.9422014607370186
"('juicy', 'mangold')",,0.00850023596075214,,,,0.00850023596075214,,,0.991499764039248
"('juicy', 'kumquat')",0.008290830168204016,0.34170489835028456,0.008290830168204016,,,0.31044942912226825,0.0312554692280163,,0.6500042714815114
"('juicy', 'salad')",0.002196401077752117,0.18889049268668207,0.002196401077752117,,,0.16796814857582756,0.0209223441108545,,0.8089131062355658
"('juicy', 'grape')",0.005057422230268021,0.08231161735332887,0.005057422230268021,,,0.06807179561885238,0.014239821734476498,,0.912630960416403
"('juicy', 'mangosteen')",0.06067506181358173,0.41182220688862053,0.06067506181358173,,,0.32726122707147376,0.0845609798171468,,0.5275027312977977
"('juicy', 'crab')",,0.1213549039166889,,,,0.10491740290526592,0.01643750101142298,,0.8786450960833112
"('juicy', 'lobster')",0.0019739644008829925,0.11658369404109624,0.0019739644008829925,,,0.10188340952851717,0.014700284512579083,,0.8814423415580207
"('juicy', 'beet')",0.008620675117272998,0.12797591897251143,0.008620675117272998,,,0.11433886435515828,0.013637054617353168,,0.8634034059102156
"('juicy', 'mulberry')",0.004355457498314641,0.09056263955355616,0.004355457498314641,,,0.07757375778515332,0.012988881768402825,,0.9050819029481293
"('juicy', 'pie')",0.0023877364941873717,0.09561203555960793,0.0023877364941873717,,,0.08367335308867108,0.011938682470936858,,0.9020002279462047
"('juicy', 'guava')",0.011681103742277838,0.229331085845511,0.011681103742277838,,,0.19656786271299023,0.03276322313252078,,0.7589878104122111
"('juicy', 'vegetable')",0.00377810924025284,0.08450661148212993,0.00377810924025284,,,0.07658206887639404,0.007924542605735881,,0.9117152792776173
"('juicy', 'tangerine')",0.008642236457575583,0.16729364542373726,0.008642236457575583,,,0.1440696387537132,0.023224006670024045,,0.8240641181186872
"('juicy', 'shallot')",0.01566445752222389,0.2425325345885038,0.01566445752222389,,,0.2080884680289045,0.03444406655959929,,0.7418030078892723
"('juicy', 'date')",,0.010377028517450426,,,,0.009037742803164713,0.0013392857142857143,,0.9896229714825495
"('juicy', 'wintergreen')",0.003076923076923077,0.17113934676434678,0.003076923076923077,,,0.13937042124542126,0.03176892551892552,,0.8257837301587301
"('juicy', 'ham')",0.001594896331738437,0.10830678619260185,0.001594896331738437,,,0.10135379069565463,0.006952995496947243,,0.8900983174756597
"('juicy', 'cob')",0.0031281260163454143,0.11314856698338698,0.0031281260163454143,,,0.09440966566986823,0.01873890131351875,,0.8837233070002676
"('juicy', 'coconut')",0.003166974272110425,0.14521918709182619,0.003166974272110425,,,0.1254527253206171,0.01976646177120911,,0.8516138386360634
"('juicy', 'cucumber')",0.00560251750423948,0.18430155002025989,0.00560251750423948,,,0.16241751703747193,0.021884032982787963,,0.8100959324755006
"('juicy', 'maraschino')",0.037797170150111324,0.21978919773037423,0.037797170150111324,,,0.1949382317029376,0.024850966027436614,,0.7424136321195145
"('juicy', 'cherry')",0.0035899255029901516,0.10035887084071914,0.0035899255029901516,,,0.0848032966200455,0.015555574220673635,,0.8960512036562905
"('juicy', 'fruit')",0.003406210890439012,0.10202002106669865,0.003406210890439012,,,0.08842667418794815,0.013593346878750476,,0.8945737680428624
"('juicy', 'tamarind')",0.00918898423070803,0.17879762862860532,0.00918898423070803,,,0.15035348295402506,0.02844414567458023,,0.8120133871406867
"('juicy', 'cantaloupe')",0.004882032774870026,0.1574996629592803,0.004882032774870026,,,0.14324509564860788,0.014254567310672425,,0.8376183042658496
"('juicy', 'sardine')",0.0018324313242809767,0.08150142661107955,0.0018324313242809767,,,0.07405748374213168,0.007443942868947866,,0.9166661420646394
"('juicy', 'chicken')",0.002144787470187824,0.12562685494602505,0.002144787470187824,,,0.11072963614965285,0.01489721879637218,,0.872228357583787
"('juicy', 'pear')",0.008926814838025585,0.16382638817025902,0.008926814838025585,,,0.13698684097296668,0.026839547197292368,,0.8272467969917153
"('juicy', 'rumor')",,0.007960035133948178,,,,0.006148440931049627,0.0018115942028985507,,0.9920399648660518
"('juicy', 'gooseberry')",,0.3054862579281184,,,,0.2584883720930232,0.046997885835095135,,0.6945137420718817
"('juicy', 'currant')",0.014965880680166393,0.2831039859611288,0.014965880680166393,,,0.24609395895110184,0.03701002701002701,,0.7019301333587048
"('juicy', 'clementine')",0.013180884604649298,0.10480163768369581,0.013180884604649298,,,0.09299061609274514,0.01181102159095067,,0.8820174777116548
"('juicy', 'doughnut')",,0.031953052714298394,,,,0.028391447076568183,0.0035616056377302053,,0.9680469472857016
"('juicy', 'candy')",,0.04562654165536657,,,,0.03837511138661811,0.007251430268748467,,0.9543734583446335
"('juicy', 'olive')",0.005848512200048708,0.16060023550196142,0.005848512200048708,,,0.13756271234967613,0.0230375231522853,,0.8335512522979899
"('juicy', 'lime')",0.010433450710194319,0.23876804524142572,0.010433450710194319,,,0.20423193558586958,0.03453610965555617,,0.75079850404838
"('juicy', 'honeydew')",0.002631578947368421,0.21388707664666765,0.002631578947368421,,,0.19401858445929468,0.019868492187372973,,0.7834813444059638
"('juicy', 'steak')",0.0021809784468012315,0.13205610673965104,0.0021809784468012315,,,0.11897023605884365,0.013085870680807389,,0.8657629148135477
"('juicy', 'okra')",0.003963445005981413,0.16342277077810735,0.003963445005981413,,,0.1361859341503785,0.027236836627728866,,0.8326137842159111
"('juicy', 'grapefruit')",0.00610893436715282,0.1204383289033342,0.00610893436715282,,,0.10513578062093439,0.01530254828239982,,0.873452736729513
"('juicy', 'sultana')",,0.07884199134199135,,,,0.07884199134199135,,,0.9211580086580086
"('juicy', 'morello')",,0.05667778086505511,,,,0.040007409465592295,0.016670371399462813,,0.9433222191349449
"('juicy', 'asparagus')",0.002181857430688982,0.14795196181689596,0.002181857430688982,,,0.1300604211486767,0.01789154066821928,,0.849866180752415
"('juicy', 'chutney')",0.0023584905660377358,0.23350241774912298,0.0023584905660377358,,,0.20427609746847447,0.029226320280648525,,0.7641390916848393
"('juicy', 'melon')",0.005093730978334166,0.14108947226708238,0.005093730978334166,,,0.12137500248601743,0.019714469781064947,,0.8538167967545836
"('juicy', 'papaya')",0.008181715823077721,0.20614875775706124,0.008181715823077721,,,0.18756764963840758,0.018581108118653655,,0.7856695264198611
"('juicy', 'onion')",0.00794779235106063,0.258207582542166,0.00794779235106063,,,0.2173711185678009,0.04083646397436515,,0.7338446251067733
"('juicy', 'blueberry')",0.006616368488713817,0.15317894142690278,0.006616368488713817,,,0.1300976942179972,0.02308124720890557,,0.8402046900843834
"('juicy', 'sorbet')",0.007662835249042145,0.18773946360153257,0.007662835249042145,,,0.16475095785440613,0.022988505747126436,,0.8045977011494253
"('juicy', 'berry')",0.005632121325551983,0.08763536693809457,0.005632121325551983,,,0.07724616059229966,0.010389206345794898,,0.9067325117363534
"('juicy', 'citron')",,0.05803808254915007,,,,0.05803808254915007,,,0.9419619174508499
"('juicy', 'scallop')",0.0010137562878554563,0.1392393944717099,0.0010137562878554563,,,0.12885450895525202,0.010384885516457878,,0.8597468492404345
"('juicy', 'raspberry')",0.007009555930974999,0.18160150053419652,0.007009555930974999,,,0.15356327681029652,0.028038223723899997,,0.8113889435348285
"('juicy', 'elderberry')",0.0442512077294686,0.2655072463768116,0.0442512077294686,,,0.2655072463768116,,,0.6902415458937198
"('juicy', 'lemon')",0.012539138853616927,0.3023225840003946,0.012539138853616927,,,0.2571000257124508,0.04522255828794372,,0.6851382771459886
"('juicy', 'watermelon')",0.004569102779565794,0.14393153710515022,0.004569102779565794,,,0.12519746008299687,0.018734077022153333,,0.851499360115284
"('juicy', 'tomato')",0.004262674060163852,0.16537028019241867,0.004262674060163852,,,0.14441334295126604,0.020956937241152624,,0.8303670457474175
"('juicy', 'apricot')",0.008174014882703548,0.19869953108180768,0.008174014882703548,,,0.17276171582437805,0.025937815257429643,,0.7931264540354888
"('juicy', 'juice')",0.012702346392237968,0.266923133213793,0.012702346392237968,,,0.22843326049919135,0.03848987271460165,,0.720374520393969
"('juicy', 'squash')",0.0020789881126289157,0.09754822685864709,0.0020789881126289157,,,0.07794655540575965,0.01960167145288743,,0.9003727850287241
"('juicy', 'anjou')",,0.0946843853820598,,,,0.02367109634551495,0.07101328903654484,,0.9053156146179402
"('juicy', 'nectarine')",0.01757305730168807,0.21170786837524397,0.01757305730168807,,,0.16683564654576064,0.04487222182948336,,0.770719074323068
"('juicy', 'pork')",0.0027540527599048195,0.13142301089983674,0.0027540527599048195,,,0.11389409071993344,0.017528920179903328,,0.8658229363402583
"('juicy', 'pineapple')",0.005104000590793056,0.16739066193623026,0.005104000590793056,,,0.14185452594677228,0.025536135989457965,,0.8275053374729767
"('juicy', 'marang')",,0.09090909090909091,,,,0.045454545454545456,0.045454545454545456,,0.909090909090909
"('juicy', 'apple')",0.004933867243090867,0.05437767027017193,0.004933867243090867,,,0.04730251584929753,0.007075154420874394,,0.9406884624867372
"('juicy', 'cranberry')",0.007446858797041861,0.16077729030190807,0.007446858797041861,,,0.1384320386103944,0.022345251691513628,,0.8317758509010501
"('juicy', 'pomegranate')",0.009405226358701715,0.2009116324591264,0.009405226358701715,,,0.1548200801048702,0.04609155235425623,,0.7896831411821719
"('juicy', 'pawpaw')",,0.3005681818181818,,,,0.26988636363636365,0.03068181818181818,,0.6994318181818182
"('juicy', 'pumpkin')",,0.08671897801510671,,,,0.07277778928799533,0.013941188727111373,,0.9132810219848932
"('juicy', 'calabash')",,0.15267871216897858,,,,0.14108015447667088,0.011598557692307693,,0.8473212878310215
"('juicy', 'meat')",0.0016614748443446734,0.08196232237838955,0.0016614748443446734,,,0.06867052362363217,0.013291798754757387,,0.9163762027772657
"('juicy', 'bean')",0.0020592658418808907,0.10993899979917131,0.0020592658418808907,,,0.09839359506907815,0.011545404730093167,,0.8880017343589479
"('juicy', 'blackberry')",,0.05385700065625969,,,,0.041447165999408994,0.012409834656850692,,0.9461429993437402
"('green', 'strawberry')",,0.15980247063138733,,,,0.15980247063138733,,,0.8401975293686126
"('green', 'pepper')",0.008549656345802644,0.21971980380317163,0.008549656345802644,,,0.206308363041832,0.013411440761339596,,0.7717305398510257
"('green', 'mango')",0.0034560775414292978,0.1641397043602537,0.0034560775414292978,,,0.1406416060146931,0.023498098345560638,,0.832404218098317
"('green', 'spinach')",0.0038232093399319053,0.194648976229008,0.0038232093399319053,,,0.18093448238380797,0.013714493845200038,,0.8015278144310601
"('green', 'salad')",0.00425909815861969,0.2130817746846455,0.00425909815861969,,,0.19617224880382775,0.016909525880817747,,0.7826591271567348
"('green', 'glass')",0.002818035426731079,0.14541062801932367,0.002818035426731079,,,0.1258527302005563,0.01955789781876738,,0.8517713365539453
"('green', 'broccoli')",0.0049236477829299186,0.1975098340795905,0.0049236477829299186,,,0.1757943894199324,0.02171544465965805,,0.7975665181374796
"('green', 'grape')",0.0036914373988752194,0.15911207903887814,0.0036914373988752194,,,0.13265276329833045,0.02645931574054769,,0.8371964835622466
"('green', 'crab')",,0.15042193289680728,,,,0.13402595589781519,0.016395976998992073,,0.8495780671031927
"('green', 'guava')",0.007032772333323343,0.24176039262865112,0.007032772333323343,,,0.2150016982701905,0.026758694358460594,,0.7512068350380255
"('green', 'caterpillar')",0.0022675736961451248,0.13461529805229588,0.0022675736961451248,,,0.1049696495795911,0.02964564847270477,,0.863117128251559
"('green', 'vegetable')",0.0025103504652649786,0.16493171995838643,0.0025103504652649786,,,0.15151233225927113,0.013419387699115298,,0.8325579295763486
"('green', 'weed')",0.0027180832807431276,0.13460976941188482,0.0027180832807431276,,,0.11950014815331907,0.015109621258565728,,0.8626721473073721
"('green', 'budgie')",,0.10526315789473684,,,,0.05263157894736842,0.05263157894736842,,0.8947368421052632
"('green', 'kingfisher')",0.010590914700503742,0.07846232811986237,0.010590914700503742,,,0.046268087706443875,0.03219424041341849,,0.9109467571796339
"('green', 'fern')",0.005257492962410996,0.2031544957774466,0.005257492962410996,,,0.16620036429872495,0.03695413147872164,,0.7915880112601424
"('green', 'radish')",0.0063990160339533015,0.23638550268446332,0.0063990160339533015,,,0.21581628318154417,0.02056921950291913,,0.7572154812815833
"('green', 'oregano')",,0.2622801394511921,,,,0.23605094466936574,0.02622919478182636,,0.737719860548808
"('green', 'avocado')",0.004022892151346507,0.20492969241040507,0.004022892151346507,,,0.18483115408402023,0.020098538326384835,,0.7910474154382483
"('green', 'coconut')",0.002461319069422793,0.1835843357624071,0.002461319069422793,,,0.16396174689809015,0.01962258886431694,,0.8139543451681701
"('green', 'cucumber')",0.00456936074799544,0.2127147180423213,0.00456936074799544,,,0.2035759965463304,0.00913872149599088,,0.7827159212096833
"('green', 'cabbage')",0.0032995124507886153,0.18794928115902954,0.0032995124507886153,,,0.17602712943179874,0.01192215172723079,,0.8087512063901817
"('green', 'parakeet')",0.02150786308973173,0.1935707678075856,0.02150786308973173,,,0.12904717853839037,0.06452358926919519,,0.7849213691026827
"('green', 'fenugreek')",,0.4144249163079866,,,,0.3879324087358521,0.026492507572134547,,0.5855750836920134
"('green', 'limousine')",,0.06607379000264481,,,,0.06440712333597814,0.0016666666666666668,,0.9339262099973552
"('green', 'sycamore')",0.0025,0.09252033013715258,0.0025,,,0.07290817048994619,0.019612159647206376,,0.9049796698628475
"('green', 'tortoise')",0.00689084102416133,0.09055546224639646,0.00689084102416133,,,0.08192851011112404,0.008626952135272441,,0.9025536967294423
"('green', 'fruit')",0.002694467170455007,0.15110074556827283,0.002694467170455007,,,0.13304853686376092,0.01805220870451191,,0.846204787261272
"('green', 'world')",,0.06026758722554103,,,,0.05030735330756679,0.00996023391797424,,0.939732412774459
"('green', 'agenda')",0.0030303030303030303,0.058712121212121215,0.0030303030303030303,,,0.04090909090909091,0.017803030303030303,,0.9382575757575757
"('green', 'dress')",0.004332285350699903,0.127685455498166,0.004332285350699903,,,0.09964256306609776,0.02804289243206827,,0.8679822591511341
"('green', 'lawn')",0.006596867551923732,0.17811542390194077,0.006596867551923732,,,0.14794007490636704,0.030175348995573715,,0.8152877085461354
"('green', 'cricket')",,0.026894961763382814,,,,0.012606837606837609,0.014288124156545208,,0.9731050382366172
"('green', 'pear')",0.0009090909090909091,0.1917207103091607,0.0009090909090909091,,,0.17638568072754618,0.015335029581614517,,0.8073701987817483
"('green', 'rhubarb')",0.0009523809523809525,0.2169168858015233,0.0009523809523809525,,,0.19860587906186308,0.018311006739660206,,0.7821307332460957
"('green', 'bottle')",0.0030944811385645193,0.13196171028450368,0.0030944811385645193,,,0.11694526330280497,0.015016446981698711,,0.8649438085769318
"('green', 'paint')",0.003072062598087226,0.13604061790863686,0.003072062598087226,,,0.11146411712393905,0.024576500784697808,,0.8608873194932759
"('green', 'ink')",0.006502525252525253,0.10965909090909091,0.006502525252525253,,,0.0836489898989899,0.02601010101010101,,0.8838383838383839
"('green', 'ring')",0.001851851851851852,0.049344832196817755,0.001851851851851852,,,0.04203102018986496,0.0073138120069528014,,0.9488033159513304
"('green', 'olive')",0.005298922815472679,0.2064357807642604,0.005298922815472679,,,0.18876596267245227,0.017669818091808107,,0.788265296420267
"('green', 'lime')",0.0066201409389950545,0.2551901363513867,0.0066201409389950545,,,0.21191956079782345,0.04327057555356326,,0.7381897227096182
"('green', 'tank')",0.0015757653717519938,0.0818374143280156,0.0015757653717519938,,,0.07636199904908862,0.005475415278926985,,0.9165868203002323
"('green', 'grapefruit')",0.0028949581505694267,0.21345027099049435,0.0028949581505694267,,,0.1937684228689663,0.019681848121528022,,0.7836547708589363
"('green', 'jeep')",0.0020080321285140565,0.046459683866739813,0.0020080321285140565,,,0.046459683866739813,,,0.9515322840047462
"('green', 'emerald')",0.0065318860993730495,0.17859806114839671,0.0065318860993730495,,,0.14593863065153148,0.032659430496865254,,0.8148700527522301
"('green', 'asparagus')",0.003820249280681551,0.2023964605806839,0.003820249280681551,,,0.18250156338362536,0.019894897197058545,,0.7937832901386346
"('green', 'turtle')",0.0037368777500737913,0.1034986643165524,0.0037368777500737913,,,0.09604830766651848,0.007450356650033932,,0.8927644579333738
"('green', 'chutney')",0.008347826086956521,0.19895652173913042,0.008347826086956521,,,0.19060869565217392,0.008347826086956521,,0.792695652173913
"('green', 'melon')",0.004321611705946485,0.19738071706953786,0.004321611705946485,,,0.17934800158903552,0.018032715480502358,,0.7982976712245157
"('green', 'sauce')",0.00529233870967742,0.21429771505376344,0.00529233870967742,,,0.20900537634408603,0.00529233870967742,,0.7804099462365591
"('green', 'eucalyptus')",0.005115878181218441,0.16990127951391937,0.005115878181218441,,,0.14022026015774589,0.0296810193561735,,0.8249828423048622
"('green', 'crocodile')",0.0011682242990654205,0.0975649039259071,0.0011682242990654205,,,0.09340256093142196,0.004162342994485132,,0.9012668717750274
"('green', 'berry')",,0.16360829959514173,,,,0.14556848852901483,0.018039811066126857,,0.8363917004048582
"('green', 'recorder')",,0.027252906976744186,,,,0.027252906976744186,,,0.9727470930232558
"('green', 'elm')",,0.11553517042795743,,,,0.10299367186916293,0.012541498558794498,,0.8844648295720425
"('green', 'chive')",0.011635360669427974,0.25958116688278715,0.011635360669427974,,,0.22869114913153135,0.03089001775125581,,0.7287834724477849
"('green', 'grass')",0.005653340796861846,0.11939475990870196,0.005653340796861846,,,0.09223916703550383,0.027155592873198124,,0.8749518992944362
"('green', 'pine')",0.004741353540788569,0.1385374402237431,0.004741353540788569,,,0.11206203570644802,0.026475404517295107,,0.8567212062354683
"('green', 'dogwood')",0.0028735632183908046,0.2004899913641006,0.0028735632183908046,,,0.15514968881053123,0.04534030255356934,,0.7966364454175086
"('green', 'seaweed')",0.004008160904768025,0.18835946536434905,0.004008160904768025,,,0.16231846806323094,0.026040997301118106,,0.8076323737308828
"('green', 'iguana')",0.007591945091945092,0.09487826987826989,0.007591945091945092,,,0.08351139601139601,0.011366873866873867,,0.897529785029785
"('green', 'stocking')",,0.14638392482590823,,,,0.1304639650977431,0.015919959728165116,,0.8536160751740918
"('green', 'maize')",,0.10931608713866779,,,,0.09771679932970256,0.011599287808965228,,0.8906839128613323
"('green', 'watermelon')",0.0035034122869068186,0.19648339156781963,0.0035034122869068186,,,0.1776134554807873,0.018869936087032312,,0.8000131961452736
"('green', 'insect')",0.0018726591760299626,0.13949214601151547,0.0018726591760299626,,,0.11224209343863882,0.027250052572876656,,0.8586351948124546
"('green', 'plantain')",0.004124149659863945,0.19960482218770376,0.004124149659863945,,,0.17881082571216683,0.02079399647553691,,0.7962710281524322
"('green', 'herb')",0.003145956607495069,0.1476875927141179,0.003145956607495069,,,0.12403666469979467,0.02365092801432324,,0.8491664506783871
"('green', 'water')",0.002061736579877853,0.11774310646523203,0.002061736579877853,,,0.10250125236757471,0.015241854097657324,,0.88019515695489
"('green', 'nectarine')",0.00821917808219178,0.24346759353915354,0.00821917808219178,,,0.21508893886730726,0.02837865467184625,,0.7483132283786545
"('green', 'banana')",0.0005763688760806916,0.1461415141121044,0.0005763688760806916,,,0.13637880249317005,0.009762711618934355,,0.8532821170118149
"('green', 'shrub')",0.005765638584500435,0.16286814743400294,0.005765638584500435,,,0.13231471996740438,0.03055342746659857,,0.8313662139814966
"('green', 'jade')",0.006892893278601722,0.14971179403299623,0.006892893278601722,,,0.11151598435640553,0.0381958096765907,,0.8433953126884021
"('green', 'frog')",0.006291794387437619,0.10948014871917543,0.006291794387437619,,,0.09919541051901282,0.010284738200162595,,0.884228056893387
"('green', 'leafs')",,,,,,,,,1.0
"('green', 'pineapple')",0.0032862011434694528,0.17591689120285747,0.0032862011434694528,,,0.17100456631533728,0.00491232488752022,,0.8207969076536731
"('green', 'celery')",0.007402288840171594,0.260074743059903,0.007402288840171594,,,0.25460452362416636,0.005470219435736677,,0.7325229680999253
"('green', 'apple')",0.003660448118048519,0.08619770206018826,0.003660448118048519,,,0.0786758460680148,0.007521855992173472,,0.9101418498217633
"('green', 'cilantro')",0.011187163819015978,0.2902074928808733,0.011187163819015978,,,0.26761514198702735,0.022592350893845908,,0.6986053433001108
"('green', 'toad')",0.00848107580240775,0.15256674612343585,0.00848107580240775,,,0.13842945327568248,0.014137292847753356,,0.8389521780741563
