,context,n_concepts,mean_tfidf,mean_diff,evidence
0,preferably,15,0.0,0.0,-
1,or,14,0.02,0.01,-
2,blend,14,0.01,0.01,-
3,tasted,14,0.01,0.0,-
4,bubble,14,0.0,0.0,-
5,sweetness,14,0.01,0.0,-
6,slightly,14,0.0,0.0,-
7,recipes,14,0.01,0.0,-
8,combination,13,0.0,0.0,-
9,somewhat,13,0.0,0.0,-
10,equal,13,0.0,0.0,-
11,toast,13,0.02,0.01,-
12,goods,13,0.0,0.0,-
13,apples,13,0.02,0.02,-
14,luscious,13,0.0,0.0,-
15,cocktail,13,0.01,0.01,-
16,cubes,13,0.01,0.01,-
17,apple,13,0.07,0.06,-
18,spiked,13,0.01,0.01,-
19,bit,13,0.0,0.0,-
20,yellow,8,0.03,0.02,-
