,context,n_concepts,mean_tfidf,mean_diff,evidence
0,farmers,5,0.02,0.01,-
1,production,5,0.01,0.0,-
2,note,5,0.0,0.0,-
3,product,5,0.0,0.0,-
4,milk,5,0.03,0.03,-
5,various,5,0.0,0.0,-
6,adding,5,0.0,0.0,-
7,contain,5,0.0,0.0,-
8,warm,5,0.01,0.01,-
9,coffee,5,0.01,0.01,-
10,contains,5,0.01,0.0,-
11,cover,5,0.01,0.0,-
12,either,5,0.0,0.0,-
13,ice,5,0.02,0.01,-
14,renowned,5,0.0,0.0,-
15,except,5,0.0,0.0,-
16,comes,5,0.0,0.0,-
17,serves,5,0.0,0.0,-
18,filled,5,0.01,0.01,-
19,half,5,0.0,0.0,-
20,blue,5,0.02,0.01,-
