context,n_concepts, mean_tfidf,mean_diff,min_tfidf,max_tfidf
can,12,0.04,0.02,0.02,0.1
by,12,0.05,0.03,0.03,0.12
would,12,0.02,0.02,0.01,0.05
and,11,0.1,0.05,0.05,0.23
one,11,0.05,0.03,0.02,0.17
non,11,0.03,0.02,0.01,0.1
because,11,0.03,0.02,0.01,0.11
main,11,0.02,0.01,0.0,0.03
been,11,0.02,0.01,0.01,0.03
other,11,0.02,0.01,0.01,0.05
such,10,0.03,0.02,0.01,0.14
no,10,0.03,0.02,0.01,0.13
of,10,0.11,0.06,0.06,0.26
be,10,0.03,0.01,0.02,0.05
have,10,0.02,0.01,0.01,0.05
when,10,0.03,0.02,0.02,0.07
only,10,0.02,0.02,0.01,0.06
re,10,0.04,0.03,0.02,0.13
also,10,0.03,0.02,0.01,0.09
system,10,0.02,0.02,0.01,0.1
being,10,0.02,0.01,0.01,0.04
about,10,0.02,0.01,0.01,0.05
its,10,0.03,0.02,0.01,0.11
their,10,0.03,0.02,0.01,0.11
central,10,0.01,0.01,0.0,0.07
used,10,0.04,0.03,0.02,0.18
or,10,0.06,0.03,0.03,0.14
use,10,0.03,0.02,0.01,0.12
like,10,0.03,0.02,0.01,0.05
fire,10,0.04,0.04,0.01,0.18
but,9,0.04,0.03,0.02,0.14
last,9,0.03,0.02,0.01,0.14
up,9,0.06,0.03,0.03,0.13
this,9,0.04,0.02,0.02,0.08
that,9,0.05,0.03,0.02,0.15
to,9,0.08,0.04,0.04,0.12
with,9,0.07,0.04,0.03,0.2
as,9,0.05,0.03,0.03,0.1
due,9,0.03,0.02,0.01,0.09
called,9,0.03,0.02,0.01,0.06
more,9,0.02,0.01,0.01,0.03
state,9,0.02,0.01,0.01,0.05
city,9,0.03,0.02,0.01,0.09
around,9,0.02,0.01,0.01,0.07
all,9,0.04,0.03,0.01,0.11
running,9,0.01,0.01,0.01,0.03
man,9,0.04,0.03,0.01,0.13
water,8,0.1,0.08,0.02,0.52
he,8,0.07,0.05,0.02,0.13
it,8,0.05,0.02,0.03,0.11
time,8,0.04,0.03,0.01,0.08
three,8,0.04,0.02,0.01,0.11
two,8,0.04,0.02,0.02,0.11
so,8,0.02,0.01,0.01,0.04
large,8,0.03,0.02,0.01,0.12
who,8,0.03,0.02,0.01,0.06
now,8,0.01,0.01,0.0,0.03
new,8,0.02,0.01,0.01,0.05
right,8,0.03,0.03,0.01,0.14
age,8,0.01,0.0,0.0,0.02
ground,8,0.03,0.02,0.01,0.08
from,8,0.05,0.02,0.03,0.06
earth,8,0.02,0.02,0.01,0.05
old,8,0.04,0.03,0.01,0.11
small,8,0.02,0.01,0.01,0.03
through,8,0.02,0.01,0.01,0.02
pressure,8,0.03,0.02,0.01,0.08
his,7,0.09,0.07,0.04,0.21
much,7,0.03,0.02,0.01,0.13
