context,n_concepts, mean_tfidf,mean_diff,min_tfidf,max_tfidf
shot,36,0.09,0.08,0.01,0.47
self,33,0.06,0.05,0.01,0.24
man,32,0.06,0.05,0.02,0.41
single,32,0.05,0.04,0.01,0.22
while,27,0.05,0.04,0.01,0.2
was,26,0.09,0.06,0.03,0.25
him,26,0.07,0.05,0.02,0.39
off,26,0.07,0.05,0.02,0.43
case,26,0.03,0.02,0.01,0.18
set,26,0.03,0.02,0.01,0.25
one,26,0.07,0.05,0.03,0.32
hand,25,0.09,0.08,0.02,0.42
he,25,0.08,0.05,0.04,0.25
head,25,0.04,0.03,0.01,0.13
later,25,0.04,0.03,0.01,0.19
described,25,0.03,0.02,0.01,0.25
his,24,0.11,0.07,0.04,0.43
them,24,0.05,0.04,0.01,0.19
old,24,0.06,0.05,0.02,0.45
states,24,0.02,0.02,0.01,0.14
double,24,0.07,0.06,0.01,0.42
control,24,0.03,0.02,0.01,0.09
real,24,0.02,0.02,0.0,0.1
knife,23,0.13,0.12,0.01,0.64
000,23,0.08,0.06,0.03,0.24
father,23,0.04,0.03,0.01,0.19
she,23,0.05,0.03,0.01,0.13
the,22,0.16,0.05,0.11,0.3
had,22,0.04,0.02,0.02,0.09
that,22,0.09,0.05,0.04,0.22
included,22,0.02,0.01,0.01,0.06
being,22,0.05,0.04,0.01,0.23
world,22,0.05,0.04,0.01,0.45
mounted,21,0.04,0.03,0.01,0.21
type,21,0.05,0.04,0.01,0.16
by,21,0.09,0.05,0.03,0.25
british,21,0.03,0.02,0.01,0.14
at,21,0.06,0.03,0.03,0.24
american,21,0.07,0.05,0.02,0.33
were,21,0.03,0.02,0.01,0.07
two,21,0.06,0.04,0.03,0.34
including,21,0.04,0.02,0.01,0.16
brother,21,0.03,0.02,0.01,0.08
have,21,0.06,0.04,0.02,0.19
during,21,0.06,0.04,0.01,0.19
near,21,0.01,0.01,0.01,0.07
16,21,0.02,0.01,0.01,0.08
film,21,0.03,0.02,0.01,0.12
character,21,0.03,0.02,0.01,0.12
order,21,0.04,0.03,0.01,0.18
of,20,0.12,0.05,0.07,0.24
back,20,0.04,0.03,0.01,0.27
out,20,0.05,0.03,0.02,0.12
time,20,0.05,0.03,0.02,0.16
under,20,0.04,0.03,0.01,0.11
into,20,0.05,0.03,0.02,0.19
before,20,0.04,0.03,0.01,0.21
than,20,0.05,0.04,0.01,0.25
her,20,0.05,0.04,0.02,0.18
who,20,0.09,0.07,0.02,0.3
released,20,0.03,0.02,0.01,0.08
to,19,0.14,0.07,0.08,0.29
point,19,0.05,0.04,0.01,0.22
could,19,0.06,0.05,0.01,0.32
shoulder,19,0.03,0.03,0.01,0.18
an,19,0.09,0.06,0.03,0.43
short,19,0.06,0.05,0.01,0.31
died,19,0.04,0.04,0.01,0.16
after,19,0.04,0.02,0.02,0.08
arm,19,0.05,0.04,0.01,0.15
black,19,0.04,0.02,0.02,0.1
through,18,0.04,0.03,0.01,0.21
so,18,0.04,0.03,0.01,0.14
also,18,0.08,0.05,0.03,0.18
then,18,0.04,0.02,0.02,0.12
when,18,0.07,0.05,0.02,0.35
captain,18,0.07,0.06,0.01,0.27
shaped,18,0.06,0.06,0.01,0.37
series,18,0.02,0.01,0.01,0.06
since,18,0.03,0.02,0.01,0.17
behind,18,0.02,0.01,0.01,0.06
from,18,0.06,0.03,0.03,0.11
player,18,0.05,0.04,0.01,0.23
album,18,0.05,0.03,0.02,0.12
this,17,0.05,0.03,0.02,0.19
large,17,0.04,0.03,0.02,0.1
air,17,0.05,0.04,0.01,0.25
tells,17,0.03,0.03,0.01,0.17
12,17,0.05,0.04,0.01,0.29
known,17,0.09,0.06,0.02,0.39
name,17,0.03,0.02,0.01,0.14
about,17,0.02,0.01,0.01,0.07
like,17,0.04,0.02,0.02,0.13
did,17,0.02,0.01,0.01,0.07
based,17,0.05,0.03,0.02,0.17
produced,17,0.07,0.06,0.01,0.33
but,16,0.06,0.03,0.03,0.12
their,16,0.03,0.02,0.02,0.06
three,16,0.06,0.03,0.03,0.12
six,16,0.03,0.02,0.01,0.11
each,16,0.03,0.02,0.01,0.09
five,16,0.03,0.02,0.01,0.1
would,16,0.05,0.03,0.02,0.14
city,16,0.02,0.01,0.01,0.06
big,16,0.02,0.02,0.01,0.13
broken,16,0.06,0.05,0.01,0.17
killed,16,0.07,0.06,0.01,0.39
front,16,0.03,0.02,0.01,0.07
president,16,0.03,0.03,0.01,0.14
california,16,0.02,0.02,0.0,0.06
act,16,0.04,0.04,0.01,0.15
where,16,0.03,0.02,0.01,0.06
only,16,0.04,0.03,0.02,0.2
mid,16,0.04,0.02,0.01,0.13
down,16,0.05,0.03,0.02,0.16
day,16,0.05,0.03,0.02,0.1
which,16,0.07,0.05,0.03,0.28
beetle,16,0.01,0.01,0.0,0.1
four,16,0.04,0.02,0.02,0.12
and,15,0.17,0.09,0.09,0.4
in,15,0.11,0.04,0.07,0.24
on,15,0.09,0.05,0.04,0.16
be,15,0.08,0.05,0.04,0.14
as,15,0.16,0.11,0.05,0.43
length,15,0.04,0.03,0.01,0.28
injured,15,0.04,0.04,0.01,0.17
another,15,0.05,0.03,0.02,0.15
small,15,0.04,0.03,0.01,0.14
11,15,0.09,0.08,0.01,0.8
united,15,0.04,0.03,0.01,0.17
found,15,0.09,0.07,0.02,0.31
named,15,0.04,0.03,0.01,0.11
or,15,0.14,0.08,0.06,0.26
national,15,0.03,0.02,0.01,0.08
state,15,0.04,0.03,0.01,0.19
service,15,0.04,0.03,0.01,0.28
family,15,0.05,0.04,0.02,0.21
part,15,0.03,0.02,0.01,0.09
