context,n_concepts, mean_tfidf,mean_diff,min_tfidf,max_tfidf
be,60,0.03,0.02,0.01,0.1
up,59,0.04,0.03,0.01,0.25
they,57,0.03,0.02,0.01,0.1
day,57,0.04,0.04,0.01,0.94
from,56,0.04,0.02,0.01,0.15
15,55,0.02,0.02,0.0,0.16
had,54,0.03,0.03,0.01,0.15
10,54,0.02,0.02,0.01,0.07
the,53,0.13,0.08,0.06,0.45
20,52,0.02,0.02,0.0,0.13
then,51,0.03,0.02,0.01,0.11
in,51,0.08,0.05,0.03,0.25
have,50,0.02,0.02,0.01,0.16
time,49,0.04,0.03,0.01,0.17
was,49,0.07,0.05,0.02,0.2
that,48,0.05,0.04,0.01,0.18
but,48,0.03,0.02,0.01,0.24
six,48,0.02,0.02,0.0,0.12
his,47,0.05,0.04,0.01,0.22
000,47,0.05,0.03,0.02,0.23
her,47,0.03,0.03,0.01,0.11
other,47,0.03,0.02,0.01,0.18
she,47,0.04,0.03,0.01,0.21
back,46,0.03,0.02,0.01,0.14
for,46,0.05,0.03,0.02,0.17
another,46,0.02,0.02,0.01,0.13
25,46,0.02,0.01,0.0,0.12
this,46,0.03,0.02,0.01,0.14
second,46,0.03,0.03,0.01,0.19
three,45,0.05,0.04,0.01,0.27
50,45,0.01,0.01,0.0,0.08
of,45,0.08,0.04,0.04,0.26
and,45,0.09,0.05,0.04,0.23
there,45,0.02,0.02,0.01,0.09
using,44,0.03,0.02,0.0,0.19
where,44,0.02,0.01,0.01,0.1
as,44,0.06,0.04,0.02,0.16
to,44,0.07,0.04,0.03,0.24
known,44,0.05,0.04,0.02,0.22
named,44,0.04,0.03,0.01,0.19
off,43,0.05,0.03,0.01,0.26
on,43,0.07,0.04,0.03,0.28
he,43,0.05,0.04,0.01,0.17
at,43,0.04,0.03,0.01,0.42
is,43,0.06,0.03,0.03,0.14
sea,43,0.07,0.06,0.01,0.49
year,42,0.04,0.03,0.02,0.15
or,42,0.05,0.04,0.02,0.21
re,42,0.04,0.03,0.01,0.12
part,41,0.02,0.02,0.01,0.11
used,41,0.03,0.02,0.01,0.19
their,41,0.03,0.02,0.01,0.12
being,41,0.02,0.02,0.01,0.13
before,41,0.02,0.02,0.01,0.21
him,40,0.02,0.02,0.0,0.11
12,40,0.02,0.01,0.01,0.07
were,40,0.03,0.02,0.01,0.14
new,40,0.03,0.02,0.01,0.15
four,39,0.08,0.06,0.01,0.65
built,39,0.05,0.04,0.01,0.13
well,39,0.03,0.02,0.01,0.12
with,39,0.07,0.04,0.02,0.43
can,39,0.03,0.02,0.01,0.1
out,38,0.04,0.03,0.01,0.25
after,38,0.03,0.02,0.01,0.13
each,38,0.02,0.02,0.0,0.13
under,38,0.02,0.02,0.01,0.08
may,38,0.03,0.02,0.01,0.12
down,37,0.03,0.03,0.01,0.15
would,37,0.02,0.01,0.01,0.07
house,37,0.03,0.03,0.01,0.2
left,37,0.03,0.02,0.01,0.09
third,37,0.02,0.02,0.01,0.09
june,37,0.02,0.02,0.0,0.1
south,37,0.03,0.02,0.01,0.09
top,36,0.04,0.03,0.01,0.21
use,36,0.03,0.02,0.01,0.18
will,36,0.02,0.02,0.01,0.11
only,36,0.03,0.02,0.01,0.1
ship,36,0.06,0.06,0.01,0.66
august,36,0.03,0.02,0.0,0.15
speed,35,0.03,0.03,0.01,0.2
when,35,0.04,0.03,0.01,0.11
so,35,0.02,0.02,0.01,0.07
near,35,0.02,0.01,0.01,0.09
found,35,0.03,0.02,0.01,0.14
one,34,0.06,0.04,0.02,0.22
high,34,0.05,0.03,0.01,0.15
water,34,0.03,0.03,0.01,0.16
are,34,0.03,0.02,0.01,0.15
has,34,0.03,0.02,0.01,0.1
old,33,0.05,0.04,0.02,0.49
while,33,0.02,0.01,0.01,0.13
based,33,0.04,0.02,0.01,0.22
man,33,0.05,0.04,0.01,0.45
later,33,0.03,0.02,0.01,0.1
it,33,0.05,0.03,0.02,0.16
not,33,0.03,0.02,0.01,0.12
also,33,0.03,0.02,0.01,0.08
first,33,0.03,0.02,0.02,0.13
full,32,0.03,0.02,0.01,0.08
world,32,0.04,0.03,0.01,0.16
into,32,0.04,0.02,0.01,0.17
large,32,0.03,0.02,0.01,0.15
along,32,0.03,0.02,0.01,0.16
unit,32,0.04,0.04,0.0,0.74
both,32,0.02,0.01,0.01,0.09
take,32,0.02,0.01,0.0,0.06
17,32,0.03,0.02,0.0,0.17
by,32,0.07,0.04,0.03,0.21
united,32,0.02,0.01,0.01,0.08
east,32,0.03,0.02,0.01,0.2
called,32,0.04,0.03,0.01,0.23
september,32,0.02,0.01,0.0,0.09
two,32,0.08,0.05,0.03,0.19
24,32,0.02,0.02,0.01,0.13
company,31,0.03,0.02,0.01,0.09
front,31,0.03,0.02,0.01,0.17
16,31,0.03,0.02,0.01,0.16
all,31,0.05,0.04,0.01,0.32
small,31,0.04,0.03,0.01,0.11
species,31,0.15,0.12,0.03,0.41
home,31,0.02,0.01,0.01,0.09
carrying,30,0.03,0.03,0.0,0.29
no,30,0.03,0.02,0.01,0.16
side,30,0.03,0.02,0.01,0.13
shaped,30,0.02,0.01,0.0,0.04
west,30,0.04,0.03,0.01,0.26
like,30,0.03,0.02,0.01,0.12
line,30,0.05,0.04,0.01,0.34
april,30,0.02,0.01,0.01,0.04
fire,29,0.03,0.02,0.01,0.1
rear,29,0.04,0.03,0.0,0.17
over,29,0.03,0.02,0.01,0.07
team,29,0.02,0.02,0.01,0.18
guard,29,0.02,0.02,0.0,0.2
an,29,0.07,0.05,0.02,0.23
made,29,0.04,0.03,0.01,0.22
name,29,0.03,0.02,0.01,0.17
last,29,0.03,0.02,0.01,0.22
area,29,0.02,0.01,0.01,0.08
show,29,0.03,0.02,0.01,0.06
american,29,0.03,0.02,0.01,0.09
family,29,0.05,0.04,0.01,0.32
fish,29,0.2,0.19,0.01,0.76
five,29,0.03,0.02,0.01,0.09
now,29,0.02,0.02,0.01,0.07
co,29,0.07,0.05,0.02,0.28
29,29,0.02,0.01,0.0,0.08
transport,28,0.03,0.03,0.01,0.18
service,28,0.05,0.04,0.01,0.29
crew,28,0.04,0.03,0.01,0.17
attached,28,0.02,0.02,0.0,0.08
who,28,0.04,0.03,0.01,0.2
during,28,0.03,0.02,0.01,0.1
same,28,0.02,0.01,0.01,0.04
endangered,28,0.06,0.05,0.01,0.19
been,28,0.05,0.03,0.01,0.14
which,28,0.05,0.03,0.02,0.13
took,28,0.02,0.01,0.01,0.06
war,28,0.04,0.03,0.01,0.11
film,27,0.03,0.02,0.01,0.16
north,27,0.03,0.02,0.01,0.08
length,27,0.04,0.04,0.01,0.12
mounted,26,0.03,0.03,0.0,0.21
through,26,0.02,0.02,0.01,0.1
fleet,26,0.05,0.04,0.01,0.23
design,26,0.03,0.03,0.01,0.14
operations,26,0.03,0.02,0.0,0.2
cross,26,0.02,0.01,0.01,0.05
british,26,0.04,0.03,0.01,0.1
city,26,0.03,0.02,0.01,0.1
half,26,0.03,0.02,0.01,0.1
dog,26,0.05,0.04,0.01,0.25
play,26,0.01,0.01,0.0,0.07
july,26,0.01,0.01,0.01,0.05
wild,26,0.09,0.07,0.02,0.7
mid,26,0.04,0.02,0.01,0.12
powered,25,0.12,0.11,0.02,0.48
attack,25,0.02,0.02,0.0,0.07
island,25,0.05,0.03,0.02,0.39
designed,25,0.03,0.02,0.01,0.14
set,25,0.02,0.01,0.01,0.09
upper,25,0.01,0.01,0.0,0.09
including,25,0.04,0.03,0.01,0.17
story,25,0.04,0.03,0.01,0.13
