context,n_concepts, mean_tfidf,mean_diff,min_tfidf,max_tfidf
10,46,0.02,0.02,0.0,0.12
one,45,0.04,0.03,0.01,0.19
had,44,0.02,0.01,0.0,0.07
with,44,0.04,0.03,0.01,0.14
to,44,0.05,0.04,0.01,0.22
where,43,0.02,0.01,0.0,0.15
in,43,0.05,0.03,0.02,0.14
they,43,0.03,0.02,0.0,0.16
year,42,0.04,0.03,0.01,0.18
high,42,0.03,0.03,0.0,0.16
who,42,0.02,0.02,0.0,0.1
for,41,0.04,0.03,0.01,0.22
four,41,0.02,0.02,0.0,0.09
both,41,0.01,0.01,0.0,0.08
two,41,0.03,0.02,0.01,0.2
was,41,0.04,0.03,0.01,0.19
time,40,0.03,0.03,0.0,0.13
based,40,0.02,0.01,0.0,0.1
while,40,0.02,0.01,0.0,0.08
out,39,0.02,0.02,0.0,0.14
under,39,0.01,0.01,0.0,0.1
after,38,0.02,0.01,0.0,0.16
would,38,0.02,0.01,0.0,0.12
of,38,0.07,0.05,0.02,0.36
he,38,0.04,0.03,0.01,0.15
first,38,0.03,0.02,0.01,0.14
no,37,0.01,0.01,0.0,0.09
back,37,0.02,0.01,0.0,0.13
and,37,0.07,0.05,0.03,0.25
made,37,0.02,0.01,0.0,0.19
on,37,0.03,0.02,0.01,0.1
his,37,0.03,0.03,0.01,0.21
at,37,0.03,0.03,0.01,0.22
team,36,0.03,0.03,0.0,0.58
that,36,0.04,0.03,0.01,0.24
re,36,0.02,0.02,0.0,0.07
named,36,0.03,0.03,0.0,0.17
be,36,0.03,0.03,0.01,0.2
show,36,0.02,0.02,0.0,0.23
second,36,0.03,0.02,0.0,0.17
there,36,0.03,0.03,0.0,0.47
000,35,0.05,0.04,0.01,0.27
however,35,0.02,0.01,0.0,0.12
then,35,0.01,0.01,0.0,0.06
up,35,0.03,0.03,0.01,0.22
the,35,0.1,0.06,0.04,0.27
their,35,0.02,0.01,0.0,0.06
film,35,0.01,0.01,0.0,0.09
by,35,0.03,0.02,0.01,0.13
only,35,0.02,0.01,0.01,0.11
game,34,0.02,0.02,0.0,0.08
several,34,0.01,0.01,0.0,0.11
off,34,0.02,0.02,0.01,0.19
into,34,0.03,0.02,0.01,0.19
old,33,0.05,0.04,0.01,0.52
being,33,0.03,0.02,0.0,0.2
man,33,0.02,0.02,0.0,0.12
20,33,0.02,0.01,0.0,0.16
part,32,0.02,0.02,0.0,0.1
been,32,0.03,0.02,0.01,0.21
or,32,0.04,0.03,0.01,0.2
also,32,0.03,0.02,0.01,0.18
co,32,0.04,0.03,0.01,0.23
as,32,0.06,0.04,0.02,0.17
she,32,0.03,0.03,0.01,0.22
during,32,0.02,0.02,0.0,0.16
not,32,0.03,0.02,0.0,0.18
born,31,0.02,0.02,0.0,0.13
day,31,0.02,0.01,0.0,0.06
best,31,0.02,0.02,0.0,0.13
five,31,0.01,0.01,0.0,0.06
left,31,0.02,0.01,0.0,0.2
but,31,0.02,0.01,0.01,0.1
produced,31,0.02,0.01,0.0,0.13
can,31,0.03,0.02,0.01,0.11
playing,30,0.01,0.01,0.0,0.08
this,30,0.04,0.03,0.01,0.15
group,30,0.02,0.02,0.0,0.11
when,30,0.01,0.01,0.01,0.05
were,30,0.02,0.01,0.01,0.07
single,30,0.02,0.01,0.0,0.24
which,29,0.03,0.02,0.01,0.09
new,29,0.02,0.01,0.01,0.05
other,29,0.03,0.02,0.01,0.1
dog,28,0.05,0.05,0.0,0.33
including,28,0.02,0.02,0.01,0.11
from,28,0.04,0.03,0.01,0.26
an,28,0.05,0.04,0.01,0.17
used,28,0.02,0.02,0.01,0.09
six,28,0.01,0.01,0.0,0.09
wild,27,0.07,0.06,0.01,0.31
near,27,0.03,0.02,0.0,0.12
well,27,0.04,0.03,0.01,0.18
house,27,0.03,0.02,0.0,0.13
modern,27,0.02,0.02,0.0,0.12
later,27,0.02,0.01,0.0,0.15
played,26,0.01,0.01,0.0,0.03
company,26,0.02,0.02,0.0,0.21
her,26,0.02,0.02,0.01,0.06
all,26,0.06,0.06,0.01,0.49
run,26,0.02,0.02,0.0,0.12
player,26,0.01,0.01,0.0,0.09
over,26,0.02,0.01,0.01,0.08
