context,evidence_type,categories
wooden,p,relation object communication tool all
pine,u,object all
oak,p,object communication relation all no-cat
perched,u,object all
wood,p,communication no-cat
anchor,u,communication
switching,u,communication
hook,u,communication
developed,u,communication
serves,u,communication
yards,u,communication
placed,u,communication
above,u,communication
uses,u,communication
perfectly,u,communication
designer,u,communication
bend,u,communication
recovered,u,communication
shaped,r,communication no-cat
inch,u,relation communication no-cat
spokeswoman,u,communication
hangs,NA,communication
circle,NA,communication
asks,NA,communication
searching,NA,communication
sided,NA,communication
dark,NA,communication no-cat
spotted,NA,communication
operates,NA,communication
hood,NA,communication
used,u,relation
tall,u,relation no-cat
plastic,u,relation
across,u,relation
beside,r,relation
flower,u,relation no-cat
sits,u,relation no-cat
hang,u,relation no-cat
warm,u,relation no-cat
lit,u,relation
deck,u,relation
pole,i,no-cat
thick,u,no-cat
black,r,no-cat
decorated,u,no-cat
giant,u,no-cat
favorite,u,no-cat
piece,u,no-cat
rocks,u,no-cat
fishing,u,no-cat
tables,i,no-cat
soft,u,no-cat
lovely,u,no-cat
native,u,no-cat
plenty,u,no-cat
old,u,no-cat
outdoor,NA,no-cat
replaced,NA,no-cat
legs,NA,no-cat
dirt,NA,no-cat
huge,NA,no-cat
winter,NA,no-cat
shape,NA,no-cat
gentle,NA,no-cat
sand,NA,no-cat
sweet,NA,no-cat
flat,NA,no-cat
played,NA,no-cat
smooth,NA,no-cat
kitchen,NA,no-cat
grew,NA,no-cat
hall,NA,no-cat
hole,u,no-cat
custom,NA,no-cat
wrapped,NA,no-cat
species,NA,no-cat
makeshift,NA,no-cat
eating,NA,no-cat
covered,NA,no-cat
tree,NA,no-cat
eat,NA,no-cat
grass,NA,no-cat
flowers,NA,no-cat
grow,NA,no-cat
grown,NA,no-cat
foot,u,no-cat
green,NA,no-cat
boards,NA,no-cat
hanging,NA,no-cat
atop,u,no-cat
ceiling,NA,no-cat
sells,NA,no-cat
gardens,NA,no-cat
add,NA,no-cat
floor,NA,no-cat
restaurant,NA,no-cat
hung,NA,no-cat
carved,NA,no-cat
glass,NA,no-cat
natural,NA,no-cat
feet,u,no-cat
spread,NA,no-cat
yellow,u,no-cat
living,NA,no-cat
simple,NA,no-cat
bare,NA,no-cat
beneath,NA,no-cat
produces,NA,no-cat
imported,NA,no-cat
large,NA,no-cat
mountain,NA,no-cat
big,u,no-cat
room,NA,no-cat
walking,NA,no-cat
painted,NA,no-cat
red,NA,no-cat
colored,NA,no-cat
climbing,NA,no-cat
rich,NA,no-cat
music,NA,no-cat
dance,NA,no-cat
deep,NA,no-cat
wind,NA,no-cat
beautiful,NA,no-cat
burning,NA,no-cat
sitting,NA,no-cat
root,NA,no-cat
lots,NA,no-cat
topped,u,no-cat
lawn,NA,no-cat
square,NA,no-cat
dining,NA,no-cat
rings,NA,no-cat
boys,NA,no-cat
hometown,NA,no-cat
crafted,u,no-cat
taste,NA,no-cat
dry,u,no-cat
pot,NA,no-cat
desert,NA,no-cat
rock,NA,no-cat
color,NA,no-cat
bright,NA,no-cat
famous,NA,no-cat
elegant,NA,no-cat
nailed,NA,no-cat
sliding,NA,no-cat
technique,NA,no-cat
wash,NA,no-cat
den,NA,no-cat
destroying,NA,no-cat
treated,NA,no-cat
clearing,NA,no-cat
tops,i,no-cat
handsome,u,no-cat
pound,NA,no-cat
scattered,NA,no-cat
lady,NA,no-cat
famed,NA,no-cat
mills,NA,no-cat
tale,NA,no-cat
salmon,NA,no-cat
sang,NA,no-cat
plaza,NA,no-cat
lately,NA,no-cat
singing,NA,no-cat
excellent,NA,no-cat
corner,NA,no-cat
rough,NA,no-cat
drops,NA,no-cat
captain,NA,no-cat
rolling,NA,no-cat
earth,NA,no-cat
gray,NA,no-cat
