,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
lettuce,0.001468481380165911,0.0,0.001358832112183183,0.0,0.0011769184810798167,0.0,0.0,0.0015885210192356815,0.0,0.001241457374472926,0.0,0.0014284469521174251,0.0,0.0,0.0,0.0005508438212836629
herb,0.0005261344508986076,0.0,0.00047864881654578235,0.0,0.0005399609742309475,0.0,0.0,0.0,0.0,0.0005392625648408642,0.0,0.0,0.0,0.0,0.0,0.0001389337871010801
guava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spinach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0028566879126973093,0.0,0.002761769406897284,0.0,0.002535673527685917,0.0,0.0,0.0029073163765374367,0.0,0.0025542944054502328,0.0,0.002857583005823114,0.0,0.0,0.0,0.0010982216423394196
strawberry,0.0006320254417923328,0.0,0.0005078747581959639,0.0,0.0007020132322705871,0.0,0.0,0.0,0.0,0.000638311093863461,0.000644492256230823,0.0,0.0,0.0,0.0,0.00020831445215687786
cucumber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banana,0.0034137184911997285,0.0,0.0032241196349186317,0.0,0.0034111036558752894,0.0,0.0,0.0,0.0,0.0034233096104622496,0.0034523996384372493,0.0,0.0,0.0,0.0,0.0011283100687262098
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berry,0.0005521846791073691,0.0,0.0,0.0,0.0006444197143168047,0.0,0.0,0.0,0.0,0.0006760323721135327,0.0006558186462929312,0.0,0.0,0.0,0.0,0.00016856369412204252
broccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhubarb,0.0049198892256936645,0.0,0.004722082873161605,0.0,0.004204508753045128,0.0,0.0,0.004803493249673429,0.0,0.004091021089805617,0.0,0.0,0.0,0.0,0.0,0.0015160663460919632
cilantro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,0.0019521218880106603,0.0,0.0018007404618565663,0.0,0.00175024553527096,0.0,0.0017700936193989496,0.0,0.0,0.001746495845188663,0.001896120709153142,0.0,0.0,0.0,0.0,0.0007277212039252627
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.000178947980116951,0.0,0.00015825938710993564,0.0,0.0001816136178965823,0.0,0.0,0.0,0.0,0.00017795408872771398,0.00018196164320393566,0.0,0.0,0.0,0.0,5.8582447803674576e-05
grass,0.0024239303176838587,0.0,0.002549212308709396,0.0,0.0024319365940651317,0.0,0.0,0.0,0.0,0.002503572533347613,0.0,0.0,0.0,0.0,0.0,0.0006605767835870666
pepper,0.0005572789412508038,0.0,0.0004969577095685299,0.0,0.00048386769375103396,0.0,0.0,0.0005314786638175603,0.0,0.00048523976528521394,0.0,0.0,0.0,0.0,0.0,0.00017032151824487613
watermelon,0.002829380216902357,0.0,0.0027137410324921205,0.0,0.0023581354923454625,0.0,0.0,0.0,0.0,0.00237569056449657,0.002732832079342147,0.0,0.0,0.0,0.0,0.0008673186257052438
salad,0.0003073812434427115,0.0,0.0,0.0,0.0002605488011467122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7862002972628245e-05
crab,0.0006582467475766675,0.0,0.0,0.0,0.0005789390359300708,0.0,0.0,0.0,0.0,0.0005789414763816405,0.0,0.0,0.0006188898282939959,0.0,0.0,0.00016233447254549165
water,0.008897274337783942,0.0,0.0,0.0,0.00908582025401026,0.0,0.00879442022737248,0.0,0.0,0.008929215112795812,0.0,0.0,0.0,0.0,0.0,0.0023804486621308327
melon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plantain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pear,0.000979584472271536,0.0,0.0009592791352700571,0.0,0.0010372258728946686,0.0,0.0,0.0,0.0,0.0010276560518679353,0.0011523640459123695,0.0,0.0,0.0,0.0,0.0003437406385477711
avocado,0.004579192914623097,0.0,0.004283997313489322,0.0,0.00381763466652924,0.0,0.0,0.0,0.0,0.003859075624616567,0.004271172966940411,0.0,0.0,0.0,0.0,0.001387404899079909
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.0033951547194576025,0.0,0.003297812015749625,0.0,0.002870918541179216,0.0,0.0,0.0,0.0,0.002903124871264904,0.0033974190714464183,0.0,0.0,0.0,0.0,0.0010576286146065175
celery,0.002720992402967316,0.0,0.002527579857369632,0.0,0.0021350772078017164,0.0,0.0,0.0028901149506613414,0.0,0.0021476463782306525,0.0,0.0,0.0,0.0,0.0,0.0008280940531353773
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asparagus,0.001636088225162939,0.0,0.0014958812629949625,0.0,0.001442739056622378,0.0,0.0,0.0015872999973632416,0.0,0.0014414209121566767,0.0,0.0,0.0,0.0,0.0,0.0005068952969533465
grape,0.0007143370753600772,0.0,0.0006635791131279928,0.0,0.0006438436004829723,0.0,0.0,0.0,0.0,0.0006432748901164231,0.0006973771201530479,0.0,0.0,0.0,0.0,0.0002241607866160342
vegetable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sauce,0.0004248677726144478,0.0,0.0,0.0,0.00032262263418319327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.983269378650941e-05
grapefruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime,0.006368753825732894,0.0,0.006030105322700271,0.0,0.00519592357372542,0.0,0.004662097631472226,0.0,0.0,0.0052714459347426405,0.006206578499201252,0.0,0.0,0.0,0.0,0.00224899365250498
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
