,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
fenugreek,0.013076224380713023,0.0,0.01524001414159387,0.0,0.010625975346477764,0.0,0.0,0.0,0.0,0.010529097514568262,0.0,0.0,0.0,0.0,0.0,0.0032980874255568613
mussel,0.006767255891781814,0.0,0.0,0.0,0.0073260091977965305,0.0,0.0,0.0,0.0,0.007400950613729704,0.0,0.0,0.007493432475033785,0.0,0.0,0.0019325098785561222
ketchup,0.007019327745709673,0.0,0.0,0.0,0.006781318495143689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009200430827235574
herring,0.004296662541092883,0.0,0.0,0.004682145703344628,0.004579157300576236,0.0,0.0,0.0,0.0,0.004526256423134372,0.0,0.0,0.004144623769883715,0.0,0.0,0.0014819230492021222
pumpkin,0.004548415957618459,0.0,0.004260655642946965,0.0,0.0037988469247022577,0.0,0.0,0.003978378800848486,0.0,0.0037703668820918603,0.0,0.0,0.0,0.0,0.0,0.0013571109472138687
jam,0.001867917104473693,0.0,0.0,0.0,0.002051640883660443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026130386587560906
champagne,0.00327247291257468,0.0,0.0,0.0,0.0033292684057160634,0.0,0.003951588275517408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007035553062538768
cheese,0.002674056130199681,0.0,0.0024569759371042047,0.0,0.0021891812502447226,0.0,0.0,0.0,0.0,0.0021641951623105602,0.0,0.0,0.0,0.0,0.0,0.0006322938986572779
cherry,0.0007571607384429483,0.0,0.00075774920315429,0.0,0.0007116565171242651,0.0,0.0008289889137231407,0.0,0.0,0.000711098156615788,0.0008945310533261155,0.0,0.0,0.0,0.0,0.0003107456388257698
slug,0.0011849314491753319,0.0,0.0,0.0,0.0012853508223433527,0.0,0.0017653651301955643,0.0,0.0,0.0012694572400591807,0.0,0.0014330840680269504,0.0015413180340055064,0.0018387935866756016,0.0,0.0006878866886987658
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0025280766688292287,0.0,0.0,0.0,0.002438340127988938,0.0,0.0,0.0025437225449813057,0.0,0.002411827976549356,0.0,0.0,0.0,0.0,0.0,0.0006614644878899219
garlic,0.005353331633772411,0.0,0.005117483607939501,0.0,0.004258611480525164,0.0,0.0,0.0,0.0,0.004251972285315144,0.0,0.0,0.0,0.0,0.0,0.0012654266005034812
rice,0.0022252555612262324,0.0,0.0023110339590832036,0.0,0.0026422750142956514,0.0,0.0,0.0,0.0,0.002516214405863385,0.0,0.0,0.0,0.0,0.0,0.0006463185960312315
blueberry,0.002150415839567445,0.0,0.002054479774697491,0.0,0.0018359547724600654,0.0,0.0,0.0,0.0,0.0018282818096169691,0.002574441748762896,0.0,0.0,0.0,0.0,0.0006962382630069911
chicken,0.008407535471602704,0.0,0.0,0.0,0.007371149176277452,0.0,0.0,0.0,0.006591563057428913,0.007353636986920497,0.0,0.0,0.006641038893378684,0.0,0.0,0.00242432823904055
shrimp,0.013007058259497245,0.0,0.0,0.0,0.011513966994065159,0.0,0.0,0.0,0.0,0.01145668056127545,0.0,0.0,0.009859808854549314,0.0,0.0,0.003055834311292478
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.007270505864425869,0.0,0.0071576503967338365,0.0,0.006567136958944331,0.0,0.0,0.007122875116992107,0.0,0.006539558275040185,0.0,0.0,0.0,0.0,0.0,0.0023105151074757553
wine,0.013818962027082236,0.0,0.0,0.0,0.013549884575061693,0.0,0.015793494560749705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028774894108595755
cider,0.00728707168250721,0.0,0.0,0.0,0.006507295720188586,0.0,0.007357431397247308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014101199199962069
tomato,0.011044439907649873,0.0,0.010087730024138273,0.0,0.008638000262449612,0.0,0.0,0.010416217782637783,0.0,0.00860628652555584,0.0,0.0,0.0,0.0,0.0,0.003252844966828759
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.00025353236336208564,0.00037915145005635366,0.0,0.0,0.0002536351981178857,0.0,0.0,0.0,0.0,0.000250765365628503,0.0,0.0,0.0,0.0,0.0,7.580562514432187e-05
dog,0.010707541879258452,0.0,0.0,0.014718232584901531,0.011943819611169254,0.016340657964585396,0.0,0.0,0.0,0.0119005517342405,0.0,0.0,0.012884126925898114,0.0,0.0,0.005232995380003549
bulgur,0.011014943410458684,0.0,0.0,0.0,0.009888826251988449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013935846441631423
mushroom,0.002740728936664133,0.0,0.0,0.0,0.0028252851891347663,0.0,0.0,0.0020942997093271395,0.0,0.0027829546970428508,0.0,0.0,0.0,0.0,0.0,0.0006962179021445926
potato,0.0035072809535833995,0.0,0.003443800152234994,0.0,0.0032378074299543582,0.0,0.0,0.0033627545758629913,0.0,0.003224579064718361,0.0,0.0,0.0,0.0,0.0,0.0011184148117569404
corn,0.002769068279128079,0.0,0.002789754052382877,0.0,0.0026333530313782825,0.0,0.0029998422651239345,0.0,0.0,0.002639160525787411,0.00314638471880094,0.0,0.0,0.0,0.0,0.0011318375248401016
agenda,0.0,0.005696930905602609,0.0,0.0,0.004932891165649409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007086548047501346
problem,0.0,0.019078030797647808,0.0,0.0,0.012179659653277485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020838460300616865
wand,0.0,0.0008530587355015032,0.0,0.0,0.0008148057610005416,0.0,0.0,0.0,0.0,0.0008033609302838516,0.0,0.0,0.0,0.0,0.0,0.00016474836178572642
debate,0.0,0.0031131477682981618,0.0,0.0,0.002048236833108305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034409230676043113
discussion,0.0,0.005463223581486212,0.0,0.0,0.003446859115891538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005940055131585168
argument,0.0,0.0068186330093883245,0.0,0.0,0.0047691814241735825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007725209622374605
spider,0.0,0.0019406417954480702,0.0,0.0,0.0013942794014028014,0.0,0.0,0.0,0.0,0.0013822945625907993,0.0,0.0,0.0015519485384206083,0.0,0.0,0.00041794428652415196
eucalyptus,0.0,0.0,0.002249263571510755,0.0,0.002129013461701633,0.0,0.002076897072051666,0.0,0.0,0.0021463361348765253,0.0,0.0,0.0,0.0,0.0,0.0005734340160093719
weed,0.0,0.0,0.02070311687359195,0.0,0.021179031568620423,0.0,0.0,0.0,0.0,0.020456228697145192,0.0,0.0,0.0,0.0,0.0,0.0041558918092905045
pine,0.0,0.0,0.003624759465106287,0.0,0.0032149881585364064,0.0,0.00323480262580836,0.0,0.0,0.003198588218045548,0.0,0.0,0.0,0.0,0.0,0.0008848758978331067
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maize,0.0,0.0,0.0029314263379702408,0.0,0.0023498438619909555,0.0,0.0,0.0,0.0,0.00238084607284225,0.0,0.0,0.0,0.0,0.0,0.0005108077515202298
elm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.008943865627911671,0.0,0.009908241164375798,0.0,0.0,0.0,0.0,0.009257677445945784,0.0,0.0,0.0,0.0,0.0,0.0018739856158822169
fern,0.0,0.0,0.002501146223096013,0.0,0.0022676757426832047,0.0,0.0,0.0,0.0,0.002197279629315826,0.0,0.0,0.0,0.0,0.0,0.0004644067730063363
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.013659555792781492,0.0,0.01855897352472424,0.0,0.014536959543696269,0.0,0.0,0.017795989867731336,0.0,0.0,0.0,0.0,0.0,0.004303431915262223
shrub,0.0,0.0,0.005934279561857583,0.0,0.006048138589755302,0.0,0.0,0.0,0.0,0.005997624195694745,0.0,0.0,0.0,0.0,0.0,0.0011986694898205087
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peanut,0.0,0.0,0.001757816040572386,0.0,0.001503819104105577,0.0,0.0,0.0,0.0,0.0014791625068360705,0.002061543378404247,0.0,0.0,0.0,0.0,0.000453489401994552
walnut,0.0,0.0,0.0005329235493377614,0.0,0.000535764699354383,0.0,0.0007486315539967134,0.0,0.0,0.0005499069433987165,0.0006124324067757586,0.0,0.0,0.0,0.0,0.00019864394352422221
cassava,0.0,0.0,0.0027338852979865505,0.0,0.002517796468276997,0.0,0.0028094301909154422,0.0,0.0,0.0025211247065486057,0.0,0.0,0.0,0.0,0.0,0.0007054824442485064
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iguana,0.0,0.0,0.0,0.009955181302197394,0.010989763188912729,0.0,0.0,0.0,0.0,0.010179149532578502,0.0,0.0,0.010821387158412275,0.0,0.0,0.00279636541214006
crocodile,0.0,0.0,0.0,0.01416379040547336,0.01019062762987841,0.0,0.0,0.0,0.0,0.010013584278363158,0.0,0.0,0.011516819264292712,0.0,0.0,0.0030589881052005092
tank,0.0,0.0,0.0,0.03681489292200965,0.03218315609828362,0.0,0.0,0.0,0.0,0.031454133392827696,0.0,0.0383405139194611,0.0,0.0,0.0,0.009252846422172138
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0020555967918660725,0.0016610208503299434,0.0,0.0,0.0,0.0,0.0016112682506764188,0.0,0.0,0.0017349666156294516,0.0,0.0,0.00047085683390012573
jeep,0.0,0.0,0.0,0.0008936267800385143,0.0005697355964605123,0.0,0.0,0.0,0.0,0.0005682511123557358,0.0,0.0,0.0,0.0,0.0,0.00013544089925698416
turtle,0.0,0.0,0.0,0.009925926399428865,0.00872037087600357,0.0,0.0,0.0,0.0,0.007934488632160067,0.0,0.0,0.00914356703429277,0.0,0.0,0.002381623529459018
glass,0.0,0.0,0.0,0.0,0.0348462439711781,0.0,0.0,0.0,0.0,0.03426216637684244,0.0,0.04124423093210086,0.0,0.0,0.0,0.0073568427520080935
lawn,0.0,0.0,0.0,0.0,0.0057282082880638656,0.0,0.0,0.0,0.0,0.00608555482487653,0.0,0.0,0.0,0.0,0.0,0.0007875842075293596
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seaweed,0.0,0.0,0.0,0.0,0.03971569169433034,0.0,0.0,0.0,0.0,0.03488679296893408,0.0,0.0,0.0,0.0,0.0,0.004973498977550961
fruit,0.0,0.0,0.0,0.0,0.010277726966819044,0.0,0.0,0.0,0.0,0.010020608317097316,0.010882651795757954,0.0,0.0,0.0,0.0,0.002078732471978288
parka,0.0,0.0,0.0,0.0,0.014218761471286914,0.0,0.0,0.0,0.0,0.014053047773240108,0.0,0.0,0.0,0.0,0.0,0.001884787282968468
moss,0.0,0.0,0.0,0.0,0.0012528840785590327,0.0,0.0,0.0,0.0,0.0012029912015344075,0.0,0.0,0.0,0.0,0.0,0.00016372501867289603
stocking,0.0,0.0,0.0,0.0,0.012715305659364686,0.0,0.0,0.0,0.0,0.013577306566319492,0.0,0.0,0.0,0.0,0.0,0.001752840815045612
oven,0.0,0.0,0.0,0.0,0.005329560621222417,0.0,0.0,0.0,0.0,0.005366238443571372,0.0,0.0,0.0,0.0,0.0,0.0007130532709862526
dress,0.0,0.0,0.0,0.0,0.0015799086733960259,0.0,0.0,0.0,0.0,0.0015534720567375513,0.0,0.0,0.0,0.0,0.0,0.0002088920486755718
kingfisher,0.0,0.0,0.0,0.0,0.007123468091175922,0.0,0.0,0.0,0.008404095304023335,0.006360671084428334,0.0,0.0,0.0057163659393700125,0.0,0.0,0.0018403066945998402
ring,0.0,0.0,0.0,0.0,0.002344381509691036,0.0,0.0,0.0,0.0,0.002247093816103021,0.0,0.0,0.0,0.0,0.0,0.0003060983550529371
insect,0.0,0.0,0.0,0.0,0.006360810822876553,0.0,0.0,0.0,0.0,0.006578816604450721,0.0,0.0,0.00745321466240036,0.0,0.0,0.0013595228059818422
bra,0.0,0.0,0.0,0.0,0.0011547856624556005,0.0,0.0,0.0,0.0,0.001090308042116045,0.0,0.0,0.0,0.0,0.0,0.0001496729136381097
eye,0.0,0.0,0.0,0.0,0.002478211448882974,0.0,0.0,0.0,0.0,0.0024146755854028874,0.0,0.0,0.0,0.0,0.0,0.00032619246895239075
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.0,0.0,0.00911608456230521,0.0,0.0,0.0,0.0,0.008843049082329435,0.0,0.0,0.011040872588351198,0.0,0.0,0.0019333337488657229
parakeet,0.0,0.0,0.0,0.0,0.022682645759138195,0.0,0.0,0.0,0.02625492739028864,0.021941555600133437,0.0,0.0,0.02362727289223766,0.0,0.0,0.0063004267761198616
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.012189537103718978,0.0,0.011244960605916484,0.0,0.0,0.011891953788090836,0.0,0.0,0.0,0.0,0.0,0.0023550967665150867
cricket,0.0,0.0,0.0,0.0,0.0002147525289384292,0.0,0.0,0.0,0.0,0.0002090997296380395,0.0,0.0,0.0002319111591622066,0.0,0.0,4.371756118257835e-05
bottle,0.0,0.0,0.0,0.0,0.12869806020520086,0.0,0.0,0.0,0.0,0.12646457163841118,0.0,0.1501261493728813,0.0,0.0,0.0,0.027019252081099558
ink,0.0,0.0,0.0,0.0,0.0033087272884608945,0.0,0.0031232762345936933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042880023487030584
toad,0.0,0.0,0.0,0.0,0.0035044091606713703,0.0,0.0,0.0,0.0,0.0032486537676402532,0.0,0.0,0.003060618723355453,0.0,0.0,0.0006542454434444717
hose,0.0,0.0,0.0,0.0,0.1300892022477645,0.0,0.0,0.0,0.0,0.13259971480424962,0.0,0.0,0.0,0.0,0.0,0.017512594470134275
emerald,0.0,0.0,0.0,0.0,0.011696448754975726,0.0,0.011166991032070507,0.0,0.0,0.011941393087945168,0.0,0.0,0.0,0.0,0.0,0.0023203221916660932
world,0.0,0.0,0.0,0.0,0.005585309085677383,0.005446198040528653,0.0,0.0,0.0,0.005405835713111591,0.0,0.0,0.00558878157688349,0.0,0.0,0.0014684082944134078
jade,0.0,0.0,0.0,0.0,0.003831639346115397,0.004030329236365603,0.0,0.0,0.0,0.0035908895873008177,0.0,0.0,0.0038573988133942345,0.0,0.0,0.0010206837988784034
recorder,0.0,0.0,0.0,0.0,0.0009351098161969453,0.0,0.0,0.0,0.0,0.000864430649354984,0.0,0.0,0.0,0.0,0.0,0.00011996936437012861
sand,0.0,0.0,0.0,0.0,0.030832435994375414,0.0,0.04323748588231605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004937994791779431
fox,0.0,0.0,0.0,0.0,0.00040079077006564064,0.0007185085710856454,0.0005773541012034485,0.0,0.0,0.00039834323103389384,0.0,0.0,0.00042550329580881097,0.0,0.0,0.0001680333312798293
crypt,0.0,0.0,0.0,0.0,0.0018443760366309188,0.0,0.0,0.0,0.0,0.0018625621200881557,0.0,0.0,0.0,0.0,0.0,0.0002471292104479383
pyramid,0.0,0.0,0.0,0.0,0.0005056169003707648,0.0,0.0007441358322426379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.331684884089352e-05
sun,0.0,0.0,0.0,0.0,0.0034975815049723266,0.0,0.0,0.0,0.0,0.003496205914237561,0.0,0.0,0.0,0.0,0.0,0.0004662524946139925
giraffe,0.0,0.0,0.0,0.0,0.008201110221034178,0.009581994716910226,0.0,0.0,0.0,0.00819261883482595,0.0,0.0,0.0075537408580378974,0.0,0.0,0.0022352976420538834
brick,0.0,0.0,0.0,0.0,0.006036745483094709,0.0,0.0,0.0,0.0,0.006007783807514181,0.0,0.0,0.0,0.0,0.0,0.000802968619373926
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.004460172207670556,0.0,0.0,0.0,0.0,0.0,0.0,0.004930356060555726,0.0,0.0,0.0,0.0006260352178817521
tyre,0.0,0.0,0.0,0.0,0.0011786585973731457,0.0,0.0,0.0,0.0,0.0011664022026319208,0.0,0.0,0.0,0.0,0.0,0.00015633738666700442
squirrel,0.0,0.0,0.0,0.0,0.005913237109596189,0.006846773319019022,0.0063048117401773894,0.0,0.0,0.005741448393476521,0.0,0.0,0.00506527977040871,0.0,0.0,0.001991436688845189
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.005270698234695042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01115904160271862,0.0010953159891609109
human,0.0,0.0,0.0,0.0,0.0013072363657483047,0.0018489427383822387,0.0,0.0,0.0,0.0012811759845665668,0.0,0.0,0.0012793966518980248,0.0,0.0,0.0003811167827063423
diamond,0.0,0.0,0.0,0.0,0.0026637822483544624,0.0,0.0034733751734296273,0.0,0.0,0.0026639027824965694,0.0,0.0,0.0,0.0,0.0,0.0005867373469520439
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0001897496828894958,0.0,0.0,0.0,0.00030352438848607355,0.00019308691603134952,0.0,0.0,0.00020556380840576827,0.0,0.0,5.946165305417914e-05
nightmare,0.0,0.0,0.0,0.0,0.002702556037568721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005355619562494277,0.0005372117066708666
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0032123537361640375,0.0,0.0034802587465748635,0.0,0.0,0.003182405894075292,0.0,0.0,0.0031551425279903768,0.0,0.0,0.000868677393653638
raccoon,0.0,0.0,0.0,0.0,0.011671110067875903,0.01269179284861042,0.010342626542864613,0.0,0.0,0.011266480542929813,0.0,0.0,0.009987022430597067,0.0,0.0,0.003730602162191855
newspaper,0.0,0.0,0.0,0.0,0.0012701351790426697,0.0,0.0016154675634702572,0.0,0.0,0.0012521116054757407,0.0,0.0,0.0,0.0,0.0,0.00027584762319924456
piano,0.0,0.0,0.0,0.0,0.0008175128565104125,0.0,0.0,0.0,0.0,0.0008233972260556844,0.0,0.0,0.0,0.0,0.0,0.00010939400550440646
leopard,0.0,0.0,0.0,0.0,0.0035035907800406566,0.00484745504038519,0.0042336388310223365,0.0,0.0,0.0034917935748043057,0.0,0.0,0.0038417130283089087,0.0,0.0,0.0013278794169707597
whale,0.0,0.0,0.0,0.0,0.007365585292784481,0.011597546321489804,0.0,0.0,0.0,0.0073486186495192694,0.0,0.0,0.00914746399792583,0.0,0.0,0.002363947617447959
robin,0.0,0.0,0.0,0.0,0.00018146197949273855,0.0,0.0,0.0,0.00028185769233896236,0.0001824692420200931,0.0,0.0,0.00021998418249383957,0.0,0.0,5.7718206423042246e-05
