,food,communication,plant,no-cat,all,mammal,relation,vegetable,bird,object,fruit,measure,animal,weapon,green,mean
water,0.000329528679177183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19685786118122e-05
melon,0.035330988605648844,0.0,0.0357464380719804,0.0,0.0,0.0,0.0,0.0,0.0,0.044594869057088614,0.034414251289890785,0.0,0.0,0.0,0.0,0.010005769801640576
plantain,0.012452012084458243,0.0,0.012441940098143669,0.0,0.0,0.0,0.0,0.011848020603327278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002449464852395279
pear,0.010775429194986896,0.0,0.01055207048797063,0.0,0.0,0.0,0.0,0.0,0.0,0.015145261768055258,0.010982971917439136,0.0,0.0,0.0,0.0,0.003163715557896795
avocado,0.0847150689205273,0.0,0.07925395029955246,0.0,0.10383391321810052,0.0,0.0,0.0,0.0,0.09565140032717255,0.06846307095727225,0.0,0.0,0.0,0.0,0.02879449358150834
nectarine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,0.03395154719457603,0.0,0.032978120157496245,0.0,0.0,0.0,0.0,0.0,0.0,0.03889573934315554,0.029436529656204944,0.0,0.0,0.0,0.0,0.00901746242342885
celery,0.003401240503709145,0.0,0.00315947482171204,0.0,0.0,0.0,0.0,0.003612643688326677,0.0,0.0035967404707489916,0.0,0.0,0.0,0.0,0.0,0.0009180066322997902
pineapple,0.039025846738028974,0.0,0.03696505984809093,0.0,0.0,0.0,0.0,0.0,0.0,0.04515772150494742,0.033153817510019654,0.0,0.0,0.0,0.0,0.010286829706739132
coconut,0.005018696828888638,0.0,0.004855433939965982,0.0,0.0,0.0,0.0,0.0,0.0,0.006182886343808522,0.004566190699879424,0.0,0.0,0.0,0.0,0.001374880520836171
asparagus,0.001636088225162939,0.0,0.0014958812629949625,0.0,0.0,0.0,0.0,0.0015872999973632416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003146179657014095
grape,0.005000359527520541,0.0,0.0046450537918959495,0.0,0.0,0.0,0.0,0.0,0.0,0.006032967058955568,0.004229638232160441,0.0,0.0,0.005276578257992109,0.0,0.0016789731245683073
vegetable,0.00035097350459879724,0.0,0.000331811197898498,0.0,0.0,0.0,0.0,0.00034286459235151584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83766196565874e-05
sauce,0.0019119049767650149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012746033178433433
grapefruit,0.12940576849712188,0.0,0.12142281402802622,0.0,0.16353097047075965,0.0,0.0,0.0,0.0,0.150285952305688,0.1075982584266899,0.0,0.0,0.0,0.0,0.04481625091521904
lime,0.02145264446562659,0.0,0.020311933718569333,0.0,0.025731331216031862,0.0,0.02404255683924382,0.0,0.0,0.02378989057147072,0.01811407301224227,0.0,0.0,0.0,0.0,0.008896161988212307
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ketchup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herring,0.0014322208470309607,0.0,0.0,0.0,0.0021619154966772834,0.0,0.0,0.0,0.0,0.0021642557767676436,0.0,0.0,0.0,0.0,0.0,0.00038389280803172583
pumpkin,0.0011371039894046146,0.0,0.0012107498525974767,0.0,0.0013451360420046877,0.0,0.0,0.0009945947002121215,0.0,0.0013521171044453334,0.0,0.0,0.0,0.0,0.0,0.00040264677924428227
jam,0.000431057793340083,0.0,0.0,0.0,0.0006705847211567858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.344283429979126e-05
champagne,0.00109082430419156,0.0,0.0,0.0,0.0015718169275403342,0.0,0.0017968699871970392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029730074792859554
cheese,0.0006685140325499203,0.0,0.000698198470606016,0.0,0.0007751685341772124,0.0,0.0,0.0,0.0,0.0007761168575442252,0.0,0.0,0.0,0.0,0.0,0.00019453319299182493
cherry,0.0015143214768858966,0.0,0.0017226357873697457,0.0,0.0020159271477597713,0.0,0.002261751774116415,0.0,0.0,0.002040094262585511,0.0016257415719981526,0.0,0.0,0.0,0.0,0.0007453648013810328
slug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quesadilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iceberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garlic,0.00042263144477150616,0.0,0.0004592319544384668,0.0,0.0004761897966653174,0.0,0.0,0.0,0.0,0.0004815249215841541,0.0,0.0,0.0,0.0,0.0,0.00012263854116396295
rice,0.0001264349750696723,0.0,0.00014925594576568302,0.0,0.0002126374508003505,0.0,0.0,0.0,0.0,0.00020508111152857253,0.0,0.0,0.0,0.0,0.0,4.622729887761856e-05
blueberry,0.002150415839567445,0.0,0.0023352847944866847,0.0,0.002600377414386193,0.0,0.0,0.0,0.0,0.0026226106730046776,0.002339425199432187,0.0,0.0,0.0,0.0,0.0008032075947251458
chicken,0.0006005382479716217,0.0,0.0,0.0,0.0007457299261392579,0.0,0.0,0.0,0.0007376398053513895,0.0007534680432842367,0.0,0.0,0.0,0.0,0.0,0.00018915840151643374
shrimp,0.004335686086499082,0.0,0.0,0.0,0.005435983531198593,0.0,0.0,0.0,0.0,0.005478078299008881,0.0,0.0,0.006495650824369161,0.0,0.0,0.0014496932494050478
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0007270505864425869,0.0,0.0008135953608112454,0.0,0.000930144624550718,0.0,0.0,0.0007122875116992107,0.0,0.0009380783224250083,0.0,0.0,0.0,0.0,0.0,0.00027474376039525125
wine,0.0006909481013541119,0.0,0.0,0.0,0.0009595773911499415,0.0,0.0010772449350934083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001818513618398308
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0022738552751043854,0.0,0.0023607530263538854,0.0,0.0025188757350113793,0.0,0.0,0.0021445154258371906,0.0,0.0025417077300301013,0.0,0.0,0.0,0.0,0.0,0.0007893138128224627
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tongue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog,0.00018785161191681494,0.0,0.0,0.0,0.00029678557373606363,0.0,0.0,0.0,0.0,0.00029949041454527963,0.0,0.0,0.0,0.0,0.0,5.227517334654388e-05
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,0.0010962915746656533,0.0,0.0,0.0,0.0016006511500676248,0.0,0.0,0.0008377198837308558,0.0,0.001596823127060956,0.0,0.0,0.0,0.0,0.0,0.000342099049035006
potato,0.0007515602043392999,0.0,0.0008388207039575417,0.0,0.0009826947621805072,0.0,0.0,0.0007205902662563553,0.0,0.0009911900530159765,0.0,0.0,0.0,0.0,0.0,0.000285657065983312
corn,0.00010650262612031074,0.0,0.00012196368860947396,0.0,0.00014345316817041014,0.0,0.00015739513086585578,0.0,0.0,0.00014560729866055908,0.00010996755527840831,0.0,0.0,0.0,0.0,5.232596451366787e-05
agenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
debate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argument,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eucalyptus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pine,0.0,0.0,0.0030069505823902293,0.0,0.0,0.0,0.005079522098669216,0.0,0.0,0.004183801755939813,0.0,0.0,0.0,0.0,0.0,0.0008180182957999506
fir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sycamore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrub,0.0,0.0,0.0031327118867432347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020884745911621565
buttercup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peanut,0.0,0.0,0.000166506103783942,0.0,0.00017749607689585575,0.0,0.0,0.0,0.0,0.00017681753423402088,0.0001561123730830508,0.0,0.0,0.0,0.0,4.512880586645796e-05
walnut,0.0,0.0,0.0018172896273592144,0.0,0.0022765110195385003,0.0,0.003063766084290031,0.0,0.0,0.002366470767248399,0.0016695733815479709,0.0,0.0,0.0,0.0,0.0007462407253322744
cassava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galangal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tortoise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003634763177791538,0.0,0.004450113691772786,0.0,0.0,0.0,0.0005389917913042883
lawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
budgie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seaweed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,0.0,0.0,0.0,0.0,0.011451197529609334,0.0,0.0,0.0,0.0,0.010243193827023449,0.0066823300500268145,0.0,0.0,0.0,0.0,0.0018917814271106398
parka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stocking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caterpillar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parakeet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leafs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cricket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017256676662614134,0.0,0.0,0.0,0.0,0.0,0.00011504451108409423
ink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
world,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brick,0.0,0.0,0.0,0.0,0.00029483516107052385,0.0,0.0,0.0,0.0,0.00029717138209921955,0.0,0.0,0.0,0.0,0.0,3.946710287798289e-05
jaguar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightmare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raccoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newspaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leopard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
