,animal,mammal,no-cat,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
rooster,0.0013037186595697533,0.0,0.0,0.0,0.0,0.0,0.0013377809395737836,0.0016737714826105632,0.0,0.0,0.0,0.001344110882573105,0.0,0.0004353370741790158
pigeon,0.006045489547266706,0.0,0.0,0.0,0.0,0.0,0.005721625133283361,0.008210048985124894,0.0,0.0,0.0,0.005748337102303354,0.0,0.00197888467445987
jackdaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bird,0.0195752343994748,0.0,0.0,0.0,0.0,0.0,0.017461443965195087,0.02531357741186315,0.017793427046438246,0.0,0.022175196417309778,0.017550136818136736,0.0256086919131421,0.011190592920889223
pochard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drosophila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tattler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken,0.002136580713029908,0.0,0.0,0.0,0.0,0.0,0.0021707504570518707,0.002643306990285231,0.0,0.0,0.003005646810127773,0.002183424632862347,0.0,0.0009338238156428562
grackle,0.027039967335579024,0.0,0.0,0.0,0.0,0.0,0.026784793218574007,0.02587701312972966,0.0,0.0,0.0,0.026900932157727115,0.0,0.008200208141662292
megapode,0.048679893563667496,0.0,0.0,0.0,0.0,0.0,0.06765610791558019,0.0381400923309703,0.0,0.0,0.0,0.06793421914247134,0.0,0.01710848561174533
mosquito,0.0014758453620797307,0.0,0.0,0.0,0.0,0.0,0.0014829928097330367,0.0,0.0,0.0,0.0,0.0014908507079418847,0.0,0.0003422837599811271
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albatross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catbird,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
archaeopteryx,0.00594593501069929,0.0,0.0,0.0,0.0,0.0,0.005518521978405158,0.006637018829941492,0.0,0.0,0.0,0.005542760954964079,0.0,0.001818787444154617
eagle,0.0030250081120432883,0.0,0.0,0.003762001258742004,0.0,0.0,0.0028785441575551597,0.003771589306660457,0.0,0.0,0.0,0.002895956380718801,0.0,0.0012563922473630546
grosbeak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stilt,0.0033669939338145855,0.0,0.0,0.0,0.0,0.0,0.0030772980751996057,0.004165257916981516,0.0,0.0,0.0,0.0030930535331940693,0.0,0.001054046419937675
cricket,0.1013374890641896,0.0,0.0,0.0,0.0,0.0,0.10626405252972146,0.0,0.0,0.0,0.0,0.10694356265073228,0.0,0.02419577724958795
hen,0.0054107025249738394,0.0,0.0,0.0,0.0,0.0,0.005429058568003634,0.007824823064412595,0.0,0.0,0.007194664308765412,0.005459230800849682,0.0,0.0024091137897696282
fowl,0.0013718745362476341,0.0,0.0,0.0,0.0,0.0,0.0012690176752280513,0.0016191042408304425,0.0,0.0,0.0015897587986345746,0.0012749650029208338,0.0,0.0005480554041431951
crow,0.001714257411604171,0.0,0.0,0.0,0.0,0.0,0.0017070117526194128,0.0024573700534042133,0.0,0.0,0.0,0.0017175383810170077,0.0,0.000584321353741908
skylark,0.003221107628018569,0.0,0.0,0.0,0.0,0.0,0.004166298507866622,0.004657337701781305,0.0,0.0,0.0,0.004184111878477043,0.0,0.001248373516626426
owl,0.0015092058785103166,0.0,0.0,0.0,0.0,0.0,0.0013751530888510802,0.0022069436306543563,0.0,0.0,0.0,0.0013812330071306953,0.0,0.0004978873542420345
moth,8.534626115847891e-05,0.0,0.0,0.0,0.0,0.0,7.602490317307272e-05,0.0,0.0,0.0,0.0,7.644560771766282e-05,0.0,1.8293597849939574e-05
crake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shoveler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheldrake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gull,0.0006561244657540681,0.0,0.0,0.0,0.0,0.0,0.0006684417287767671,0.0009197377836274177,0.0,0.0,0.0,0.0006717153534108062,0.0,0.00022430917935146606
gadfly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weka,0.038657126530293094,0.0,0.0,0.0,0.0,0.0,0.05172947708358542,0.03947844697005091,0.0,0.0,0.0,0.052126231341487445,0.0,0.01399932937887822
peregrine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duck,0.0023559298647184024,0.0,0.0,0.0034289965509090568,0.0,0.0,0.002515140614004319,0.0032879699665922914,0.0,0.0,0.002968796543111476,0.0025301595744669433,0.0,0.0013143840856771143
warbler,0.0052987790285156785,0.0,0.0,0.0,0.0,0.0,0.0045271277127592645,0.008195712926894203,0.0,0.0,0.0,0.004550924028046998,0.0,0.0017363495150935497
vireo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robin,0.0011127464889308632,0.0,0.0,0.0,0.0,0.0,0.001202772665695197,0.001411434341260193,0.0,0.0,0.0,0.0012069742020315761,0.0,0.00037953289983983304
spoonbill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weaver,0.002492343058088185,0.0,0.0,0.0,0.0,0.0,0.0024450871409233393,0.003273071340496435,0.0,0.0,0.0,0.0024578481936176834,0.0,0.000820642287163511
quail,0.04969354667480504,0.0,0.0,0.0,0.0,0.0,0.05028852021869691,0.07336237927788283,0.0,0.0,0.06077397527574702,0.05083294246776671,0.0,0.021919335685761425
mealybug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
petrel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
currawong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dragonfly,0.0022041548530857334,0.0,0.0,0.0,0.0,0.0,0.0020006305982977336,0.0,0.0,0.0,0.0,0.0020114037893986646,0.0,0.00047816840313708703
roach,0.0005553999750776891,0.0,0.0,0.0,0.0,0.0010266216118599767,0.0006175467153901221,0.0,0.0,0.0,0.0,0.0006244654239872804,0.0,0.00021723336356269758
wasp,0.0026117524772385123,0.0,0.0,0.0,0.0,0.0,0.0025207466994891297,0.0,0.0,0.0,0.0,0.002538006771613463,0.0,0.0005900389191031619
damselfly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guinea,0.0006316955067460342,0.0,0.0,0.001134595636927038,0.0,0.0,0.000568070315268012,0.00071443235211958,0.0,0.0,0.0,0.0005704976097400839,0.0,0.00027840703236928834
whitethroat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hobby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thrasher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amphibian,0.0014623951552434277,0.0,0.0,0.0,0.0,0.0,0.0014219111389940828,0.0,0.0,0.0012613596070885167,0.0,0.0014218969484439746,0.0,0.00042827406536692327
kite,0.00889786594123013,0.0,0.0,0.0,0.0,0.0,0.008932566264534257,0.009242642112797054,0.010468007970105235,0.0,0.0,0.008932003445479137,0.0,0.003574852748780447
merle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scooter,0.0032923129784072375,0.0,0.0,0.0,0.0,0.0,0.003281615593734221,0.0032253940367104905,0.0,0.003686513464403044,0.0,0.003285633077767296,0.0,0.001290113011617099
emperor,0.00020216735356014013,0.0,0.0002899430853166911,0.0,0.0,0.0,0.00020051649241088865,0.0,0.0,0.0,0.00021642491607702912,0.00020051583379495857,0.0,8.535136008920826e-05
cat,0.0008424335973557863,0.0010643335441983823,0.0009982427531665342,0.0,0.0,0.0,0.0008462476294767185,0.0,0.0,0.0008376449229738273,0.0,0.0008462468597876547,0.0011068390959636369,0.0005032298771478876
worker,0.0027401924426394366,0.0,0.0,0.0,0.0,0.0,0.002766428630574823,0.0,0.0,0.0,0.0,0.002766525658258597,0.0,0.000636395902420989
silverfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sitter,0.004991828081079839,0.0,0.0,0.0,0.0,0.0,0.00500742347754957,0.004907483986170789,0.0,0.0,0.0,0.005007311231310807,0.0,0.001531849752008539
copper,0.001269772905761996,0.0,0.0,0.0018260998746057434,0.001863287973990437,0.0,0.0012880499021136562,0.0,0.0,0.0,0.0,0.0012876559499778886,0.0,0.0005796051235730555
crab,0.0005608755256630639,0.0,0.0,0.0,0.0,0.0,0.0005499035396252097,0.0,0.0,0.0,0.0006032944369180303,0.000549904295101111,0.0,0.00017415213825441652
flea,0.0024226905843802897,0.0,0.0,0.0,0.0,0.0,0.0024150923827758524,0.0,0.0,0.0,0.0,0.0024151955537824194,0.0,0.0005579214246875816
racer,0.0005299403291773873,0.0,0.0007249307942242157,0.0,0.0,0.0,0.0005538511819553412,0.0,0.0,0.000753629214739256,0.0,0.0005538535591284169,0.0,0.0002397080830172782
admiral,0.0007011447924393809,0.0,0.0,0.0,0.0,0.0,0.0007187642223232163,0.0,0.0,0.0,0.0,0.0007187743372250232,0.0,0.0001645141039990477
diver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ant,0.002340184639477186,0.0,0.0,0.0,0.0,0.0,0.0023061559948974425,0.0,0.0,0.0,0.0,0.0023061562874055943,0.0,0.0005348074555215556
viceroy,0.0006275477002705277,0.0,0.0,0.0,0.0,0.0,0.0006492858658290156,0.0,0.0,0.0,0.0,0.0006492858658290156,0.0,0.00014816303322527375
queen,0.0013812690097417537,0.0017882408676687834,0.0,0.0,0.0014630905459195713,0.0,0.0013770000509137606,0.0,0.0,0.0,0.0,0.0013768648725462351,0.0,0.0005681896420607772
marabout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pen,0.00037316847124273207,0.0,0.0,0.0,0.0,0.0,0.0003853348757599497,0.0003923958550956876,0.0,0.0,0.0,0.00038530365619355927,0.0,0.00011816945063784068
platypus,0.005847477491629252,0.007866429132196847,0.0,0.0,0.0,0.0,0.006224998079492508,0.0,0.0,0.0,0.0,0.006226053277594673,0.0,0.002012689075454868
monarch,0.0007322327460231442,0.0,0.0,0.0,0.0,0.0,0.0007226165527321602,0.0,0.0,0.0,0.0,0.0007227556125677047,0.0,0.00016750807010176993
soldier,0.005794682410351904,0.0,0.0,0.0,0.0,0.0,0.005848238337042112,0.0,0.0,0.0,0.0,0.005849007076924989,0.0,0.0013455329095630004
plane,0.0,0.0,0.02131045105065804,0.0,0.0,0.0,0.017443963848106456,0.0,0.0,0.018023730895252183,0.0,0.017576315050868284,0.0,0.005719573911144997
zeppelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jet,0.0,0.0,0.0,0.0,0.011413913042983571,0.0,0.011129231383524837,0.0,0.0,0.011697243383726325,0.0,0.01126304408463731,0.0,0.003500263991913234
carrier,0.0,0.0,0.0,0.0,0.00234784299604874,0.0,0.0021065148304055476,0.0,0.0,0.002613508685728868,0.0,0.0021065121682165033,0.0,0.0007057214369538199
airplane,0.0,0.0,0.0,0.0,0.0,0.0,0.015454996912780728,0.0,0.0,0.016017653203915277,0.0,0.01569560477478624,0.0,0.003628327299344788
airliner,0.0,0.0,0.0,0.0,0.0,0.0,0.004875884105087796,0.0,0.0,0.005054953491607361,0.0,0.00492650699617952,0.0,0.0011428726609903597
angel,0.0,0.0,0.0,0.0,0.0,0.0,0.003786901780074854,0.0,0.0,0.0,0.0,0.00383833233590602,0.0,0.0005865564704600672
hydroplane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0031641560605760633,0.0,0.003883006777963211,0.0040142695235511556,0.0,0.0031642189209794974,0.0,0.0010942808679284559
truck,0.0,0.0,0.0,0.0,0.0,0.0,0.0038093328826275187,0.0,0.0,0.004906394572644096,0.0,0.0038093168174685426,0.0,0.0009634649440569352
dozer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skateboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subcompact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sedan,0.0,0.0,0.0,0.0,0.0,0.0,0.00028976967464381146,0.0,0.0,0.00033700987415884306,0.0,0.0002897730229053486,0.0,7.050404397753871e-05
wrecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bicycle,0.0,0.0,0.0,0.0,0.0,0.0,0.001388795309262617,0.0,0.0,0.0017399900219253642,0.0,0.0013887782039113403,0.0,0.00034750488731533243
hearse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
panzer,0.0,0.0,0.0,0.0,0.0,0.0,0.0016982491579556436,0.0,0.0,0.0022475448384972905,0.0,0.001698249130235877,0.0,0.00043415716359144693
limo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0022411462948389916,0.0,0.0,0.002779817267960252,0.0,0.002241107379580536,0.0,0.0005586208417215215
caravan,0.0,0.0,0.0,0.0,0.0,0.0,0.00472832978891849,0.0,0.0,0.005588454339546045,0.0,0.004735829295308631,0.0,0.0011578933402902436
trailer,0.0,0.0,0.0,0.0,0.0,0.0,0.0015755502866975273,0.0,0.0018438551884423096,0.0018908142010585563,0.0,0.001575540403630587,0.0,0.0005296738522945368
minicab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.012439392580962522,0.0,0.0,0.015593353262821633,0.0,0.012439273724871374,0.0,0.003113232274511964
bandwagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caboose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabriolet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motorcycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0009332570430345379,0.0,0.0,0.0010311553749565892,0.0,0.0009332080993075023,0.0,0.0002228938859460484
cab,0.0,0.0,0.0,0.0,0.0,0.0,0.0008864611186369061,0.0,0.0,0.0012109195579870083,0.0,0.000886464264959564,0.0,0.00022952653396795985
snowplow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pushcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
van,0.0,0.0,0.0,0.0,0.0,0.0,0.0002928093028852307,0.0,0.0,0.0003540786741719282,0.0,0.00029279759067951384,0.0,7.228350521051329e-05
dray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tricycle,0.0,0.0,0.0,0.0,0.0,0.0,0.0015731654527776783,0.0,0.0,0.002145845210370412,0.0,0.0015731749815778501,0.0,0.00040709120344045697
tractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0015817547399913797,0.0,0.0,0.002160968475211546,0.0,0.0015817085933892108,0.0,0.00040957167758401056
boxcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
car,0.0,0.0,0.0,0.0,0.0,0.0,0.00602031093403403,0.0,0.0,0.007349782858852516,0.0,0.0060206014566931,0.0,0.0014915919422753576
limousine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dumper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tramcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gondola,0.0,0.0,0.0,0.0,0.0,0.0,0.006887360461477047,0.0,0.0,0.008973800600124043,0.0,0.006887526940848589,0.0,0.0017498990771115139
automobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0020438861073080686,0.0,0.0,0.002649324478866967,0.0,0.002043400524600691,0.0,0.0005182008546750559
scrambler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bike,0.0,0.0,0.0,0.0,0.0,0.0,0.0025325976592787645,0.0,0.0,0.0029964257852341807,0.0,0.002532416462652004,0.0,0.0006201107620896115
trolley,0.0,0.0,0.0,0.0,0.0,0.0,0.001245001118846515,0.0,0.0,0.0016182162396141087,0.0,0.0012450381070585389,0.0,0.0003160196511937817
wheel,0.0,0.0,0.0,0.0,0.0,0.0,0.0031029314559631537,0.0,0.0,0.004379238972493845,0.0,0.0031026591798002066,0.0,0.0008142176621736311
locomotive,0.0,0.0,0.0,0.0,0.0,0.0,0.0011961928352979723,0.0,0.0,0.0014392779312769495,0.0,0.0011962379192666309,0.0,0.0002947468219878117
stroller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarence,0.0,0.0,0.0,0.0,0.0,0.0,0.006910337253080068,0.0,0.0,0.008177837381768461,0.0,0.006911712327183895,0.0,0.0016922989970794171
railcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0028042976603535356,0.0,0.0,0.003344620645295861,0.0,0.0027881415444516535,0.0,0.0006874661423154654
oxcart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatcar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cruiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0005740624449755886,0.0,0.0,0.000692542560713026,0.0,0.0005741011393813922,0.0,0.00014159278039000054
engine,0.0,0.0,0.0,0.0,0.0,0.0,0.0036704391832439107,0.0,0.0,0.004855556183828573,0.0,0.003670357961727834,0.0,0.0009381810252923321
velocipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0034156010500800615,0.0,0.0,0.004438618791362596,0.0,0.0034155369162667507,0.0,0.0008669043659776468
pickup,0.0,0.0,0.0,0.0,0.0,0.0,0.0013410886136335507,0.0,0.0018685855527735577,0.0017728360309244482,0.0,0.0013420450127414982,0.0,0.0004865042469286965
carriage,0.0,0.0,0.0,0.0,0.0,0.0,0.004939800546225172,0.0,0.0,0.005637062308524789,0.0,0.004939906588887772,0.0,0.0011935976495105948
parachute,0.0,0.0,0.0,0.0,0.0,0.0,0.012701644425675786,0.0,0.0,0.0,0.0,0.01270770828000673,0.0,0.001954565592744809
saloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0014297986658883737,0.0,0.0,0.0015305379076404068,0.0,0.001429850427418459,0.0,0.00033770669238055687
diner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0020910114973588167,0.0,0.0,0.002541759388929158,0.0,0.002091005515097886,0.0,0.0005172135693373739
lorry,0.0,0.0,0.0,0.0,0.0,0.0,0.0024926006774323036,0.0,0.0,0.0030629553774628466,0.0,0.0024926562781459366,0.0,0.000619093256387776
forklift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
