,context,n_concepts,mean_tfidf,mean_diff,evidence
0,red,7,0.04,0.03,-
1,recent,7,0.0,0.0,-
2,fiction,7,0.01,0.0,-
3,spider,7,0.03,0.03,-
4,interrupted,7,0.0,0.0,-
5,approaches,7,0.0,0.0,-
6,puppet,7,0.0,0.0,-
7,extensively,7,0.0,0.0,-
8,inspiration,7,0.0,0.0,-
9,suggested,7,0.0,0.0,-
10,mole,7,0.01,0.01,-
11,simon,7,0.0,0.0,-
12,reach,7,0.0,0.0,-
13,meanwhile,7,0.0,0.0,-
14,length,7,0.0,0.0,-
15,members,7,0.0,0.0,-
16,will,7,0.01,0.0,-
17,fable,7,0.01,0.0,-
18,logo,7,0.01,0.01,-
19,ben,7,0.0,0.0,-
20,red,7,0.04,0.03,-
