,no-cat,hot,all,communication,relation,object,food,plant,measure,mean
dish,0.001648065967883531,0.0,0.001572573831951216,0.0,0.0,0.0015053982373562068,0.0017519197130325369,0.0,0.0014535765933446076,0.0008812815937297887
coffee,0.0045464437018586405,0.0,0.004830445962840755,0.0,0.00572211178567072,0.00454563426103636,0.005222713817898422,0.0041047731351295845,0.0,0.0032191247404927204
vegetable,0.0012632589921243737,0.0,0.001162916546898864,0.0,0.0,0.001047017429559462,0.0014860632708566743,0.001580203112248088,0.0,0.0007266065946319401
firewood,0.0,0.020416684491036147,0.020285303646711397,0.0,0.0,0.0,0.0,0.0,0.0,0.004522443126416394
flame,0.0,0.07838416396296884,0.066214682249141,0.0,0.0,0.0,0.0,0.0,0.0,0.016066538468012204
spiciness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enchiladas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightning,0.0,0.004454279585252415,0.004411174224736519,0.0,0.0,0.0,0.0,0.0,0.0,0.0009850504233321039
coal,0.0,0.004388957688307502,0.00406830235442667,0.0,0.0,0.0,0.0,0.0,0.0,0.0009396955603037968
fume,0.0,0.059837140413000554,0.06919760126030022,0.0,0.0,0.0,0.0,0.0,0.0,0.014337193519255644
campfire,0.0,0.01803461991014934,0.019861256113296658,0.0,0.0,0.0,0.0,0.0,0.0,0.004210652891494
vinyl,0.0,0.0016763340967805703,0.0018279733894714528,0.0,0.0,0.0,0.0,0.0,0.0,0.00038936749847244697
people,0.0,0.002543695703209857,0.0026821853388879413,0.0,0.0,0.0,0.0,0.0,0.0,0.0005806534491219775
anger,0.0,0.0016956010525993965,0.0016559051073336088,0.0,0.0,0.0,0.0,0.0,0.0,0.00037238957332588946
icicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
river,0.0,0.0003518539260300663,0.00033547539753716184,0.0,0.0,0.0,0.0,0.0,0.0,7.636992484080313e-05
glass,0.0,0.0,0.000783735315437442,0.0,0.0,0.0008478344868874571,0.0,0.0,0.0007094235057267772,0.00026011036756129735
atole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charcoal,0.0,0.0,0.023166969390796585,0.0,0.024224751553297123,0.021874712299114172,0.0,0.0,0.0,0.00769627036035643
sandwich,0.0,0.0,0.0010083026146866356,0.0,0.0,0.0,0.0010565205450688714,0.0,0.0,0.00022942479552838965
grill,0.0,0.0,0.003364687056846694,0.0,0.0,0.0031954580442545622,0.0,0.0,0.0,0.0007289050112334729
kitchen,0.0,0.0,0.01044918054314524,0.0,0.0,0.010370522233113143,0.0,0.0,0.0,0.0023133003084731536
pizza,0.0,0.0,0.0005033281525109084,0.0,0.0,0.0,0.0004762135114681444,0.0,0.0,0.0001088379626643392
igniter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pastry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pie,0.0,0.0,0.0007930983805455101,0.0,0.0,0.0,0.0008392850594555395,0.0,0.0,0.0001813759377778944
casserole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soup,0.0,0.0,0.0006371045818825431,0.0,0.0007047265922113167,0.0,0.0006996170799589181,0.0,0.0,0.00022682758378364198
toast,0.0,0.0,0.00302526876021505,0.0,0.0,0.0027458801080537396,0.0029792087621652746,0.0,0.0025170630341748716,0.001251935629400993
tray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cookware,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupcake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,0.0,0.0,0.014103041028388419,0.0,0.0,0.013842676249203434,0.0,0.0,0.0,0.003105079697510206
tea,0.0,0.0,0.004926268230179958,0.0,0.005490954254460587,0.004627181761285642,0.00509696341784143,0.004096084180073834,0.0,0.0026930502048712725
chocolate,0.0,0.0,0.0014595085507379097,0.0,0.0017053641641976067,0.0,0.0016527564812321002,0.0,0.0,0.0005352921329075129
vapor,0.0,0.0,0.021116639927912576,0.0,0.02396941668079195,0.0,0.0,0.0,0.0,0.005009561845411615
pancake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snack,0.0,0.0,0.001539536239289408,0.0,0.0,0.0,0.001653369358435775,0.0,0.0,0.00035476728863613146
heat,0.0,0.0,0.027378832786178392,0.0,0.0,0.0271989537744064,0.0,0.0,0.026025700992813133,0.008955943061488659
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pot,0.0,0.0,0.02446743433198572,0.0,0.025824566066983853,0.023478908096008902,0.0,0.0,0.0213257136279025,0.010566291346986775
seasoning,0.0,0.0,0.015282022333078847,0.0,0.0,0.0,0.01738945538015315,0.0,0.0,0.003630164190359111
kettle,0.0,0.0,0.0021218937722030065,0.0,0.0,0.002141095140449584,0.0,0.0,0.0019204640465067876,0.0006870503287954864
jungle,0.0,0.0,0.005561597636555198,0.0,0.0,0.005110601602114183,0.0,0.0,0.0,0.001185799915407709
tandoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flatbread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
firebox,0.0,0.0,0.012239953461496172,0.0,0.0,0.013139441472178456,0.0,0.0,0.0,0.002819932770408292
percolator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outfit,0.0,0.0,0.0027315162808252856,0.0,0.0,0.0025509105361018673,0.0,0.0,0.0,0.0005869363129919059
water,0.0,0.0,0.007808797612476161,0.0,0.008556392714911041,0.0075994141926153886,0.007644285065366367,0.0,0.0,0.003512098842818773
stove,0.0,0.0,0.03224311107827096,0.0,0.0,0.03156158565044816,0.0,0.0,0.0,0.007089410747635456
ingredient,0.0,0.0,0.0033376282154289052,0.0,0.0,0.003094705834684447,0.003456252077019389,0.0,0.0,0.0010987317919036379
geyser,0.0,0.0,0.0011930931426934346,0.0,0.0,0.0012773483384864363,0.0,0.0,0.0,0.00027449349790887456
roast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shower,0.0,0.0,0.0026612216081939154,0.0,0.0,0.0025903337675831028,0.0,0.0,0.0,0.0005835061528641132
dough,0.0,0.0,0.001339010048313287,0.0,0.0,0.0,0.0015392717824102584,0.0,0.001137872525509486,0.0004462393729147813
hearth,0.0,0.0,0.04946528525320088,0.0,0.0,0.04505827016784048,0.0,0.0,0.0,0.010502617269004595
marinade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summertime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dessert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pudding,0.0,0.0,0.001787522243879586,0.0,0.0,0.0,0.0016824214307385903,0.0,0.0,0.0003855492971797973
furnace,0.0,0.0,0.008553517235319021,0.0,0.0,0.008365844291522111,0.0,0.0,0.0,0.0018799290585379037
steam,0.0,0.0,0.012864422366535849,0.0,0.014334992163727269,0.0,0.0,0.0,0.0,0.003022157170029235
bulb,0.0,0.0,0.0017729486237454408,0.0,0.0,0.0016694371898012055,0.0,0.0,0.0,0.00038248731261629406
drink,0.0,0.0,0.11513819640403813,0.0,0.12703779624342826,0.0,0.11890487787178947,0.0,0.08976322510623361,0.05009378840283216
