,context,n_concepts,mean_tfidf,mean_diff,evidence
0,eggs,20,0.06,0.05,p
1,fish,19,0.04,0.03,i
2,large,18,0.01,0.01,u
3,species,17,0.04,0.03,u
4,egg,17,0.05,0.04,p
5,duck,17,0.04,0.04,i
6,begins,17,0.01,0,u
7,include,17,0,0,u
8,along,17,0.01,0.01,u
9,both,17,0.01,0,u
10,menu,17,0.01,0.01,u
11,size,16,0.01,0.01,u
12,fried,16,0.06,0.06,u
13,salmon,16,0.06,0.06,i
14,turning,16,0.01,0,u
15,bird,16,0.03,0.03,i
16,warm,16,0.01,0.01,u
17,spring,16,0.01,0,u
18,rare,16,0.01,0.01,u
19,hook,15,0.01,0.01,u
20,eggs,20,0.06,0.05,p
21,egg,17,0.05,0.04,p
