,food,fish,communication,plant,fruit,no-cat,all,mammal,relation,juicy,object,vegetable,measure,animal,mean
sardine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
okra,0.01108803574677032,0.0,0.0,0.011755143263483476,0.009880663666846033,0.0,0.010820549466806094,0.0,0.0,0.0,0.010686835600949591,0.01133620265409006,0.0,0.0,0.00468338788563897
pumpkin,0.00459251845427107,0.0,0.0,0.00498327766510201,0.0,0.0,0.004609740779159581,0.0,0.0,0.0,0.004632868839285201,0.004378816563343525,0.0,0.0,0.0016569444500829562
date,0.0011783660036149635,0.0,0.0,0.0,0.0013277088174240153,0.0,0.0011917218096489286,0.0,0.0,0.0,0.001178764112752814,0.0,0.0012875271103590417,0.0,0.00044029198955712585
cayenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wintergreen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pomegranate,0.053274111105467696,0.0,0.0,0.06059029180268862,0.0511193491156028,0.0,0.05370644233904873,0.0,0.0,0.0,0.05288897944440703,0.0,0.0,0.0,0.01939851241480106
blackberry,0.035419196613564914,0.0,0.0,0.03160773107313884,0.03853410018274884,0.0,0.03538281600738447,0.0,0.0,0.0,0.035213796108336214,0.0,0.0,0.0,0.01258268857036952
olive,0.010269862420363462,0.0,0.0,0.010687813818600204,0.010808706037426414,0.0,0.01057401304936407,0.0,0.010917937132086813,0.0,0.010579795248939592,0.0,0.0,0.0,0.00455986626477004
chutney,0.05156555751865219,0.0,0.0,0.0,0.0,0.0,0.05336122837475639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007494770420957755
apple,0.01246884377609564,0.0,0.0,0.01122637939735991,0.014386570380497902,0.0,0.012499884045456579,0.0,0.0,0.0,0.01268266953216901,0.0,0.0,0.0,0.004518881937969932
watermelon,0.08191251469595255,0.0,0.0,0.08549435012444703,0.07171450547850958,0.0,0.08050164661585453,0.0,0.0,0.0,0.07869869147961364,0.0,0.0,0.0,0.02845155059959838
mandarin,0.002108228807885066,0.0,0.0,0.0021741810923819743,0.0023911453390349792,0.0,0.002158482099714305,0.0,0.0,0.0,0.002129210172058153,0.0,0.0,0.0,0.0007829462507910343
cherry,0.06209350106615747,0.0,0.0,0.06582166548336263,0.061350329481680815,0.0,0.06256542219343408,0.0,0.07511307916096169,0.0,0.06189847796822406,0.0,0.0,0.0,0.027774462525272908
orange,0.013118085687386854,0.0,0.0,0.013276533115424271,0.013124355420988923,0.0,0.013066360033679917,0.0,0.01613205203468404,0.0,0.012823603283826819,0.0,0.0,0.0,0.005824356398285059
kumquat,0.14871831868576826,0.0,0.0,0.15375472662956824,0.157240055010444,0.0,0.15177110557355522,0.0,0.0,0.0,0.15026310181079042,0.0,0.0,0.0,0.054410521979294725
salad,0.12419608154093102,0.0,0.0,0.0,0.0,0.0,0.1224498062528722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017617563413843088
crab,0.0035006175129375576,0.0,0.0,0.0,0.0,0.0,0.003427235312661139,0.0,0.0,0.0,0.0033351443188799454,0.0,0.0,0.003860414056457779,0.001008815085781173
cranberry,0.029731922435682023,0.0,0.0,0.033068877954433626,0.027917001037515123,0.0,0.029557577218793384,0.0,0.0,0.0,0.029199607817946106,0.0,0.0,0.0,0.01067678474745502
mangosteen,0.1109174295257828,0.0,0.0,0.09432261679623406,0.10047435099291965,0.0,0.11289697899976135,0.0,0.0,0.0,0.11086842334683965,0.0,0.0,0.0,0.037819985690109824
melon,0.09399205893494204,0.0,0.0,0.0928991544758048,0.09416970099132785,0.0,0.09297978888081525,0.0,0.0,0.0,0.09163258545346695,0.0,0.0,0.0,0.033262377766882636
pear,0.06069626211482017,0.0,0.0,0.06548174264840739,0.06725808215941335,0.0,0.06373383139942503,0.0,0.0,0.0,0.06444617390069654,0.0,0.0,0.0,0.022972578015911602
doughnut,0.0014604774006095392,0.0,0.0,0.0,0.0,0.0,0.001430089486482648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020646906336372765
nectarine,0.039805944852854803,0.0,0.0,0.04249636035917614,0.04206322967526119,0.0,0.04103976083840128,0.0,0.0,0.0,0.04079730587795156,0.0,0.0,0.0,0.01472875725740321
lobster,0.0128109728561008,0.0,0.0,0.0,0.0,0.0,0.012613798846787724,0.0,0.0,0.0,0.012429285694320183,0.0,0.0,0.014827937269907361,0.003762999619079719
ginger,0.0058536329677604994,0.0,0.0,0.006086375524121502,0.0,0.0,0.005819765114964336,0.0,0.0,0.0,0.005731601063515476,0.0,0.0,0.0,0.0016779553335972725
steak,0.004143758507341884,0.0,0.0,0.0,0.0,0.0,0.00404649575132938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005850181613336616
mango,0.12095491334341112,0.0,0.0,0.1319292685562451,0.12009813000073812,0.0,0.12309230089332952,0.0,0.0,0.0,0.12212408721912385,0.0,0.0,0.0,0.04415705000091769
cantaloupe,0.04121125383718872,0.0,0.0,0.04478718588082997,0.04493238934434336,0.0,0.0430524410153661,0.0,0.0,0.0,0.04254200235271334,0.0,0.0,0.0,0.015466090887888676
anjou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.03289476803959009,0.0,0.0,0.034509006080673865,0.03365032944514087,0.0,0.033134075154233084,0.0,0.0,0.0,0.032979227214247286,0.0,0.0,0.0,0.011940528995277516
chicken,0.0074378514450807,0.0,0.0,0.0,0.0,0.007750991937743431,0.007232562586063689,0.0,0.0,0.0,0.00715517289907129,0.0,0.0,0.007759263226216287,0.0026668458638696713
pineapple,0.06779042133891867,0.0,0.0,0.07141199816063508,0.0624908041046364,0.0,0.06721049521402202,0.0,0.0,0.0,0.06573032945547783,0.0,0.0,0.0,0.023902432019549287
beet,0.009014706600820356,0.0,0.0,0.010033139244008425,0.0,0.0,0.009457087227276504,0.0,0.0,0.0,0.009252781547041117,0.008737716627654034,0.0,0.0,0.0033211022319143166
coconut,0.026884958857134034,0.0,0.0,0.029127912025149957,0.027796528912713916,0.0,0.02755387095848606,0.0,0.0,0.0,0.027542266646046958,0.0,0.0,0.0,0.009921824099966494
dessert,0.14329259310160963,0.0,0.0,0.0,0.0,0.0,0.1407279052350583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020287178452619136
marang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maraschino,0.007266941707774474,0.0,0.0,0.0,0.0,0.0,0.006973532915918642,0.0,0.00754091665152814,0.0,0.0,0.0,0.0,0.0,0.0015558136625158042
clementine,0.005275032976881464,0.0,0.0,0.004989439020444086,0.005959559949587556,0.0,0.00574837344751902,0.0,0.0,0.0,0.005389541353455986,0.0,0.0,0.0,0.0019544247677062937
asparagus,0.010137452353448735,0.0,0.0,0.010627946013957083,0.0,0.0,0.009929142511720078,0.0,0.0,0.0,0.009940212925633221,0.010435754863786709,0.0,0.0,0.0036478934763247016
meat,0.030872869491749236,0.0,0.0,0.0,0.0,0.0,0.030765531607753048,0.0,0.0,0.0,0.030245873495543703,0.0,0.0,0.0,0.006563162471074713
grape,0.035863534159242684,0.0,0.0,0.03779998153480666,0.03618402305948039,0.04406148155318479,0.036336790494782924,0.0,0.0,0.0,0.03554038315069689,0.0,0.0,0.0,0.016127585282299593
tomato,0.015639598606957045,0.0,0.0,0.017454034510964073,0.0,0.0,0.015527886235737873,0.0,0.0,0.0,0.015434552003582151,0.016505047186455676,0.0,0.0,0.005754365610264058
vegetable,0.5227778399811591,0.0,0.0,0.5462284675310922,0.0,0.0,0.5279550214670259,0.0,0.0,0.0,0.5260772969375311,0.4960118612210309,0.0,0.0,0.18707503479555992
aubergine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mulberry,0.02922697355350215,0.0,0.0,0.02593423091490944,0.02997817691199674,0.0,0.03077549357110691,0.0,0.0,0.0,0.03041967249562871,0.0,0.0,0.0,0.010452467674795995
tangerine,0.026839874871544888,0.0,0.0,0.02783657447510158,0.026991642892085534,0.0,0.028995546782302237,0.0,0.0,0.0,0.02685013072785505,0.0,0.0,0.0,0.009822412124920663
onion,0.00046970511285096686,0.0,0.0,0.000513475972450586,0.0,0.0,0.0004508898612461624,0.0,0.0,0.0,0.00044404370469050504,0.0004980015850350178,0.0,0.0,0.0001697225883052313
papaya,0.12151774356125386,0.0,0.0,0.13761941791592927,0.12002778563870402,0.0,0.12399287213361235,0.0,0.0,0.0,0.1233970705728487,0.0,0.0,0.0,0.0447539207015963
raspberry,0.06508842094430599,0.0,0.07649530789521153,0.07050598771819609,0.06319753697822511,0.0,0.06572732888730445,0.0,0.0,0.0,0.06484363601977403,0.0,0.0,0.0,0.028989872745929807
peach,0.06341319564877328,0.0,0.0,0.0654702813572495,0.0667314659934988,0.07914975786038565,0.06506496562016391,0.0,0.0,0.0,0.06401429122653943,0.0,0.0,0.0,0.02884599697904361
grapefruit,0.04095591261367293,0.0,0.0,0.04364532711650968,0.03625635964408208,0.0,0.04027295491284211,0.0,0.0,0.0,0.03923008931812139,0.0,0.0,0.0,0.014311474543230585
honeydew,0.004672885463453145,0.0,0.0,0.0,0.004174961443804353,0.0,0.004550290868256351,0.0,0.0,0.0,0.004488058232233568,0.0,0.0,0.0,0.0012775854291248155
corn,0.0027293960188822827,0.0,0.0,0.003007182102145538,0.0031479631975392633,0.0,0.0027806738990754296,0.0,0.0036122163604222746,0.0,0.002789907488287701,0.0,0.0,0.0,0.0012905242190251777
lime,0.009828448304273766,0.0,0.0,0.011022967672253386,0.008552875472962691,0.0,0.009609441646224107,0.0,0.009699975962234575,0.0,0.009333185577281128,0.0,0.0,0.0,0.004146206759659261
apricot,0.046511438861185014,0.0,0.0,0.04956076069455375,0.04572357019066774,0.0,0.04690049264849329,0.0,0.0,0.0,0.04575458787474236,0.0,0.0,0.0,0.016746489304974438
bean,0.005817011907032185,0.0,0.0,0.006078658967866499,0.005829431872648167,0.0,0.00580827559211062,0.0,0.0,0.0,0.005780976610270456,0.005270663447172905,0.0,0.0,0.0024703584569357737
squash,0.007899104762123634,0.0,0.0,0.007882152812476265,0.0,0.0,0.007889354298594393,0.0,0.0,0.0,0.007754009727681045,0.00821822223624051,0.0,0.0,0.002831631702651132
candy,0.03592990084092218,0.0,0.0,0.0,0.0,0.0,0.03658393661839923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005179559818522958
sultana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscat,0.001220661261416378,0.0,0.0,0.0012491854687156512,0.0015735855195750435,0.0,0.0013198836865354812,0.0,0.0021117439543116364,0.0,0.0012355952962864484,0.0,0.0,0.0,0.0006221896562029027
pawpaw,0.26286627464675333,0.0,0.0,0.28578471822075896,0.2889466544016312,0.0,0.2719095524324932,0.0,0.0,0.0,0.26388884453189987,0.0,0.0,0.0,0.09809971744525262
cream,0.01072751586552125,0.0,0.0,0.0,0.0,0.0,0.01070362425724394,0.0,0.0,0.0,0.010583145539542909,0.0,0.0,0.0,0.0022867346901648644
mussel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.004717385802836201,0.0,0.0,0.0046014381643539794,0.0,0.0,0.004750140445045675,0.0,0.0,0.0,0.004776410784413365,0.005943442473972348,0.006051969374213482,0.0,0.002202913360345361
mustard,0.0018399684066428838,0.0,0.0,0.0017097588241822895,0.0,0.0,0.0018375710320821814,0.0,0.0,0.0,0.001791976037198869,0.0022158962130441107,0.0,0.0,0.0006710836080821667
oregano,0.0008753101608548551,0.0,0.0,0.0008704570119979943,0.0,0.0,0.0008710045241561767,0.0,0.0,0.0,0.0008800068837416095,0.0,0.0,0.0,0.00024976989862504536
chile,0.0024911183369133306,0.0,0.0,0.0,0.0,0.0,0.0025542446875941207,0.0,0.0,0.0,0.0,0.0030444887231513415,0.0,0.0,0.0005778465534041994
donut,0.0052338034487168185,0.0,0.0,0.0,0.0,0.0,0.005287403819967599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007515148049060297
radish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackheart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocolate,0.021660778340439314,0.0,0.0,0.0,0.0,0.0,0.021761774743301997,0.0,0.025516601223827318,0.0,0.0,0.0,0.0,0.0,0.004924225307683473
fennel,0.001043013050316015,0.0,0.0,0.0010695743595490054,0.0,0.0,0.0010506068003856596,0.0,0.0,0.0,0.0010811543358782327,0.001424408968569927,0.0,0.0,0.0004049112510499171
emperor,0.00029121144476644404,0.0,0.0,0.0,0.00029079345705717777,0.0,0.0002927626361598527,0.0,0.0,0.0,0.00030925006630162674,0.0,0.0,0.0005820957947114847,0.0001261509570711847
cheese,0.024077429087089913,0.0,0.0,0.022848970568392402,0.0,0.0,0.024085206034406354,0.0,0.0,0.0,0.023783004865338245,0.0,0.0,0.0,0.006771043611087636
cilantro,0.0026021301846121995,0.0,0.0,0.002528937115552466,0.0,0.0,0.0025920567805764955,0.0,0.0,0.0,0.0025996846221035094,0.0,0.0,0.0,0.0007373434787746193
jack,0.0005034246465518732,0.00117577981100547,0.0,0.0,0.0005056808493413798,0.0006685090597184488,0.0005160004156714077,0.0008368177866344971,0.0007589422008849473,0.0,0.0005072501160851178,0.0,0.0010365964616215722,0.0007069439973260529,0.0005154246674886262
chickpea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.013698964224944458,0.0,0.0,0.013251715634555539,0.01278950928319893,0.0,0.013878310097199963,0.0,0.01700387819279752,0.0,0.01403297687121989,0.0,0.022099343853530323,0.0,0.00762533558267476
iceberg,0.0002962921262655773,0.0,0.0,0.0,0.0,0.0,0.0003017913963069012,0.0,0.0,0.0,0.00029730119760436856,0.00033298006868519216,0.0,0.0,8.774034206157423e-05
garlic,0.0012513070821156063,0.0,0.0,0.0012438008856312948,0.0,0.0,0.0012489238745129571,0.0,0.0,0.0,0.001260719478780185,0.0,0.0,0.0,0.00035748223721714594
rice,0.0015634877264229143,0.0,0.0,0.0015806056790537324,0.0,0.0,0.0015659905897970985,0.0,0.0,0.0,0.0016616489569468863,0.0,0.0,0.0,0.0004551237823014737
cinnamon,0.01077718274689881,0.0,0.0,0.010809045659843263,0.0,0.0,0.010788271822984388,0.0,0.0,0.0,0.01088621747566068,0.0,0.0,0.0,0.0030900512646705102
artichoke,0.0013497371914212189,0.0,0.0,0.001238139528625081,0.0,0.0,0.0013460155987269564,0.0,0.0,0.0,0.0013244581246518038,0.0017085289983512564,0.0,0.0,0.0004976342458411654
cookie,0.0034569745571348277,0.0,0.005061538552388701,0.0,0.0,0.0,0.003446279278747864,0.0,0.0,0.0,0.0034201330283358334,0.0,0.0,0.0,0.0010989232440433733
windfall,0.0025912298076864585,0.0,0.0,0.0,0.002375566712712511,0.0,0.0026543050743752677,0.0,0.0,0.0,0.0025763549141349005,0.0,0.0,0.0,0.0007283897506363669
chip,0.00025402898188755553,0.0,0.0,0.0,0.0,0.0,0.0002591771416067234,0.0,0.0003415880473186785,0.0,0.00026019320934686274,0.0,0.0,0.0,7.964195572570144e-05
rye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carrot,0.0037648589881602254,0.0,0.0,0.00361655161184819,0.0,0.0,0.0038019127874287057,0.0,0.0,0.0,0.003756000252934127,0.004410129083961679,0.0,0.0,0.0013821037660237806
cereal,0.07321480981045898,0.0,0.0,0.0688608384052471,0.0,0.0,0.07369411480181438,0.0,0.0,0.0,0.07267180791378493,0.0,0.0,0.0,0.020602969352236097
butter,0.0034911830013045933,0.0,0.0,0.0,0.0,0.0,0.0034769052644961604,0.0,0.0,0.0,0.003484502167596826,0.0,0.0,0.0,0.0007466136023855414
truffle,0.010056590774306966,0.0,0.0,0.0,0.0,0.0,0.01008711769104694,0.0,0.0,0.0,0.010010763229072623,0.011316783884698065,0.0,0.0,0.0029622325413660422
cauliflower,0.008850407774198718,0.0,0.0,0.008643597830339947,0.0,0.0,0.008896706683153904,0.0,0.0,0.0,0.009062678279221236,0.012165367225466002,0.0,0.0,0.0034013398423128434
kale,0.001603095175232445,0.0,0.0,0.001686134853818962,0.0,0.0,0.0016080489176953272,0.0,0.0,0.0,0.0016848257635961688,0.0025707338492047486,0.0038155308183361303,0.0,0.0009263120984202702
cake,0.025754636822379454,0.0,0.0,0.0,0.0,0.0,0.025956817923218613,0.0,0.0,0.0,0.025274015636465457,0.0,0.0,0.0,0.005498962170147394
bulgur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pepperoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soy,0.0029750753425755714,0.0,0.0,0.0029516214879514433,0.002784797312669449,0.0,0.0029573291429898963,0.0,0.0,0.0,0.0030281463205712165,0.0033686335009777994,0.0,0.0,0.0012904002219810984
potato,0.005565752291937974,0.0,0.0,0.005339983431499129,0.0,0.0,0.005596926202881214,0.0,0.0,0.0,0.005540239693326986,0.006763724519865023,0.0,0.0,0.002057616152822166
biscuit,0.0024842227313376995,0.0,0.0,0.0,0.0,0.0,0.0024917167104685717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035542424584330504
bread,0.024768869373680218,0.0,0.0,0.0,0.0,0.0,0.02466797500100312,0.0,0.0,0.0,0.0,0.0,0.03399841427952147,0.0,0.005959661332443201
fenugreek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mast,0.00045314945914254025,0.0,0.0,0.0,0.00043308815163108224,0.0,0.00046161078250247655,0.0,0.0,0.0,0.0004681704926582084,0.0,0.0,0.0,0.0001297156347095934
calabash,0.0,0.0,0.0,0.018326387760262974,0.019019133233414594,0.0,0.025902401356967017,0.0,0.0,0.0,0.02415137917413349,0.0,0.0,0.0,0.006242807251769862
mangold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0.0,0.0,0.0,0.013434185875352743,0.012663734095426392,0.0,0.013376114920737064,0.0,0.0,0.0,0.013665522072903813,0.0,0.0,0.0,0.0037956826403157153
peanut,0.0,0.0,0.0,0.003883297719189158,0.0036940243874837675,0.0,0.003992318247290291,0.0,0.0,0.0,0.004022694851789186,0.0,0.0,0.0,0.0011137382289823144
groundnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistachio,0.0,0.0,0.0,0.006891843360562993,0.00668643843744205,0.0,0.006898010728855367,0.0,0.0,0.0,0.006959361881368347,0.0,0.0,0.0,0.0019596896005877685
cumin,0.0,0.0,0.0,0.0014774475240391337,0.0013277882088471309,0.0,0.0014700764061263596,0.0,0.0,0.0,0.0014882982825643858,0.0,0.0,0.0,0.00041168645868407214
filbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hazelnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,0.0,0.0,0.0,0.0,0.08323228024979631,0.0,0.08443564982230625,0.0,0.0,0.0,0.08312368247810895,0.0,0.0,0.0,0.017913686610729396
cob,0.0,0.0,0.0,0.0,0.003929642682664389,0.003993748517587954,0.003618021786717381,0.003993748517587954,0.0,0.0,0.003674422468296045,0.0,0.0,0.003293627352665767,0.0016073722375371067
acorn,0.0,0.0,0.0,0.0,0.003254544888940707,0.0,0.0035786578007973116,0.0,0.0,0.0,0.003565653948794212,0.0,0.0,0.0,0.0007427754741808736
kernel,0.0,0.0,0.0,0.0,0.003074931854043422,0.0,0.0033059737609759947,0.0,0.0,0.0,0.0033190418670034807,0.0,0.0,0.0,0.0006928533915730641
seed,0.0,0.0,0.0,0.0,0.0038671368819052474,0.0,0.00392807412897949,0.0,0.005421129100446648,0.0,0.003991619441417646,0.0,0.0,0.0,0.0012291399680535023
pod,0.0,0.0,0.0,0.0,0.00659340831323965,0.0,0.007324322331624797,0.0,0.0,0.0,0.007416549541194771,0.0,0.0,0.0,0.0015238771561470869
cottonseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spike,0.0,0.0,0.0,0.0,0.0005291456670753385,0.0,0.0005624487746992193,0.0,0.0,0.0,0.0005615175997133289,0.0,0.0,0.0,0.00011807943153484907
nut,0.0,0.0,0.0,0.0,0.07047304936323728,0.0,0.07444906581952304,0.0,0.0,0.0,0.07559435201770325,0.0,0.11303067607033816,0.0,0.023824795947914413
linseed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cashews,0.0,0.0,0.0,0.0,0.0,0.0,0.022163753699257133,0.0,0.0,0.03127226893305772,0.0,0.0,0.0,0.0,0.003816858759451061
emotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flavor,0.0,0.0,0.0,0.0,0.0,0.0,0.05822677222763567,0.0,0.0,0.08775934695844421,0.0,0.0,0.0,0.0,0.01042757994186285
