,context,n_concepts,mean_tfidf,mean_diff,evidence
0,paste,9,0.06,0.06,i
1,green,9,0.03,0.03,u
2,flour,9,0.13,0.12,i
3,dinner,9,0,0,r
4,hot,9,0,0,r
5,dip,9,0.03,0.02,r
6,serve,9,0.01,0.01,r
7,reserved,9,0.01,0.01,u
8,menu,9,0.01,0.01,r
9,potato,9,0.02,0.02,i
10,liquid,9,0.02,0.02,r
11,bean,9,0.03,0.03,i
12,bowl,9,0.01,0.01,r
13,cans,9,0.01,0.01,r
14,mix,9,0.01,0.01,r
15,recipe,9,0.03,0.03,r
16,recipes,9,0.01,0.01,r
17,cream,9,0.04,0.04,i
18,egg,9,0.01,0.01,i
19,filling,9,0.01,0.01,i
20,cook,8,0,0,p
21,cooking,6,0.01,0.01,p
22,cooked,5,0.01,0.01,p
