,animal,fruit,plant,blue,vegetable,measure,relation,fish,object,bird,communication,vehicle,food,all,female,mean
starling,0.004453050658307267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036294821402039186,0.006628856725602268,0.0,0.0,0.0,0.0036562835470281317,0.0,0.0012245115380761058
fox,0.004299381457129696,0.0,0.0,0.0,0.0,0.0,0.005354194326287575,0.0,0.004777549763176521,0.0,0.0,0.0,0.0,0.004891776232975239,0.0,0.0012881934519712688
cockroach,0.008068697219621248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007121283108929281,0.0,0.0,0.0,0.0,0.006976959875602943,0.0,0.0014777960136102314
beetle,0.0005570382323587357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004400213697738183,0.0,0.0,0.0,0.0,0.000432942811808872,0.0,9.533349426276174e-05
giraffe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monkey,0.011483766873150062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010485779393849946,0.0,0.0,0.0,0.0,0.010632350179747098,0.0,0.0021734597631164736
bat,0.0026114669531188827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002380752336091362,0.0,0.0,0.0,0.0,0.0024809873202185427,0.0,0.0004982137739619192
skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
millipede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crocodile,0.003881245135261999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003337553421022795,0.0,0.0,0.0,0.0,0.00345685714609932,0.0,0.000711710380158941
snake,0.018304064953854768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015949021559075502,0.0,0.0,0.0,0.0,0.01611998838873879,0.0,0.003358204993444604
bear,0.005536282443563853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055712413537222566,0.0,0.0,0.0,0.0,0.005760489029794874,0.0,0.0011245341884720654
jaguar,0.0035668545057785635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003921125976631149,0.0,0.0,0.0,0.0,0.003977534249565733,0.0,0.000764367648798363
alligator,0.001678317870139167,0.0,0.0,0.0,0.0,0.0,0.0016322693419026488,0.0,0.0014348293168858746,0.0,0.0,0.0,0.0,0.00149788485542202,0.0,0.0004162200922899807
bushbaby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squirrel,0.0030224002413601256,0.0,0.0,0.0,0.0,0.0,0.003267355358491442,0.0,0.002703296516590688,0.0,0.0,0.0,0.0,0.0026919719931474523,0.0,0.0007790016073059805
raven,0.0034320391630243002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030788219717244533,0.0037382938397219722,0.0,0.0,0.0,0.0031616685727964013,0.0,0.0008940549031511419
goldfish,0.003686747992225791,0.0,0.0,0.0,0.0,0.0,0.0,0.004616035028426097,0.0035622960216740553,0.0,0.0,0.0,0.0,0.003775623532083403,0.0,0.001042713504960623
crossbill,0.01298482453313226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01832877684966467,0.015522326865146735,0.0,0.0,0.0,0.018617563694278146,0.0,0.0043635661294814535
chameleon,0.0033510526607781134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034360782168742416,0.0,0.0,0.0,0.0,0.0035370177157613486,0.0,0.0006882765728942469
crab,0.008805467142439497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782240834487059,0.0,0.0,0.0,0.009814801677738754,0.00821349982120757,0.0,0.0023104117990837606
slug,0.0007440373639999706,0.0,0.0,0.0,0.0,0.0009445965160823737,0.0009072811874064737,0.0,0.0005873919710723996,0.0,0.0,0.0,0.000819337662301199,0.000591253967888214,0.0,0.00030625991125004203
rooster,0.0011241712315164952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001111205521212771,0.0011766076342310493,0.0,0.0,0.0,0.001191932682498669,0.0,0.000306927804630599
flea,0.002351422736452078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002227586552024363,0.0,0.0,0.0,0.0,0.002376067111592023,0.0,0.00046367176000456425
lizard,0.019809053227316596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016022498212869152,0.0,0.0,0.0,0.0,0.016259717955412402,0.0,0.003472751293039877
caterpillar,0.0342693773276546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03777267614693266,0.0,0.0,0.0,0.0,0.03867147082321493,0.0,0.007380901619853479
tortoise,0.004623147245593432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004042154705990002,0.0,0.0,0.0,0.0,0.004449328888152519,0.0,0.0008743087226490635
lark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zebra,0.003503986716470016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029349896483182644,0.0,0.0,0.0,0.0,0.0029404305117865384,0.0,0.0006252937917716546
flamingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cricket,0.0030000668584125815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00316138687842301,0.0,0.0,0.0,0.0,0.0032246765461958304,0.0,0.0006257420188687615
bee,0.0007819478034005343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006364384260350379,0.0,0.0,0.0,0.0,0.0006591396938006433,0.0,0.0001385017282157477
panther,0.00238559802542058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023810893993092366,0.0,0.0,0.0,0.0,0.0024115706658815778,0.0,0.000478550539374093
crow,0.0009157637015831635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008650072100105726,0.0010246224167076796,0.0,0.0,0.0,0.0009025361744888476,0.0,0.00024719530018601756
buzzard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calf,0.0010750167424218202,0.0,0.0,0.0,0.0,0.0,0.0013043485068262451,0.0,0.0011187340646067042,0.0,0.0,0.0,0.0,0.0011382731930982249,0.0,0.000309091500463533
gorilla,0.003891784023035013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003728872311233772,0.0,0.0,0.0,0.0,0.0037651138762906456,0.0,0.0007590513473706287
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tarantula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turtle,0.047389192424439446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03784695847448067,0.0,0.0,0.0,0.0,0.03831221274341093,0.0,0.008236557576155403
leopard,0.0011306770559511947,0.0,0.0,0.0,0.0,0.0,0.001258722642151097,0.0,0.0010718266725537847,0.0,0.0,0.0,0.0,0.0010981405625338095,0.0,0.0003039577955459924
spider,0.0037161263590860714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003251565414517648,0.0,0.004292138369431247,0.0,0.0,0.0032931785378227233,0.0,0.0009702005787238459
dog,0.00593000978449214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005866142586738896,0.0,0.0,0.0,0.0060449184297670586,0.006004954495211927,0.0,0.0015897350197473347
jade,0.02767112131684847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027442180136874498,0.0,0.0,0.0,0.0,0.030412031088601722,0.0,0.005701688836154979
robin,0.00434637746961267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005583322304304716,0.0044482763706732474,0.0,0.0,0.0,0.005700508544042496,0.0,0.001338565645908875
lion,0.007783477651792119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008086156097632061,0.0,0.0,0.0,0.0,0.00839227622563944,0.0,0.0016174606650042412
quail,0.0019707407859976427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016205976279864598,0.0023356331113401577,0.0,0.0,0.0019285784489184025,0.001630470281060823,0.0,0.0006324013503535656
locust,0.004177076175595473,0.0,0.004999309726922475,0.0,0.0,0.0,0.004644306012794756,0.0,0.004373769618489665,0.0,0.0,0.0,0.0,0.004497349050857475,0.0,0.0015127873723106563
dolphin,0.014594209253191073,0.0,0.0,0.0,0.0,0.0,0.0,0.01997575722248964,0.012729582047868256,0.0,0.0,0.0,0.0,0.013180388013472495,0.0,0.004031995769134764
frogfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wasp,0.0015587807917564582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014349099514583323,0.0,0.0,0.0,0.0,0.0014848950242486113,0.0,0.00029857238449756013
currant,0.0,0.005347828784281734,0.004103763435877093,0.0,0.0,0.0,0.0,0.0,0.005953149130798485,0.0,0.0,0.0,0.004006760372214492,0.005982225392791387,0.0,0.0016929151410642127
blueberry,0.0,0.0026311514891833956,0.0021090083859846166,0.0,0.0,0.0,0.0,0.0,0.002016905890054843,0.0,0.0,0.0,0.001995958512032806,0.0020235226184284706,0.0,0.0007184364597122755
strawberry,0.0,0.010670944520357517,0.009805312380155386,0.0,0.0,0.0,0.0,0.0,0.006074045361547143,0.0,0.0,0.0,0.008021844694884065,0.006074171980177059,0.0,0.002709754595808078
lemon,0.0,0.01313728426808321,0.013736571380165895,0.0,0.0,0.0,0.0,0.0,0.009839536566824444,0.0,0.0,0.0,0.011784581674083567,0.010240805526909284,0.0,0.00391591862773776
raisin,0.0,0.0034372657401833444,0.0,0.0,0.0,0.0,0.0,0.0,0.002979890637201702,0.0,0.0,0.0,0.0032978037140514813,0.0033166567562072967,0.0,0.0008687744565095882
apple,0.0,0.019015757906510448,0.018841477723048547,0.0,0.0,0.0,0.0,0.0,0.015335836634086684,0.0,0.0,0.0,0.01665248838698802,0.015531721669972702,0.0,0.00569181882137376
cherry,0.0,0.009623270789051815,0.01045252562371929,0.0,0.0,0.0,0.007945685359147239,0.0,0.006919102650529635,0.0,0.0,0.0,0.008393296853230538,0.007131830696397218,0.0,0.003364380798138382
avocado,0.0,0.0336192086454564,0.036381680909846795,0.0,0.0,0.0,0.0,0.0,0.03226059747743055,0.0,0.0,0.0,0.033113631485926776,0.033606910902795134,0.0,0.011265468628097044
peach,0.0,0.014441253738031146,0.01611996699303248,0.0,0.0,0.0,0.0,0.0,0.01236592203097685,0.0,0.0,0.0,0.013925535599481903,0.012738378440048692,0.01876155075880019,0.005890173837358084
grapefruit,0.0,0.010404456474582557,0.010753475567508844,0.0,0.0,0.0,0.0,0.0,0.007432174191852999,0.0,0.0,0.0,0.00924885235287333,0.00831377682699968,0.0,0.003076849027587827
corn,0.0,0.01610207001065311,0.017174678434188306,0.0,0.0,0.0,0.014929078307728908,0.0,0.011808977811272103,0.0,0.0,0.0,0.015797039168250628,0.012003602678624327,0.0,0.0058543630940478255
lime,0.0,0.06183316075505323,0.061933792596759484,0.0,0.0,0.0,0.06598504638953925,0.0,0.04786161141688689,0.0,0.0,0.0,0.05840985471668631,0.04966655598286441,0.0,0.023046001457185973
apricot,0.0,0.013823611719823959,0.01424925448357561,0.0,0.0,0.0,0.0,0.0,0.010409327181236855,0.0,0.0,0.0,0.012075237513819509,0.010485357572039528,0.0,0.004069519231366364
bellflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.006663826818376307,0.0,0.0,0.0,0.0,0.0,0.006345568027930658,0.0,0.0,0.0,0.007802489115096174,0.006564042926001423,0.0,0.0018250617924936376
violet,0.0,0.0,0.05480165902770773,0.0,0.0,0.0,0.0,0.0,0.06424823843126468,0.0,0.0,0.0,0.0,0.06685569284754439,0.0,0.012393706020434454
flower,0.0,0.0,0.01713996632803445,0.0,0.0,0.020602926860131657,0.0,0.0,0.017840232679860554,0.0,0.0,0.0,0.0,0.017847151288360015,0.0,0.004895351810425778
orchid,0.0,0.0,0.005289709857129283,0.0,0.0,0.0,0.0,0.0,0.005195901185470616,0.0,0.0,0.0,0.0,0.005035653910249247,0.0,0.0010347509968566097
geranium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dogbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marigold,0.0,0.0,0.005777736909226304,0.0,0.0,0.0,0.0,0.0,0.004379747039450878,0.0,0.0,0.0,0.0,0.004439751138623315,0.0,0.0009731490058200331
lettuce,0.0,0.0,0.022924919679245162,0.0,0.027071955906122713,0.022772156914619167,0.0,0.0,0.0168463015380017,0.0,0.0,0.0,0.021173151644498275,0.017052440732554148,0.0,0.00852272842766941
spinach,0.0,0.0,0.028117148843668824,0.0,0.03132331915724497,0.0,0.0,0.0,0.022804954597198085,0.0,0.0,0.0,0.02647707617102365,0.022746224376279937,0.0,0.008764581543027698
cabbage,0.0,0.0,0.022404975242059835,0.0,0.022359914329072632,0.022584891694608412,0.0,0.0,0.015779448310861963,0.0,0.0,0.0,0.01985398603295118,0.016336077027401273,0.0,0.007954619509130352
buttercup,0.0,0.0,0.003952059814543488,0.0,0.0,0.0,0.0,0.0,0.0021903329820328363,0.0,0.0,0.0,0.0,0.002542857800302377,0.0,0.0005790167064585801
beetroot,0.0,0.0,0.01158778745397904,0.0,0.012227396406740658,0.0,0.0,0.0,0.01134172395520013,0.0,0.0,0.0,0.010513956596669127,0.012042381597576979,0.0,0.003847549734011063
cucumber,0.0,0.0,0.01194226764610579,0.0,0.012297964706798233,0.0,0.0,0.0,0.009183147392620203,0.0,0.0,0.0,0.010853219715607383,0.009410991995006047,0.0,0.003579172763742511
broccoli,0.0,0.0,0.007235716419390813,0.0,0.008448602087516813,0.0,0.0,0.0,0.004292659569614672,0.0,0.0,0.0,0.006129547556128251,0.0044522085376751995,0.0,0.0020372489446883833
radish,0.0,0.0,0.010048001022451018,0.0,0.011512897783417927,0.0,0.0,0.0,0.011937711250524516,0.0,0.0,0.0,0.008898966945999731,0.012041121955936885,0.0,0.003629246597222005
rice,0.0,0.0,0.005809529751289729,0.0,0.0,0.0,0.0,0.0,0.004232303019519722,0.0,0.0,0.0,0.005408185243205858,0.004300577983043412,0.0,0.001316706399803915
fir,0.0,0.0,0.0029328809181468386,0.0,0.0,0.0,0.0026243763086988142,0.0,0.0020420284685819896,0.0,0.0,0.0,0.0,0.0020692237292601182,0.0,0.0006445672949791841
beet,0.0,0.0,0.001081475294763978,0.0,0.0011877676817039619,0.0,0.0,0.0,0.000845859031342779,0.0,0.0,0.0,0.0010607758371270588,0.0008610986880556468,0.0,0.00033579843553289496
daffodil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aubergine,0.0,0.0,0.025903107252195957,0.0,0.031186394102904354,0.0,0.0,0.0,0.03574261817232526,0.0,0.0,0.0,0.026123831258826506,0.03767875883762504,0.0,0.01044231397492514
elm,0.0,0.0,0.01000952022137358,0.0,0.0,0.0,0.00816727942860945,0.0,0.006461095822315319,0.0,0.0,0.0,0.0,0.006481632007584773,0.0,0.0020746351653255415
dogwood,0.0,0.0,0.007967099611624416,0.0,0.0,0.0,0.0065122336125609855,0.0,0.004674197937177549,0.0,0.0,0.0,0.0,0.004658527991328984,0.0,0.0015874706101794624
willow,0.0,0.0,0.010146177880626963,0.0,0.0,0.0,0.0,0.0,0.007366245442940245,0.0,0.0,0.0,0.0,0.007498349953541844,0.0,0.0016673848851406034
onion,0.0,0.0,0.03652700780855281,0.0,0.03450013352307632,0.0,0.0,0.0,0.022260665156940706,0.0,0.0,0.0,0.028466715129723916,0.023258231579268412,0.0,0.009667516879837476
daisy,0.0,0.0,0.004936439758200721,0.0,0.0,0.0,0.0,0.0,0.003274793418880229,0.0,0.0,0.0,0.0,0.0033349682684345044,0.0,0.0007697467630343635
sycamore,0.0,0.0,0.003607245894919171,0.0,0.0,0.0,0.003354980284595214,0.0,0.0029517851860979055,0.0,0.0,0.0,0.0,0.003089366684580501,0.0,0.0008668918700128528
lagoon,0.0,0.0,0.0,0.002767255043558859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001942857950312548,0.0,0.00031400753292476046
flame,0.0,0.0,0.0,0.018138371089175397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009695317086755592,0.0,0.0018555792117287324
sky,0.0,0.0,0.0,0.017044156614332836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012759148347448778,0.0,0.0019868869974521077
feeling,0.0,0.0,0.0,0.006451600293241374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00482216606253632,0.0,0.0007515844237185129
coal,0.0,0.0,0.0,0.0013908311233556817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010866420583069238,0.0,0.00016516487877750704
thought,0.0,0.0,0.0,0.0058633056940509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005487952486449331,0.0,0.0007567505453666822
iceberg,0.0,0.0,0.0,0.0,0.004971066772740485,0.0,0.0,0.0,0.006614448240471182,0.0,0.0,0.0,0.005801098093041867,0.006727269504080335,0.0,0.001607592174022258
truffle,0.0,0.0,0.0,0.0,0.007323045013135788,0.0,0.0,0.0,0.010602375264272334,0.0,0.0,0.0,0.005774869069434913,0.010753068013153731,0.0,0.002296890490666451
glass,0.0,0.0,0.0,0.0,0.0,0.004776545866289848,0.0,0.0,0.003852492013695129,0.0,0.0,0.0,0.0,0.0040985420408700315,0.0,0.0008485053280570006
night,0.0,0.0,0.0,0.0,0.0,0.0038614540828944563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003768206153382223,0.0,0.0005086440157517786
pot,0.0,0.0,0.0,0.0,0.0,0.0027236210174797397,0.002073601673643839,0.0,0.002151585995376122,0.0,0.0,0.0,0.0,0.002173797834881175,0.0,0.0006081737680920584
blossom,0.0,0.0,0.0,0.0,0.0,0.0009205725564322073,0.0,0.0,0.0006948528940129584,0.0,0.0,0.0,0.0,0.00070400363270114,0.0,0.00015462860554308705
tank,0.0,0.0,0.0,0.0,0.0,0.0022200307498356437,0.0,0.0,0.001797861174314749,0.0,0.0,0.002306540065731581,0.0,0.0018465049283687093,0.0,0.0005447291278833788
barn,0.0,0.0,0.0,0.0,0.0,0.0024886269015436204,0.0,0.0,0.002010399256087135,0.0,0.0,0.0,0.0,0.002034598235038993,0.0,0.0004355749595113166
hair,0.0,0.0,0.0,0.0,0.0,0.028348323257999172,0.0,0.0,0.02370272122375716,0.0,0.0,0.0,0.0,0.024094777764532053,0.0,0.005076388149752559
feather,0.0,0.0,0.0,0.0,0.0,0.0,0.017042922493378652,0.0,0.018251651604706497,0.0,0.0,0.0,0.0,0.01845777336229262,0.0,0.0035834898306918513
sandpaper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,0.0,0.0,0.0,0.0,0.0,0.0,0.005449206891336499,0.0,0.005162637153296423,0.0,0.0,0.0,0.004766962438608407,0.005292715186766414,0.0,0.0013781014446671827
plumage,0.0,0.0,0.0,0.0,0.0,0.0,0.03518785525159934,0.0,0.03694172339612509,0.0,0.0,0.0,0.0,0.03732957375591698,0.0,0.0072972768269094265
paint,0.0,0.0,0.0,0.0,0.0,0.0,0.023565085333348935,0.0,0.02383003786444704,0.0,0.0,0.0,0.0,0.02424690147758329,0.0,0.004776134978358618
sapphire,0.0,0.0,0.0,0.0,0.0,0.0,0.015052912366897113,0.0,0.015180516500697362,0.0,0.0,0.0,0.0,0.01517906533396084,0.0,0.0030274996134370207
suit,0.0,0.0,0.0,0.0,0.0,0.0,0.0047350753936611,0.0,0.004420415719937163,0.0,0.0,0.0,0.0,0.0044978131015959355,0.0,0.0009102202810129467
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.0013429729483246029,0.0,0.0,0.0,0.0,0.0,0.0,0.0011257198431655476,0.0,0.0001645795194326767
heart,0.0,0.0,0.0,0.0,0.0,0.0,0.003944938630778855,0.0,0.0033463325477337633,0.0,0.0,0.0,0.0032663148140558403,0.003444423622255414,0.0,0.0009334673076549249
tar,0.0,0.0,0.0,0.0,0.0,0.0,0.00025384701737692355,0.0,0.00021872322251002488,0.0,0.0,0.0,0.0,0.00021187801342269707,0.0,4.562988355397636e-05
wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0013730911130412908,0.0,0.0,0.0,0.0,0.0,0.0014186460560619639,0.0011704896196661108,0.0,0.0002641484525846243
cider,0.0,0.0,0.0,0.0,0.0,0.0,0.002512816473848158,0.0,0.0,0.0,0.0,0.0,0.0023389224179033094,0.0018495227332030939,0.0,0.0004467507749969707
beer,0.0,0.0,0.0,0.0,0.0,0.0,0.0018765569003476557,0.0,0.0,0.0,0.0,0.0,0.0017217958968772855,0.0014930801118180372,0.0,0.00033942886060286525
emerald,0.0,0.0,0.0,0.0,0.0,0.0,0.1622589528781264,0.0,0.1500638479390506,0.0,0.0,0.0,0.0,0.15661483262415632,0.0,0.031262508896088885
bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005098943265688888,0.0,0.007139637606863654,0.008670619865023651,0.0,0.005218036763447823,0.0,0.0017418158334016013
boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001692184495016654,0.0,0.0,0.0,0.0,0.0017148881108559736,0.0,0.00022713817372484185
clothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005971746230119988,0.0,0.0,0.0,0.0,0.006076084474681498,0.0,0.0008031887136534325
gown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01203419801400232,0.0,0.0,0.0,0.0,0.012109163659042691,0.0,0.0016095574448696673
moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014295849086477155,0.0,0.0,0.0,0.0,0.014443044887117975,0.0,0.001915926264906342
dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018847359285988883,0.0,0.0,0.0,0.0,0.019133502508280827,0.0,0.002532057452951314
balloon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005676519957976081,0.0,0.0,0.009226484590919591,0.0,0.005786992890425796,0.0,0.0013793331626214312
ring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010893016791073013,0.0,0.0,0.0,0.0,0.011064983907203578,0.0,0.0014638667132184395
bra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004186190755408531,0.0,0.0,0.0,0.0,0.0041751143744421845,0.0,0.0005574203419900478
football,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044472087564853425,0.0,0.0,0.0,0.0,0.004535791681951299,0.0,0.0005988666958957762
car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009282478311623665,0.0,0.0,0.013948891453231433,0.0,0.009390523567126345,0.0,0.002174792888798763
wand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042236298571668015,0.0,0.0050289398932398125,0.0,0.0,0.004218186923355445,0.0,0.0008980504449174706
eye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012498230490767391,0.0,0.0,0.0,0.0,0.012517866156923916,0.0,0.0016677397765127537
cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002978557149083238,0.0,0.0,0.0,0.0,0.0029945989294526505,0.0,0.00039821040523572586
lantern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894021177896483,0.0,0.0,0.0,0.0,0.49514611760049504,0.0,0.06563654902600956
umbrella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009670378406169248,0.0,0.0,0.0,0.0,0.009933184927418914,0.0,0.0013069042222392108
taxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014088019895109397,0.0,0.0,0.0024453942829722485,0.0,0.0014372765254188167,0.0,0.000352764853193467
jeep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036524011697082357,0.0,0.0,0.006490735651376959,0.0,0.003739496904680185,0.0,0.0009255089150510253
hose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023240735134801146,0.0,0.0,0.0,0.0,0.0023928215506983158,0.0,0.0003144596709452287
piano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009591137784464304,0.0,0.0,0.0,0.0,0.000998321888212577,0.0,0.0001304957111106005
recorder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006777198744643558,0.0,0.0,0.0,0.0,0.0006942066996165402,0.0,9.146177160539306e-05
egg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009177602810275945,0.0,0.0,0.0,0.01081585902497587,0.009272661194753775,0.0,0.0019510748686670395
