,context,n_concepts,mean_tfidf,mean_diff,evidence
0,fish,17,0.07,0.06,-
1,atlantic,14,0.03,0.03,-
2,trout,13,0.15,0.15,-
3,salmon,13,0.11,0.1,-
4,freshwater,13,0.05,0.04,-
5,fishing,13,0.06,0.05,-
6,waters,12,0.02,0.02,-
7,fisheries,11,0.04,0.04,-
8,fishery,11,0.07,0.07,-
9,reach,11,0.01,0.0,-
10,sea,10,0.02,0.02,-
11,catfish,10,0.04,0.04,-
12,pacific,10,0.05,0.05,-
13,commonly,10,0.01,0.0,-
14,striped,10,0.02,0.02,-
15,fishermen,10,0.02,0.01,-
16,include,10,0.01,0.0,-
17,rainbow,10,0.09,0.09,-
18,catch,10,0.02,0.02,-
19,crab,9,0.02,0.02,-
20,eggs,8,0.01,0.01,-
21,egg,2,0.01,0.01,-
