,context,n_concepts,mean_tfidf,mean_diff,evidence
0,animal,13,0.03,0.02,-
1,population,13,0.01,0.01,-
2,dna,13,0.01,0.01,-
3,lab,13,0.0,0.0,-
4,how,13,0.01,0.0,-
5,evidence,13,0.0,0.0,-
6,skull,13,0.01,0.01,-
7,presumably,12,0.0,0.0,-
8,tested,12,0.01,0.0,-
9,survival,12,0.0,0.0,-
10,sequence,12,0.0,0.0,-
11,identified,12,0.0,0.0,-
12,closer,12,0.0,0.0,-
13,pregnant,12,0.0,0.0,-
14,angry,12,0.0,0.0,-
15,fire,12,0.0,0.0,-
16,urine,12,0.01,0.01,-
17,kill,12,0.01,0.01,-
18,fate,12,0.0,0.0,-
19,reputation,12,0.0,0.0,-
20,black,10,0.02,0.01,-
