,context,n_concepts,mean_tfidf,mean_diff,evidence
0,rosa,6,0.0,0.0,-
1,obtained,6,0.0,0.0,-
2,1946,6,0.0,0.0,-
3,recalls,6,0.0,0.0,-
4,charged,6,0.0,0.0,-
5,criticism,6,0.0,0.0,-
6,southeastern,6,0.0,0.0,-
7,railroad,6,0.0,0.0,-
8,bounded,6,0.0,0.0,-
9,walnuts,6,0.01,0.0,-
10,unknown,6,0.0,0.0,-
11,dates,6,0.0,0.0,-
12,mount,6,0.02,0.02,-
13,led,6,0.0,0.0,-
14,miller,6,0.0,0.0,-
15,historic,6,0.01,0.01,-
16,currently,6,0.0,0.0,-
17,best,6,0.01,0.0,-
18,free,6,0.0,0.0,-
19,states,6,0.0,0.0,-
20,black,5,0.03,0.02,-
