,context,n_concepts,mean_tfidf,mean_diff,evidence
0,population,22,0.01,0.01,-
1,creature,21,0.01,0.01,-
2,suddenly,21,0.0,0.0,-
3,animal,21,0.02,0.02,-
4,tested,21,0.01,0.01,-
5,populations,21,0.02,0.02,-
6,chased,20,0.0,0.0,-
7,tracking,20,0.01,0.01,-
8,found,20,0.01,0.01,-
9,mouse,20,0.05,0.04,-
10,survival,20,0.01,0.0,-
11,laboratory,19,0.0,0.0,-
12,characters,19,0.01,0.0,-
13,been,19,0.01,0.0,-
14,strange,19,0.0,0.0,-
15,killing,19,0.01,0.0,-
16,birth,19,0.01,0.01,-
17,dna,19,0.01,0.01,-
18,discovered,19,0.01,0.0,-
19,eye,19,0.01,0.01,-
20,black,19,0.02,0.01,-
