,context,n_concepts,mean_tfidf,mean_diff,evidence
0,population,22,0.01,0.01,u
1,creature,21,0.01,0.01,u
2,suddenly,21,0,0,u
3,animal,21,0.02,0.02,u
4,tested,21,0.01,0.01,u
5,populations,21,0.02,0.02,u
6,chased,20,0,0,u
7,tracking,20,0.01,0.01,u
8,found,20,0.01,0.01,u
9,mouse,20,0.05,0.04,i
10,survival,20,0.01,0,u
11,laboratory,19,0,0,u
12,characters,19,0.01,0,u
13,been,19,0.01,0,u
14,strange,19,0,0,u
15,killing,19,0.01,0,u
16,birth,19,0.01,0.01,u
17,dna,19,0.01,0.01,u
18,discovered,19,0.01,0,u
19,eye,19,0.01,0.01,i
20,black,19,0.02,0.01,p
