,animal,fruit,bird,all,relation,round,object,food,plant,measure,mean
world,0.01706596017615863,0.0,0.0,0.017233741110094358,0.0,0.0,0.016479411448316574,0.0,0.0,0.0,0.005077911273456956
pen,0.003618591201593202,0.0,0.003618591201593202,0.003978421470360119,0.0,0.0,0.0038829214353100906,0.0,0.0,0.0,0.0015098525308856615
chicken,0.0020899066418315496,0.0,0.0020102153064771597,0.0022404436120038312,0.0,0.0,0.002109616294003626,0.002374279441118849,0.0,0.0,0.0010824461295435017
lemon,0.0,0.002102955873687036,0.0,0.002404249420876762,0.0,0.0,0.0021154039616610937,0.002553195833684456,0.0022766881053612985,0.0,0.0011452493195270646
fruit,0.0,0.0135091281139643,0.0,0.014245624797456481,0.0,0.0,0.013111540167207579,0.0,0.0,0.0,0.0040866293078628355
berry,0.0,0.005149931413071852,0.0,0.005436919735311397,0.0,0.0,0.005203853861062285,0.005603317474198812,0.0,0.0,0.0021394022483644344
gourd,0.0,0.003479642018090951,0.0,0.0037809070278012097,0.0,0.0,0.00336468494330669,0.0,0.003414859042259253,0.0,0.0014040093031458104
pecan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peanut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apple,0.0,0.0032479297880937683,0.0,0.0034630423792060268,0.0,0.0,0.0032738927746302137,0.00352350450372747,0.003501989634787861,0.0,0.0017010359080445341
watermelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cherry,0.0,0.002536093157267432,0.0,0.0025164283860327017,0.0021838490533650913,0.0,0.002430414222357776,0.002388486072457725,0.002556544843337445,0.0,0.0014611815734818171
orange,0.0,0.004183188866108751,0.0,0.004597922240370097,0.00423345718515091,0.0,0.004312710140388269,0.00460759924806295,0.0043489891568892994,0.0,0.0026283866836970273
melon,0.0,0.005924821434449301,0.0,0.006434318992686671,0.0,0.0,0.006023491085152152,0.006521311622502328,0.006035174571068692,0.0,0.003093911770585915
cantaloupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.0,0.0035115468616359466,0.0,0.003233852683261504,0.0,0.0,0.0029518900303607677,0.0035988262207149353,0.0034506007301698506,0.0,0.0016746716526143007
pineapple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,0.0,0.004785162386701465,0.0,0.005015793852701528,0.0,0.0,0.004418024129569938,0.00511242095761951,0.004461227912121332,0.0,0.0023792629238713774
nutlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sapodilla,0.0,0.024081236843623746,0.0,0.021412664342257894,0.0,0.0,0.019233543566627303,0.022743185331142605,0.021631408103734786,0.0,0.010910203818738634
nut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bean,0.0,0.0052897996070326615,0.0,0.005814315157735929,0.0,0.0,0.005343309159267402,0.006240183299524877,0.005555872978570314,0.0,0.0028243480202131185
almond,0.0,0.010583226653416607,0.0,0.00934148412694308,0.0,0.0,0.009762884175752627,0.0,0.009605554912518214,0.0,0.003929314986863053
bucket,0.0,0.0,0.0,0.004161607454752977,0.0,0.0,0.004042326195366569,0.0,0.0,0.005189952486839092,0.0013393886136958636
egg,0.0,0.0,0.0,0.005461043951217869,0.0,0.0,0.0049240412117466555,0.005915797426453106,0.0,0.0,0.0016300882589417628
disk,0.0,0.0,0.0,0.002356029590606991,0.0,0.0,0.0022941113193134205,0.0,0.0,0.0,0.0004650140909920412
pomade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fondant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cabbage,0.0,0.0,0.0,0.001598884243315307,0.0,0.0,0.0013773474194306308,0.0017043037180775671,0.0013104986662009798,0.0017283837915625523,0.0007719417838587038
marble,0.0,0.0,0.0,0.0036984840514947825,0.0036735976293091003,0.0,0.0035954357494314268,0.0,0.0,0.0,0.001096751743023531
banjo,0.0,0.0,0.0,0.0016124774988946055,0.0,0.0,0.0015770294172561777,0.0,0.0,0.0,0.00031895069161507833
pizza,0.0,0.0,0.0,0.003234383110272103,0.0,0.0,0.0,0.0032993128720473393,0.0,0.0,0.0006533695982319442
pastry,0.0,0.0,0.0,0.009808043885270507,0.0,0.0,0.0,0.010248187912020094,0.0,0.0,0.0020056231797290604
button,0.0,0.0,0.0,0.004402069471309583,0.0,0.0,0.0042394666046040985,0.0,0.0,0.0,0.0008641536075913682
pie,0.0,0.0,0.0,0.011330259896344072,0.0,0.0,0.0,0.012037494875654028,0.0,0.0,0.00233677547719981
vinaigrette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
box,0.0,0.0,0.0,0.01708934653279946,0.0,0.0,0.016762077897116742,0.0,0.016462883147456073,0.019472552706841194,0.0069786860284213464
tray,0.0,0.0,0.0,0.013574695375371678,0.0,0.0,0.013129365824184901,0.0,0.0,0.0,0.002670406119955658
pasta,0.0,0.0,0.0,0.007267031250976622,0.0,0.0,0.0,0.00866307359283248,0.0,0.0,0.00159301048438091
pumpkin,0.0,0.0,0.0,0.0022505332939625803,0.0,0.0,0.002092514335137039,0.002221695020841372,0.0020240751031579203,0.0,0.0008588817753098912
barrel,0.0,0.0,0.0,0.02292016286500659,0.0,0.0,0.022193425556367257,0.0,0.0,0.02825090325436619,0.007336449167574003
chocolate,0.0,0.0,0.0,0.004218385495567999,0.0035430206505819148,0.0,0.0,0.004535619338118176,0.0,0.0,0.001229702548426809
table,0.0,0.0,0.0,0.09060517650060873,0.0,0.0,0.08767372894784381,0.08776068611050562,0.0,0.0,0.026603959155895817
pilaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheese,0.0,0.0,0.0,0.005752421490121569,0.0,0.0,0.004730753255930055,0.006520965490302433,0.004774861146624912,0.0,0.002177900138297897
pancake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snack,0.0,0.0,0.0,0.005016598106316903,0.0,0.0,0.0,0.005467120020638366,0.0,0.0,0.001048371812695527
tart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marzipan,0.0,0.0,0.0,0.015511818073746955,0.0,0.0,0.0,0.0165996453713658,0.0,0.0,0.003211146344511275
salad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omelette,0.0,0.0,0.0,0.020034392266828443,0.0,0.0,0.0,0.02175514663636459,0.0,0.0,0.0041789538903193035
basketball,0.0,0.0,0.0,0.008204487056423678,0.0,0.0,0.007934621897468347,0.0,0.0,0.0,0.0016139108953892028
curd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baseball,0.0,0.0,0.0,0.02976144553266469,0.0,0.0,0.028159373495052917,0.0,0.0,0.0,0.00579208190277176
cheeseburger,0.0,0.0,0.0,0.025602332272651192,0.0,0.0,0.0,0.027527442848462848,0.0,0.0,0.005312977512111404
globe,0.0,0.0,0.0,0.008381934647611559,0.0,0.0,0.00841599753500168,0.0,0.0,0.0,0.001679793218261324
doughnut,0.0,0.0,0.0,0.0056983423715518,0.0,0.0,0.0,0.006226769298596547,0.0,0.0,0.0011925111670148347
cookie,0.0,0.0,0.0,0.002913647960354625,0.0,0.0,0.0024653964197731406,0.0031506710873015283,0.0,0.0,0.0008529715467429294
candle,0.0,0.0,0.0,0.004488630660979823,0.0,0.0,0.004238718399746588,0.0,0.0,0.005342536168793522,0.0014069885229519934
dough,0.0,0.0,0.0,0.011622810988198382,0.0,0.0,0.0,0.01280835485887055,0.0,0.010228499632012559,0.003465966547908149
bracelet,0.0,0.0,0.0,0.0013429942243069458,0.0,0.0,0.0012860842071519027,0.0,0.0,0.0,0.00026290784314588487
beet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dessert,0.0,0.0,0.0,0.014341040351602465,0.0,0.0,0.0,0.014398642479162532,0.0,0.0,0.0028739682830765
wheel,0.0,0.0,0.0,0.008997732019620107,0.0,0.0,0.008861370533935166,0.0,0.0,0.0,0.0017859102553555272
pudding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patty,0.0,0.0,0.0,0.01142251851537001,0.0,0.0,0.0,0.012744350811902236,0.0,0.0,0.0024166869327272244
shape,0.0,0.0,0.0,0.03518304798492826,0.0,0.0,0.034005141370135376,0.0,0.0,0.0,0.006918818935506363
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegetable,0.0,0.0,0.0,0.004313611100685629,0.0,0.0,0.003973662461092228,0.004500508135462754,0.003986367457890639,0.0,0.001677414915513125
frisbee,0.0,0.0,0.0,0.004868564449059019,0.0,0.006429263657374434,0.0,0.0,0.0,0.0,0.0011297828106433452
condiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
can,0.0,0.0,0.0,0.006501962408562046,0.0,0.0,0.006153992703238591,0.0,0.0,0.007335865229819353,0.001999182034161999
circle,0.0,0.0,0.0,0.012896289767311138,0.012203268294310073,0.0,0.012288505058514254,0.0,0.0,0.0,0.0037388063120135464
