,context,n_concepts,mean_tfidf,mean_diff,evidence
0,clock,10,0.0,0.0,-
1,clay,9,0.01,0.0,-
2,specially,9,0.0,0.0,-
3,differs,9,0.0,0.0,-
4,hot,9,0.09,0.08,-
5,lit,9,0.01,0.0,-
6,hands,8,0.01,0.0,-
7,while,8,0.01,0.0,-
8,fed,8,0.01,0.0,-
9,also,8,0.01,0.0,-
10,usually,8,0.01,0.01,-
11,charged,8,0.0,0.0,-
12,concentration,8,0.0,0.0,-
13,candle,8,0.0,0.0,-
14,holds,8,0.0,0.0,-
15,forty,8,0.0,0.0,-
16,mixing,8,0.01,0.01,-
17,consists,8,0.01,0.01,-
18,allow,8,0.01,0.0,-
19,shape,8,0.01,0.01,-
20,hot,9,0.09,0.08,-
