,context,n_concepts,mean_tfidf,mean_diff,evidence
0,jet,6,0.15,0.15,-
1,24,6,0.01,0.0,-
2,naval,6,0.01,0.0,-
3,like,6,0.01,0.0,-
4,nose,6,0.01,0.01,-
5,test,6,0.01,0.01,-
6,bomb,6,0.01,0.01,-
7,caused,6,0.01,0.0,-
8,capabilities,6,0.01,0.0,-
9,allowed,6,0.0,0.0,-
10,craft,6,0.01,0.0,-
11,crashing,6,0.01,0.01,-
12,fired,6,0.01,0.0,-
13,northwest,6,0.0,0.0,-
14,step,6,0.01,0.01,-
15,developing,6,0.0,0.0,-
16,occurred,6,0.0,0.0,-
17,relatively,6,0.0,0.0,-
18,configured,6,0.01,0.0,-
19,curtiss,6,0.02,0.02,-
20,wing,6,0.03,0.02,-
21,wings,4,0.02,0.01,-
