context,evidence_type,categories
built, ,all object
table, ,all object relation
rooms, ,all object relation
with, ,relation
are, ,relation
desk, ,relation
as, ,relation
simple, ,relation
by, ,relation
works, ,relation
elaborate, ,relation
features, ,relation
old, ,relation
said, ,relation
but, ,relation
have, ,relation
up, ,relation
fine, ,relation
set, ,relation
fashioned, ,relation
all, ,relation
out, ,relation
hidden, ,relation
first, ,relation
been, ,relation
name, ,relation
more, ,relation
found, ,relation
bought, ,relation
sound, ,relation
some, ,relation
fake, ,relation
copy, ,relation
photographs, ,relation
before, ,relation
than, ,relation
images, ,relation
discovered, ,relation
door, ,relation
says, ,relation
working, ,relation
man, ,relation
material, ,relation
guest, ,relation
david, ,relation
even, ,relation
entry, ,relation
hand, ,relation
husband, ,relation
replace, ,relation
why, ,relation
instead, ,relation
cost, ,relation
do, ,relation
does, ,relation
photograph, ,relation
work, ,relation
us, ,relation
re, ,relation
weighing, ,relation
ordering, ,relation
screens, ,relation
hours, ,relation
mean, ,relation
give, ,relation
displays, ,relation
items, ,relation
evening, ,relation
month, ,relation
next, ,relation
though, ,relation
created, ,relation
consider, ,relation
putting, ,relation
start, ,relation
friend, ,relation
looking, ,relation
stuff, ,relation
mother, ,relation
save, ,relation
something, ,relation
john, ,relation
typically, ,relation
worked, ,relation
comfortable, ,relation
without, ,relation
thousand, ,relation
scene, ,relation
money, ,relation
choose, ,relation
michael, ,relation
ms, ,relation
keys, ,relation
wait, ,relation
jewelry, ,relation
interview, ,relation
equivalent, ,relation
carry, ,relation
want, ,relation
arrived, ,relation
lucky, ,relation
reveal, ,relation
protect, ,relation
picture, ,relation
cover, ,relation
offered, ,relation
wonder, ,relation
books, ,relation
150, ,relation
felt, ,relation
addition, ,relation
forget, ,relation
worth, ,relation
paying, ,relation
ordinary, ,relation
wo, ,relation
placing, ,relation
am, ,relation
monitor, ,relation
moore, ,relation
sells, ,relation
talking, ,relation
easier, ,relation
check, ,relation
fighting, ,relation
supposedly, ,relation
explained, ,relation
explains, ,relation
computers, ,relation
tore, ,relation
newspaper, ,relation
cuts, ,relation
act, ,relation
appealing, ,relation
files, ,relation
messages, ,relation
comment, ,relation
client, ,relation
transform, ,relation
photos, ,relation
excited, ,relation
changing, ,relation
duty, ,relation
encouraging, ,relation
lobby, ,relation
the, ,relation
italian, ,relation
bath, ,relation
size, ,relation
on, ,relation
sink, ,relation
like, ,relation
or, ,relation
looks, ,relation
removed, ,relation
house, ,relation
replaced, ,relation
off, ,relation
office, ,relation
collection, ,relation
used, ,relation
just, ,relation
solid, ,relation
here, ,relation
over, ,relation
whenever, ,relation
boasts, ,relation
style, ,relation
names, ,relation
two, ,relation
rome, ,relation
once, ,relation
fancy, ,relation
also, ,relation
heated, ,relation
300, ,relation
screen, ,relation
display, ,relation
dedicated, ,relation
cutting, ,relation
30, ,relation
there, ,relation
40, ,relation
designed, ,relation
expensive, ,relation
featuring, ,relation
stolen, ,relation
other, ,relation
view, ,relation
italy, ,relation
site, ,relation
private, ,relation
store, ,relation
clean, ,relation
containing, ,relation
clock, ,relation
featured, ,relation
god, ,relation
vegas, ,relation
heavy, ,relation
taken, ,relation
central, ,relation
24, ,relation
another, ,relation
buy, ,relation
while, ,relation
contrast, ,relation
setting, ,relation
missing, ,relation
easy, ,relation
climbing, ,relation
60, ,relation
owned, ,relation
window, ,relation
federal, ,relation
such, ,relation
monday, ,relation
child, ,relation
different, ,relation
rise, ,relation
offers, ,relation
seven, ,relation
machines, ,relation
sent, ,relation
away, ,relation
makes, ,relation
length, ,relation
leaving, ,relation
arguing, ,relation
supply, ,relation
injured, ,relation
conference, ,relation
using, ,relation
address, ,relation
copies, ,relation
visiting, ,relation
auction, ,relation
steal, ,relation
design, ,relation
choice, ,relation
hearing, ,relation
type, ,relation
exhibition, ,relation
suggests, ,relation
studio, ,relation
quality, ,relation
always, ,relation
afternoon, ,relation
looked, ,relation
artist, ,relation
london, ,relation
someone, ,relation
arrive, ,relation
age, ,relation
reads, ,relation
image, ,relation
daniel, ,relation
read, ,relation
recently, ,relation
sealed, ,relation
mid, ,relation
method, ,relation
fully, ,relation
leave, ,relation
seized, ,relation
series, ,relation
taped, ,relation
hour, ,relation
dropped, ,relation
days, ,relation
dead, ,relation
return, ,relation
returned, ,relation
describes, ,relation
months, ,relation
jerry, ,relation
olympic, ,relation
often, ,relation
holds, ,relation
valuable, ,relation
70, ,relation
uses, ,relation
wrong, ,relation
types, ,relation
linda, ,relation
essential, ,relation
basically, ,relation
spent, ,relation
aimed, ,relation
help, ,relation
millions, ,relation
fallen, ,relation
difficult, ,relation
television, ,relation
folded, ,relation
baltimore, ,relation
swedish, ,relation
interesting, ,relation
slide, ,relation
cases, ,relation
supposed, ,relation
carries, ,relation
lot, ,relation
senate, ,relation
sends, ,relation
manager, ,relation
herself, ,relation
documents, ,relation
lists, ,relation
shared, ,relation
august, ,relation
sets, ,relation
thought, ,relation
revealed, ,relation
creation, ,relation
figured, ,relation
reported, ,relation
costs, ,relation
person, ,relation
phrase, ,relation
covers, ,relation
press, ,relation
contain, ,relation
cameras, ,relation
operates, ,relation
quarters, ,relation
poster, ,relation
48, ,relation
added, ,relation
actual, ,relation
sounds, ,relation
glance, ,relation
grandmother, ,relation
happened, ,relation
handed, ,relation
future, ,relation
hope, ,relation
germany, ,relation
gift, ,relation
hitting, ,relation
accompanied, ,relation
owners, ,relation
peter, ,relation
written, ,relation
pennsylvania, ,relation
patient, ,relation
agree, ,relation
ought, ,relation
numerous, ,relation
orleans, ,relation
advertisements, ,relation
official, ,relation
philadelphia, ,relation
professional, ,relation
proved, ,relation
realize, ,relation
130, ,relation
140, ,relation
presence, ,relation
prepared, ,relation
reporter, ,relation
aug, ,relation
knowing, ,relation
shipped, ,relation
signed, ,relation
mexico, ,relation
mentioned, ,relation
secure, ,relation
ltd, ,relation
arrangements, ,relation
applied, ,relation
tap, ,relation
difference, ,relation
fill, ,relation
discussed, ,relation
details, ,relation
depending, ,relation
dvd, ,relation
cheap, ,relation
string, ,relation
convenient, ,relation
carefully, ,relation
commercial, ,relation
competing, ,relation
card, ,relation
colonial, ,relation
dan, ,relation
everybody, ,relation
clients, ,relation
dealer, ,relation
deals, ,relation
established, ,relation
claim, ,relation
uncle, ,relation
threw, ,relation
immigration, ,relation
accounts, ,relation
request, ,relation
teenager, ,relation
newspapers, ,relation
garbage, ,relation
naturally, ,relation
dated, ,relation
ohio, ,relation
clark, ,relation
operating, ,relation
test, ,relation
affairs, ,relation
sample, ,relation
discover, ,relation
mail, ,relation
memorabilia, ,relation
saving, ,relation
merely, ,relation
tracked, ,relation
reports, ,relation
contract, ,relation
recognize, ,relation
focus, ,relation
complicated, ,relation
stewart, ,relation
pack, ,relation
require, ,relation
77, ,relation
79, ,relation
retail, ,relation
transferred, ,relation
greatest, ,relation
essentially, ,relation
suspended, ,relation
bible, ,relation
joked, ,relation
kansas, ,relation
incident, ,relation
border, ,relation
strength, ,relation
vacation, ,relation
sydney, ,relation
associate, ,relation
extremely, ,relation
gotten, ,relation
lend, ,relation
arrival, ,relation
web, ,relation
page, ,relation
to, ,relation
photo, ,relation
same, ,relation
opinion, ,relation
new, ,relation
considering, ,relation
click, ,relation
is, ,relation
text, ,relation
com, ,relation
for, ,relation
every, ,relation
complaint, ,relation
internet, ,relation
six, ,relation
it, ,relation
list, ,relation
pictures, ,relation
be, ,relation
he, ,relation
bill, ,relation
your, ,relation
can, ,relation
her, ,relation
had, ,relation
we, ,relation
users, ,relation
issue, ,relation
write, ,relation
note, ,relation
she, ,relation
find, ,relation
not, ,relation
english, ,relation
open, ,relation
online, ,relation
according, ,relation
time, ,relation
how, ,relation
when, ,relation
would, ,relation
item, ,relation
them, ,relation
tips, ,relation
because, ,relation
my, ,relation
content, ,relation
any, ,relation
many, ,relation
nearly, ,relation
notebook, ,relation
asked, ,relation
if, ,relation
computer, ,relation
could, ,relation
given, ,relation
update, ,relation
84, ,relation
random, ,relation
take, ,relation
standard, ,relation
asking, ,relation
wanted, ,relation
video, ,relation
me, ,relation
late, ,relation
videos, ,relation
subject, ,relation
did, ,relation
might, ,relation
software, ,relation
too, ,relation
being, ,relation
questions, ,relation
need, ,relation
electronic, ,relation
ready, ,relation
use, ,relation
nothing, ,relation
well, ,relation
least, ,relation
know, ,relation
suggested, ,relation
rather, ,relation
instant, ,relation
never, ,relation
show, ,relation
going, ,relation
focused, ,relation
provide, ,relation
guides, ,relation
tell, ,relation
america, ,relation
voice, ,relation
mouse, ,relation
phone, ,relation
longer, ,relation
tv, ,relation
answer, ,relation
change, ,relation
signing, ,relation
pop, ,relation
better, ,relation
otherwise, ,relation
try, ,relation
having, ,relation
commitment, ,relation
records, ,relation
fun, ,relation
tried, ,relation
pick, ,relation
rules, ,relation
digital, ,relation
idea, ,relation
finding, ,relation
quite, ,relation
problem, ,relation
simply, ,relation
trouble, ,relation
true, ,relation
useful, ,relation
typical, ,relation
send, ,relation
thanks, ,relation
allow, ,relation
martin, ,relation
garcia, ,relation
tomorrow, ,relation
ask, ,relation
admitted, ,relation
decide, ,relation
canadian, ,relation
camera, ,relation
frequent, ,relation
doing, ,relation
trade, ,relation
options, ,relation
boss, ,relation
cards, ,relation
planning, ,relation
cell, ,relation
myself, ,relation
surprise, ,relation
amounts, ,relation
seek, ,relation
anytime, ,relation
dad, ,relation
mom, ,relation
convince, ,relation
vital, ,relation
neighbor, ,relation
000, ,relation
sized, ,relation
century, ,relation
capitol, ,relation
alice, ,relation
piece, ,relation
bench, ,relation
covered, ,relation
wall, ,relation
room, ,relation
athens, ,relation
laid, ,relation
depicting, ,relation
original, ,relation
column, ,relation
cool, ,relation
500, ,relation
dining, ,relation
factory, ,relation
its, ,relation
furniture, ,relation
made, ,relation
library, ,relation
windows, ,relation
installed, ,relation
filled, ,relation
framed, ,relation
doors, ,relation
reception, ,relation
