,context,n_concepts,mean_tfidf,mean_diff,evidence
0,she,92,0.07,0.05,-
1,herself,82,0.02,0.02,-
2,beautiful,80,0.02,0.02,-
3,woman,80,0.03,0.02,-
4,her,78,0.08,0.05,-
5,lady,77,0.04,0.04,-
6,mary,69,0.04,0.03,-
7,mistress,68,0.04,0.04,-
8,marie,67,0.03,0.03,-
9,alice,66,0.02,0.02,-
10,women,66,0.02,0.01,-
11,sister,65,0.04,0.03,-
12,princess,64,0.04,0.04,-
13,anna,64,0.03,0.02,-
14,actress,63,0.05,0.04,-
15,queen,63,0.04,0.04,-
16,sarah,62,0.02,0.02,-
17,girl,62,0.03,0.02,-
18,anne,62,0.04,0.04,-
19,mrs,62,0.04,0.04,-
20,female,52,0.02,0.01,-
