,context,n_concepts,mean_tfidf,mean_diff,evidence
0,add,67,0.03,0.03,-
1,recipe,64,0.02,0.02,-
2,egg,64,0.02,0.02,-
3,potato,63,0.03,0.02,-
4,chicken,62,0.03,0.03,-
5,bowl,61,0.01,0.01,-
6,serve,60,0.01,0.01,-
7,bean,60,0.02,0.02,-
8,taste,60,0.01,0.01,-
9,cook,60,0.02,0.02,-
10,rice,60,0.01,0.01,-
11,cream,59,0.04,0.04,-
12,hot,59,0.01,0.01,-
13,mix,59,0.01,0.01,-
14,cheese,59,0.06,0.06,-
15,eat,58,0.02,0.01,-
16,place,58,0.01,0.0,-
17,olive,58,0.03,0.02,-
18,pot,58,0.02,0.01,-
19,warm,58,0.01,0.01,-
20,cook,60,0.02,0.02,-
21,cooking,53,0.02,0.02,-
22,cooked,46,0.04,0.04,-
23,cooks,10,0.01,0.01,-
